Locus Tag	gene	0hr_r1	0hr_r2	0hr_r3	0hr (Avg)	2hr_r1	2hr_r2	2hr_r3	2hr (Avg)	4hr_r1	4hr_r2	4hr_r3	4hr (Avg)	8hr_r1	8hr_r2	8hr_r3	8hr (Avg)	16hr_r1	16hr_r2	16hr_r3	16hr (Avg)	24hr_r1	24hr_r2	24hr_r3	24hr (Avg)
SL1344_4172	plsB	47.28	55.61	39.47	47.45	37.82	85.83	32.86	52.17	34.1	43.01	13.02	30.04	14.92	21.51	32.93	23.12	22.61	23.86	17.58	21.35	23.63	25.44	31.02	26.69
SL1344_4173	dgkA	39.86	39.71	17.7	32.42	226.09	49.8	54.01	109.97	52.76	15.29	7.78	25.28	49.06	15.71	40.11	34.96	25.24	9.1	13.21	15.85	13.78	25.68	21.52	20.33
SL1344_4174	lexA	335.34	364.53	227.79	309.22	314.75	271.29	212.51	266.18	351.27	444.12	127.17	307.52	59.39	69.75	237.89	122.34	185.05	199.6	275.89	220.18	393.3	393.92	585.03	457.42
SL1344_4175	dinF	35.98	36.76	26.54	33.09	18.84	36.89	45.01	33.58	40.3	53.07	10.81	34.72	9.08	11.64	20.05	13.59	39.73	50.53	65.13	51.8	131.58	120.44	170.66	140.89
SL1344_4176	yjbJ	837.19	824.3	415.73	692.41	470.96	288.17	421.93	393.68	251.85	106.14	94.55	150.85	170.32	100.02	264.55	178.3	267.79	217.13	220.74	235.22	425.14	384.65	342.5	384.1
SL1344_4177	zur	44.15	53.2	39.62	45.66	48.47	35.59	0	28.02	56.55	38.23	11.12	35.3	11.69	29.94	63.05	34.89	40.09	19.5	40.12	33.24	50.32	39.32	56.76	48.8
SL1344_4178		7.28	5.11	3.31	5.24	6.35	0	0	2.12	7.41	12.88	0	6.76	9.19	7.36	9.01	8.52	6.3	3.83	8.81	6.32	25.59	22.26	24.33	24.06
SL1344_4179	yjbN	23.52	28.68	20.45	24.21	33.35	18.36	0	17.24	9.73	22.55	28.69	20.32	0	17.38	29.58	15.65	19.65	17.61	17.66	18.31	22.58	20.29	25.13	22.67
SL1344_4180	pspG	14.89	9.27	2.2	8.79	0	0	0	0	24.64	42.83	14.54	27.34	30.55	0	29.97	20.17	47.16	55.23	114.15	72.18	231.62	256.31	391.56	293.16
STnc880	STnc880	28.21	23.42	11.13	20.92	213.34	78.32	0	97.22	124.46	72.12	36.71	77.76	0	24.71	75.69	33.47	66.17	150.22	280.5	165.63	411.65	630.04	589.98	543.89
SL1344_4181	qor	18.65	13.63	8.83	13.7	16.93	18.64	0	11.86	14.81	42.92	17.48	25.07	30.61	17.65	39.04	29.1	6.3	18.73	6.8	10.61	6.59	7.42	7.87	7.29
SL1344_4182	dnaB	49.76	49.06	41.11	46.64	52.92	38.86	28.1	39.96	41.16	57.65	32.38	43.73	4.25	23.16	41.72	23.04	28.45	31.94	23.19	27.86	36.43	38.74	36.25	37.14
SL1344_4183	alr-b	25.83	19.75	23.34	22.97	23.13	28.31	0	17.15	17.99	13.03	13.27	14.77	0	23.23	13.68	12.3	19.13	18.62	7.32	15.02	11.75	15.27	15.38	14.13
SL1344_4184	tyrB	52.87	73.5	61.87	62.74	48.82	5.12	16.66	23.53	44.75	51.87	21.6	39.41	35.31	27.47	49.49	37.42	22.5	24.55	16.81	21.29	16.53	13.58	13.6	14.57
SL1344_4185	aphA	23.66	26.47	17.66	22.6	105.02	34.27	13.94	51.08	13.62	39.45	32.13	28.4	75.96	27.04	41.4	48.13	27.51	30.52	16.2	24.74	19.75	17.8	19.84	19.13
SL1344_4186	yjbQ	29.97	43.91	21.92	31.93	40	44.06	0	28.02	58.34	54.09	13.77	42.07	72.33	78.78	106.44	85.85	37.22	32.19	32.14	33.85	18.96	29.21	21.76	23.31
SL1344_4187	yjbR	10.3	6.84	14.63	10.59	70.11	154.44	111.67	112.08	13.63	39.51	8.04	20.39	16.9	27.07	8.29	17.42	20.3	18.81	23.9	21	11.08	20.48	14.3	15.29
SL1344_4188		0	1.8	0	0.6	0	0	0	0	0	0	0	0	0	0	0	0	3.05	0	0	1.02	7.5	10.39	3.35	7.08
SL1344_4189		0	2.68	0	0.89	0	0	0	0	0	0	0	0	0	0	0	0	4.54	0	4.01	2.85	6.81	4.15	5.8	5.59
SL1344_4190	uvrA	23.88	21.98	21.21	22.36	29.45	17.3	17.59	21.45	12.03	18.92	7.1	12.68	19.17	27.98	30.3	25.82	41.29	35.85	55.93	44.36	139.38	126.07	130.05	131.83
SL1344_4191		6.32	0	11.23	5.85	0	0	0	0	0	0	0	0	0	0	0	0	8.9	21.65	5.24	11.93	9.71	9.31	6.5	8.51
SL1344_4192	ssb	73.34	95.36	108.95	92.55	78.49	80.69	93.76	84.31	73.27	127.37	54.03	84.89	68.13	54.56	111.39	78.03	87.64	112.12	92.88	97.55	227.45	214.99	213.15	218.53
SL1344_4193	siiA	85.87	76.11	70.76	77.58	78.99	212.66	47.18	112.94	30.72	62.31	31.72	41.58	0	0	9.34	3.11	0	3.97	4.81	2.93	13.82	11.11	14.32	13.08
SL1344_4194	siiB	57.07	45.62	38.47	47.05	185.83	189.26	42.96	139.35	38.47	44.58	28.88	37.31	4.34	1.39	10.63	5.45	2.23	2.41	6.13	3.59	12.58	14.98	11.69	13.08
SL1344_4195	siiC	25.02	17.54	19.75	20.77	56.77	97.26	45.21	66.42	18.4	27.72	6.51	17.55	0	0	8.95	2.98	0.78	2.54	4.15	2.49	8.76	6.76	7.01	7.51
SL1344_4196	siiD	47.67	43.39	25.84	38.97	123.79	153.09	7.78	94.89	76.02	50.66	24.67	50.45	0	1.51	6.93	2.81	2.42	2.62	2.38	2.48	7.72	5.07	6.06	6.28
SL1344_4197	siiE	32.28	31.58	26.06	29.97	75.82	82.05	30.39	62.75	59.08	51.27	19.23	43.19	9.74	8.9	21.59	13.41	8.48	8.78	8.02	8.43	17.17	17.86	16.81	17.28
SL1344_4198	siiF	41.89	36.84	26.06	34.93	60.41	76.88	43.3	60.2	28.19	25.87	11.09	21.72	2.91	0	10	4.3	0.5	3.24	3.82	2.52	4.23	6.01	6.39	5.54
SL1344_4199	yjcB	130.5	97.51	92.7	106.9	59.22	130.44	141.48	110.38	34.55	10.01	10.19	18.25	21.42	13.72	42.02	25.72	110.2	80.42	69.21	86.61	189.44	221.97	261.09	224.17
SL1344_4200	yjcC	13.74	9.51	7.32	10.19	0	15.26	0	5.09	6.06	3.51	1.79	3.79	7.52	2.41	3.69	4.54	3.22	5.75	2.66	3.88	4.22	5.06	6.01	5.1
SL1344_4201	soxS	2.27	5.66	4.03	3.99	103.04	170.22	307.7	193.65	135.25	139.33	17.73	97.44	0	11.94	63.97	25.3	22.37	33.68	15.05	23.7	26.16	35.11	32.11	31.13
SL1344_4202	soxR	6.41	7.98	6.64	7.01	0	13.34	0	4.45	21.2	12.28	6.25	13.24	13.14	0	12.89	8.68	4.51	14.62	6.63	8.59	32.59	26.53	21.82	26.98
SraL	SraL	62.86	56.54	37.21	52.21	59.43	174.55	70.99	101.66	242.69	241.1	429.54	304.44	1547.5	922.53	527.11	999.05	1039.59	866.83	1393.49	1099.97	692.07	541.96	356.99	530.34
SL1344_4203		7.69	2.73	4.55	4.99	12.46	27.44	0	13.3	21.8	12.63	0	11.48	9.01	11.54	30.93	17.16	13.91	20.05	10.92	14.96	18.97	21.42	16.38	18.92
SL1344_4204	yjcD	27.73	30.24	30.9	29.62	55.51	31.7	36.84	41.35	7.2	33.36	4.25	14.93	0	14.29	24.07	12.79	25.25	14.27	19.37	19.63	26.72	26.62	33.69	29.01
SL1344_4205	yjcE	31.64	30.33	26.64	29.54	116.26	48.25	181.14	115.22	20.64	29.05	19.14	22.94	18.28	19.91	39.45	25.88	16.93	13.73	11.45	14.04	8.9	10.66	11.92	10.49
SL1344_4206		17.36	17.16	11.26	15.26	9.38	6.89	0	5.42	43.78	6.34	6.46	18.86	0	19.56	6.66	8.74	11.64	11.32	4.11	9.02	13.02	12.18	11.69	12.3
SL1344_4207		5.37	0	2.12	2.49	0	0	0	0	0	0	0	0	0	4.7	0	1.57	2.52	2.04	0	1.52	3.43	3.95	1.38	2.92
SL1344_4208		0	5.3	0	1.77	0	0	0	0	0	8.16	0	2.72	0	2.8	0	0.93	1.5	0	1.76	1.09	2.86	2.35	5.2	3.47
SL1344_4209	actP	10.67	11.08	14.22	11.99	15.14	14.82	24.11	18.02	50.04	39.23	8.68	32.65	32.85	28.06	42.96	34.62	15.02	21.82	15.11	17.32	5.12	7.2	7.55	6.63
SL1344_4210	yjcH	9.34	13.57	6.91	9.94	0	0	94.96	31.65	15.46	17.92	9.12	14.16	57.5	67.53	37.6	54.21	29.59	23.99	21.29	24.96	8.07	11.18	6.61	8.62
SL1344_4211	acs	38.58	36.7	27.5	34.26	118.98	93.6	15.23	75.94	126.43	158.02	48.26	110.9	119.87	154.57	93.47	122.64	74.86	97.46	40.04	70.79	11.65	8.41	7.71	9.26
SL1344_4212		5.02	29.19	5.95	13.39	0	0	0	0	0	115.59	19.61	45.07	0	26.41	0	8.8	0	0	16.65	5.55	1.93	11.1	9.04	7.36
SL1344_4213	nrfA	1.02	2.54	0.6	1.39	0	0	20.76	6.92	0	5.88	0	1.96	0	0	0	0	3.59	0.58	2.96	2.38	4.51	2.82	3.94	3.76
SL1344_4214	nrfB	9.07	3.23	1.53	4.61	0	10.79	0	3.6	0	9.94	0	3.31	0	0	5.22	1.74	3.65	2.96	1.07	2.56	2.99	3.82	5.33	4.04
SL1344_4215	nrfC	3.28	1.81	0.65	1.91	0	0	0	0	0	4.19	0	1.4	0	5.75	4.4	3.38	4.61	1.25	2.72	2.86	2.52	3.22	2.81	2.85
SL1344_4216	nrfD	1.53	0.64	0.91	1.03	0	0	0	0	0	0	0	0	0	0	0	0	0	0.88	0	0.29	2.36	0.85	5.52	2.91
SL1344_4217	nrfE	1.65	0.82	0.98	1.15	0	0	4.47	1.49	0	0	0	0	2.71	12.15	5.31	6.72	7.9	3.39	3.56	4.95	9.13	7.66	4.84	7.21
SL1344_4218	nrfG	2.37	0	0	0.79	0	0	0	0	0	0	0	0	0	3.11	0	1.04	3.33	0	0	1.11	4.54	3.05	2.74	3.44
SL1344_4219	gltP	143.88	147.81	105.06	132.25	31.76	51.3	22.76	35.27	74.1	75.15	19.67	56.31	9.19	32.37	49.57	30.38	23.64	33.22	22.27	26.38	23.22	22.67	28.22	24.7
SL1344_4220	yjcO	12	9.97	7.82	9.93	40.85	49.99	16.27	35.7	47.66	41.43	0	29.7	0	6.31	0	2.1	15.2	12.33	14.92	14.15	16.6	19.44	25.31	20.45
SL1344_4221	SC4B5.11c	8.54	8.79	4.65	7.33	19.38	8.54	4.63	10.85	13.56	17.03	4	11.53	2.8	21.55	13.75	12.7	7.21	13.64	15.29	12.05	20.73	17.36	19.15	19.08
SL1344_4223	lpxO	4.04	5.36	0.48	3.29	91.63	87.47	10.95	63.35	85.53	52.66	15.77	51.32	13.26	42.46	65.02	40.24	38.65	27.65	18.74	28.35	8.69	10.11	12.67	10.49
SL1344_4224	phnO	3.38	2.81	5	3.73	230.05	168.92	114.5	171.16	178.94	246.28	79.18	168.13	83.2	239.85	163.23	162.09	97.51	75.21	39.21	70.64	19.47	16.18	20.86	18.83
SL1344_4225	phnB	4.97	5.5	4.9	5.12	0	13.79	0	4.6	54.78	31.75	6.46	31	13.58	8.7	33.32	18.53	23.3	20.78	17.83	20.64	15.89	18.29	16.6	16.93
SL1344_4226	phnA	78.81	83.61	38.88	67.1	0	54.71	0	18.24	130.4	75.57	8.55	71.51	0	23.02	35.25	19.42	55.46	72.45	56.24	61.38	150.5	157.98	117.1	141.86
SL1344_4227	proP	162.11	187.69	159.27	169.69	27.7	77.28	13.23	39.4	67.86	82.4	24.78	58.35	44.07	51.34	55.03	50.15	47.42	47.36	44.51	46.43	78.76	90.6	84.25	84.54
SL1344_4228	basS	9.6	18.78	10.96	13.11	38.88	91.35	9.29	46.51	49.9	39.43	26.76	38.7	44.99	45.04	38.62	42.89	16.4	26.59	15.9	19.63	6.84	7.57	7.76	7.39
SL1344_4229	basR	18.66	19.14	13	16.94	174.38	155.47	104.15	144.67	130.79	197.91	17.15	115.28	189.19	135.63	154.66	159.83	64.9	72.67	34.57	57.38	26.99	19	24.56	23.52
SL1344_4230	yjdB	17.86	19.27	13.21	16.78	50.64	59.49	60.49	56.87	73.86	104.43	29.63	69.31	29.3	32.85	30.54	30.9	22.62	16.81	7.77	15.73	6.51	5.09	5.74	5.78
SL1344_4231	adiC	5.49	1.37	2.92	3.26	12.45	4.57	0	5.67	3.63	4.21	0	2.61	0	1.44	2.21	1.22	3.09	3.76	1.36	2.74	4.85	4.65	6.21	5.23
SL1344_4232	adiY	0	0	0	0	21.87	0	0	7.29	6.38	14.78	0	7.05	0	0	0	0	4.07	3.3	0.8	2.72	7.03	4.61	6.44	6.03
SL1344_4233	adi	1.62	1.88	0.38	1.29	7.33	5.38	0	4.24	2.14	8.67	1.26	4.02	2.65	0.85	0	1.17	0.91	1.47	1.07	1.15	2.11	1.9	2.49	2.17
SL1344_4234	melR	0.79	0.65	0.47	0.64	8.93	19.66	0	9.53	10.42	24.14	9.22	14.59	6.46	16.55	19	14	6.65	8.08	8.48	7.73	6.65	5.21	6.48	6.11
SL1344_4235	melA	16.78	10.34	8.97	12.03	18.42	0	0	6.14	7.16	2.08	2.11	3.78	0	0	0	0	1.52	0.62	0.45	0.86	2.49	2.39	3.9	2.93
SL1344_4236	melB	4.62	3.41	4.55	4.19	0	0	0	0	3.39	1.97	0	1.79	0	4.04	2.06	2.04	0	1.76	1.7	1.15	1.97	2.45	4.48	2.97
SL1344_4237	fumB	4.46	5.18	3.69	4.44	0	0	6.04	2.01	5.9	6.84	0	4.24	0	0	5.38	1.79	3.14	4.07	3.69	3.63	5.82	5.25	7.68	6.25
SL1344_4238	dcuB	4.38	5.45	4.54	4.79	0	4.56	0	1.52	7.24	6.3	4.27	5.94	0	2.88	4.41	2.43	3.85	2.5	3.17	3.17	4.2	4.43	5.63	4.76
SL1344_4239		27.57	22.89	4.9	18.45	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.12	2.03	6.38	3.51
SL1344_4240	dcuR	8.16	18.63	3.02	9.94	0	33.99	0	11.33	0	46.95	0	15.65	0	5.36	8.21	4.52	7.18	4.66	1.69	4.51	12.93	15.02	8.66	12.2
SL1344_4241	dcuS	8.09	7.47	5.86	7.14	25.51	0	0	8.5	2.98	5.17	3.51	3.89	0	9.46	3.62	4.36	6.96	2.57	5.59	5.04	15.54	13.24	16.77	15.18
SL1344_4242		1.21	0.75	0.18	0.71	3.43	0	0	1.14	0	4.63	0	1.54	2.48	3.17	0	1.88	0.42	1.03	2.5	1.32	3.59	2.56	2.72	2.96
SL1344_4243		1.17	0.97	0.69	0.95	0	0	0	0	0	4.49	0	1.5	19.23	0	18.86	12.7	4.95	1.34	0	2.09	6.75	3.88	4.52	5.05
SL1344_4244		2.85	0.79	1.68	1.77	0	0	0	0	12.56	3.64	0	5.4	0	2.49	3.82	2.1	1.34	3.25	1.57	2.05	2.55	3.84	3.66	3.35
SL1344_4245		0	4.66	2.66	2.44	0	9.36	0	3.12	0	8.61	13.16	7.26	0	5.9	0	1.97	3.16	3.85	1.86	2.96	2.59	2.89	3.47	2.98
SL1344_4246		0	0	0	0	0	0	0	0	3.47	0	0	1.16	0	0	0	0	0	0.6	1.74	0.78	1.21	0.96	1.75	1.31
SL1344_4247		52.68	53.82	41.74	49.41	55.16	47.25	10.98	37.8	21.45	21.76	18.99	20.73	0	0	9.79	3.26	2.28	3.7	4.03	3.34	5.6	4.77	5.63	5.33
STnc440	STnc440	174.18	121.78	81.4	125.79	7800.24	7407.35	2608.92	5938.83	9161.67	6645.22	3830.04	6545.64	11810.45	18120.2	19555.81	16495.49	11844.68	13642.12	10157.09	11881.3	3731.94	4613.91	4389.64	4245.16
SL1344_4248		51.8	24.9	24.21	33.64	0	0	110.84	36.95	36.09	10.46	0	15.51	0	0	0	0	3.84	0	2.26	2.03	1.05	5.02	6.31	4.13
SL1344_4249		102.34	87.79	64.62	84.92	0	28.41	0	9.47	0	0	39.96	13.32	0	35.86	0	11.95	14.4	11.68	2.83	9.64	6.55	7.54	7.89	7.33
SL1344_4250	rtsB	163.55	163.36	80.18	135.69	86.97	127.72	0	71.56	33.82	19.6	19.96	24.46	0	0	30.86	10.29	3.6	2.92	0	2.17	2.94	8.47	4.6	5.34
SL1344_4251	rtsA	197.81	221.29	81.37	166.82	104.6	83.78	56.79	81.72	55.47	57.86	22.91	45.41	0	2.2	16.87	6.36	1.18	0.96	3.47	1.87	0.97	1.54	2.8	1.77
SL1344_4252		0	0	0	0	0	0	0	0	21.96	0	0	7.32	0	0	0	0	0	0	0	0	0	0	0	0
SL1344_4253		25.03	41.56	44.45	37.02	113.59	41.7	135.68	96.99	99.4	105.6	29.32	78.11	0	26.32	80.6	35.64	52.84	25.71	45.63	41.4	56.72	58.98	61.79	59.16
SL1344_4254		8.96	13.64	20.34	14.31	67.78	24.88	101.21	64.63	9.89	22.91	11.66	14.82	12.26	31.41	42.08	28.58	16.82	17.05	8.66	14.18	32.12	24.75	48.01	34.96
SL1344_4255	phoN	9.75	11.34	8.08	9.72	1205.99	1047.98	991.23	1081.73	1529.74	1200.67	487.42	1072.61	768.26	1176.6	969.55	971.47	528.46	503.05	235.99	422.5	67.79	75.04	57.68	66.84
SL1344_4256		0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4.2	2.02	4.22	3.48
SL1344_4257		0	3.23	0	1.08	0	0	0	0	0	0	0	0	0	0	15.66	5.22	0	0	1.61	0.54	4.48	3.58	5	4.36
SL1344_4258		19.88	36.68	15.69	24.08	25.06	0	0	8.35	14.62	16.94	0	10.52	0	11.61	8.89	6.83	21.76	17.65	14.64	18.02	19.51	9.76	15.34	14.87
SL1344_4259	yjdC	26.79	50.83	24.16	33.93	86.82	31.87	0	39.56	126.62	92.94	14.94	78.17	41.86	70.4	71.87	61.38	26.93	24.74	22.2	24.62	17.63	15.5	13.12	15.42
SL1344_4260	dipZ	11.2	12.51	14.02	12.58	29.31	7.17	17.51	18	8.55	11.56	10.09	10.07	10.6	3.4	10.4	8.13	4.85	4.91	5	4.92	3.14	4.12	3.1	3.46
SL1344_4261	cutA	25.36	36.85	15.01	25.74	47.96	0	0	15.99	0	0	0	0	0	5.56	0	1.85	5.95	12.06	7.01	8.34	4.06	7.78	11.41	7.75
SL1344_4262	dcuA	12.39	15.94	13.57	13.97	21.08	0	25.18	15.42	20.5	14.25	2.42	12.39	15.25	9.77	24.93	16.65	13.08	10.6	7.19	10.29	10.94	11.63	9.72	10.76
SL1344_4263	aspA	96.53	117.45	80.12	98.03	127.47	89.34	138.42	118.41	185.91	144.95	53.84	128.23	79.63	154.38	158.28	130.76	83.38	92.09	98.19	91.22	74.93	76.53	69.35	73.6
SL1344_4264	fxsA	49.84	48.48	24.45	40.92	16.16	23.72	0	13.29	37.7	65.54	11.12	38.12	0	0	85.98	28.66	18.04	19.5	11.8	16.45	12.03	17.3	22.71	17.35
SL1344_4265	yjeH	5.91	10.3	5.25	7.15	147.5	64	80.09	97.19	89.96	86.13	41.53	72.54	19.4	71.45	161.74	84.2	34.1	39.12	36.24	36.49	8.85	10.88	15.96	11.9
SL1344_4266	groES	710.88	687.86	546.77	648.51	1760.6	1292.72	814.09	1289.14	2451.78	2697.59	430.03	1859.8	1150.21	1138.19	1128.34	1138.91	792.66	751.25	232.32	592.07	191.3	202.74	176.37	190.14
SL1344_4267	groEL	242.39	222.32	282.49	249.07	308.34	486.21	163.03	319.19	636.96	548.55	132.22	439.24	416.8	322.06	231.34	323.4	284.71	282.71	78.65	215.35	64.85	66.11	67.95	66.3
SL1344_4268	yjeI	286.64	274.08	191.92	250.88	538.24	609.27	562.57	570.03	588.74	545.88	239.27	457.97	81.11	181.86	548.99	270.65	172.5	110.54	155.62	146.22	97.18	98.25	114.89	103.44
SL1344_4269	yjeJ	5.99	5.68	3.55	5.07	29.13	7.13	0	12.08	5.66	13.13	10.02	9.61	28.09	2.25	10.33	13.56	8.43	17.58	19.15	15.05	34.18	34.03	37.63	35.28
SL1344_4270	yjeK	30.68	33.76	17.32	27.25	24.28	5.94	19.34	16.52	23.61	21.89	5.57	17.02	0	15	5.74	6.91	9.04	25.24	15.37	16.55	21.1	22.33	21.1	21.51
SL1344_4271	efp	190.48	193.64	145.74	176.62	205.8	151.11	105.36	154.09	325.88	208.72	45.53	193.38	95.69	146.45	146.03	129.39	162.31	122.73	84.83	123.29	133.36	137.87	120.96	130.73
SL1344_4272	ecnA	12.5	3.46	12.33	9.43	0	0	0	0	0	15.98	0	5.33	34.19	10.95	0	15.05	5.86	4.76	3.45	4.69	3.2	13.81	16.07	11.03
SL1344_4273	ecnB	5596	6480.96	2034	4703.66	1766.63	2217.71	884.96	1623.1	1662.28	1984.37	509.95	1385.53	577.07	1043.06	2507.03	1375.72	777.7	808.28	720.15	768.71	609.61	528.94	372.03	503.53
SL1344_4274	ecnR	10	8.3	8.14	8.81	14.17	0	0	4.72	16.54	14.38	4.88	11.93	0	6.57	5.03	3.87	3.52	2.85	1.04	2.47	2.88	4.14	6.1	4.37
SL1344_4275	sugE	69.41	72.99	28.76	57.05	0	38.54	62.7	33.75	45.94	62.11	63.23	57.09	37.97	36.49	55.87	43.44	45.59	36.96	15.34	32.63	32.87	44.29	49.38	42.18
SL1344_4276	blc	15.14	4.57	13.03	10.91	31.22	45.85	0	25.69	27.32	42.22	16.12	28.55	56.45	32.55	33.23	40.74	21.3	25.12	21.66	22.7	9.51	9.63	8.85	9.33
SL1344_4277	frdD	8.17	25.44	12.09	15.24	69.53	17.02	0	28.85	27.04	62.68	39.88	43.2	16.76	32.22	32.89	27.29	34.5	16.32	20.31	23.71	14.91	10.53	14.18	13.21
SL1344_4278	frdC	5.57	15.42	6.59	9.19	63.19	46.4	50.32	53.3	61.44	64.09	14.5	46.68	0	39.04	37.36	25.47	23.52	16.95	7.69	16.05	12.83	17.09	22.44	17.46
SL1344_4279	frdB	22.98	14.93	20.7	19.54	11.34	16.65	40.62	22.87	92.58	49.82	15.61	52.67	90.19	47.27	80.43	72.63	26.72	35.35	20.7	27.59	29.93	29.43	28.52	29.29
SL1344_4280	frdA	11.47	11.57	10.19	11.07	9.3	27.3	16.66	17.75	18.98	39.28	16	24.75	40.34	25.85	26.38	30.86	22.49	19.17	17.32	19.66	23.45	22.63	23.5	23.19
SL1344_4281	yjeA	18.02	20.57	11.11	16.56	25.55	37.52	0	21.02	39.75	28.79	11.72	26.75	18.48	9.87	33.23	20.53	10.57	13.71	19.91	14.73	19.6	20.73	31.27	23.87
SL1344_4282	yjeM	2.93	3.65	0	2.19	0	0	0	0	0	0	1.91	0.64	0	0	0	0	3.44	0.56	3.24	2.41	7.31	6.29	10.92	8.18
SL1344_4283	yjeO	49.05	77.57	37.33	54.65	53	19.46	0	24.15	30.92	80.62	9.12	40.22	19.17	30.7	94.01	47.96	39.45	63.97	60	54.47	57.41	50.74	64.87	57.67
SL1344_4284	yjeP	17.1	17.7	7.1	13.97	7.56	14.8	12.04	11.47	20.58	9.37	7.81	12.58	7.29	9.92	25.92	14.38	8.44	11.15	5.89	8.49	7.17	6.21	5.77	6.38
SL1344_4285	psd	17.43	23.9	21.98	21.1	77.36	12.62	92.41	60.8	50.14	26.15	8.87	28.39	18.65	21.91	21.35	20.63	21.33	21.62	17.58	20.17	20.08	23.15	31.56	24.93
SL1344_4286	yjeQ	25.9	44.71	27.84	32.82	92.79	39.74	27.71	53.41	63.15	62.74	13.31	46.4	33.56	34.04	76.81	48.14	45.09	39.67	37.28	40.68	38.48	43.41	34.88	38.92
SL1344_4287	orn	61.9	37.99	31.07	43.65	76.33	78.47	127.65	94.15	35.62	82.58	31.53	49.91	44.17	17.69	32.5	31.45	30.3	55.28	41.26	42.28	31.01	35.18	35.99	34.06
SL1344_4288		21.8	14.81	13.49	16.7	33.73	16.51	13.43	21.22	32.8	19.01	3.87	18.56	40.66	7.81	3.99	17.49	9.76	9.05	9.86	9.56	12.94	9.12	13.51	11.86
SL1344_4288A	yjeV	13.84	0	0	4.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.09	0	1.7
SL1344_4289	yjeS	19.32	24.06	10.29	17.89	14.61	5.36	8.73	9.57	12.78	29.63	7.54	16.65	5.28	8.46	12.96	8.9	14.5	13.96	11.21	13.22	33.88	31.06	36.1	33.68
SL1344_4290	yjeF	14.22	14.17	10.66	13.02	10.76	15.8	51.4	25.98	31.38	40	3.7	25.03	27.23	18.69	32.44	26.12	25.36	24.35	19.64	23.11	32.23	29.67	42.18	34.69
SL1344_4291	yjeE	7.95	15.85	11.3	11.7	54.14	0	0	18.05	21.06	36.61	18.64	25.43	26.11	8.36	25.61	20.03	22.39	25.42	23.73	23.85	28.1	31.63	36.41	32.05
SL1344_4292	amiB	27.25	24	22.71	24.65	6.31	50.95	7.54	21.6	33.12	57.58	21.71	37.47	45.63	23.38	38.04	35.68	25.04	33	22.58	26.87	35.02	26.41	32.74	31.39
SL1344_4293	mutL	45.44	42.32	34.85	40.87	13.45	9.87	5.35	9.56	68	37.89	24.69	43.52	25.94	18.7	50.89	31.84	55.62	39.68	45.84	47.05	66.01	69.25	72.55	69.27
SL1344_4294	miaA	254.76	283.94	198.34	245.68	210.2	282.95	115.08	202.74	240.14	284.24	114.54	212.97	88.69	152.19	295.18	178.68	199.92	192.94	207.92	200.26	304.19	300.14	357.15	320.49
SL1344_4295	hfq	278.6	239.21	170.56	229.46	135.07	198.35	161.34	164.92	378.22	456.62	74.38	303.07	0	194.02	182.09	125.37	248	290.76	254.55	264.43	441.69	444.48	409.04	431.73
SL1344_4296	hflX	179.91	190.28	129.57	166.59	253.51	219.55	54.35	175.8	280.61	452.68	96.2	276.5	136.35	245.48	249.06	210.29	226.6	208.58	183.28	206.15	377.6	346.17	314.13	345.97
SL1344_4297	hflK	120.58	117.52	165.87	134.66	304	354.22	315.77	324.66	343.12	471.4	200.15	338.23	301.14	453.21	351.69	368.68	240.22	257.26	140.96	212.81	171.14	174.36	187.55	177.68
SL1344_4298	hflC	149.75	169.81	135.35	151.64	389.49	468.53	237.58	365.2	609.15	725.61	222.47	519.08	389.62	545.28	426.31	453.73	380.4	366.79	181.6	309.59	267.07	264.64	227.67	253.13
SL1344_4299	purA	353.14	390.76	237.48	327.13	378.19	400.06	214.39	330.88	441.26	398.73	108.1	316.03	148.37	215.34	259.25	207.65	264.02	214.72	199.46	226.07	400.35	378.4	365.57	381.44
SL1344_4300	nsrR	77.65	85.96	45.97	69.86	78.31	143.74	46.77	89.61	34.26	26.47	6.74	22.49	28.32	36.29	62.51	42.37	48.57	59.08	40.04	49.23	109.35	90.85	119.37	106.52
SL1344_4301	rnr	65.28	74.43	54.14	64.61	98.97	102.74	69.3	90.34	91.58	76.15	27.01	64.91	34.56	40.32	69.01	47.97	61.81	55.96	51.35	56.37	82.6	81.51	87.41	83.84
SL1344_4302	yjfH	41.14	51.64	57.02	49.93	45.53	50.14	27.19	40.95	6.64	26.94	3.92	12.5	24.7	29.01	56.53	36.75	25.42	37.78	29.1	30.77	49.32	55.41	51.6	52.11
SL1344_4303	yjfI	3.63	0	0	1.21	0	0	0	0	0	6.96	0	2.32	0	0	0	0	0	0	1.5	0.5	1.39	2.67	4.67	2.91
SL1344_4304	yjfJ	4.02	0	1.58	1.87	0	0	0	0	0	0	0	0	0	0	0	0	3.77	0	0	1.26	2.06	3.45	2.75	2.75
SL1344_4305		1.37	0.57	0.41	0.78	0	0	0	0	9.07	0	0	3.02	0	0	8.28	2.76	2.89	2.35	3.98	3.07	3.69	3.28	3.17	3.38
