Locus Tag	Name	Anaerobic growth	Anaerobic shock
SL1344_1391	rnfA	11.1	13.2
SL1344_1392	ydgK	42.9	37.5
SL1344_1393	ydgT	41.5	53.8
SL1344_1393A	blr	113.7	122.3
SL1344_1394	ydgJ	34.5	33.7
SL1344_1395	add	19	19.2
STnc3500		45.7	43.4
SL1344_1396	ydgA	33.5	17.8
SL1344_1397	manA	32.8	30.7
SL1344_1398	fumA	36.9	81.1
SL1344_1400	fumC	33.7	50.9
SL1344_1401	tus	6.2	6.6
SL1344_1402	rstB	3.2	3.7
SL1344_1403		0.9	1.2
SL1344_1404	ompN	1.6	3.9
STnc3510		74.3	84.4
SL1344_1405	rstA	141.8	101.2
SL1344_1406	ydgC	18.4	8.5
SL1344_1407	ydgI	3.6	4
SL1344_1408	ydgH	81.3	96.4
SL1344_1409	pntA	69	62.6
SL1344_1410	pntB	71.3	59.1
SL1344_1411	tqsA	11.4	11.9
SL1344_1412	ydgF	36.2	55
SL1344_1413	ydgE	17.9	22.5
SL1344_1414		24.9	18.9
SL1344_1414A	ydgU	0	1.7
SL1344_1415	asr	5.5	9
STnc3480		22.7	34.5
SL1344_1416	ynfM	27.2	4.9
SL1344_1417	ynfL	6.6	5.1
SL1344_1418	mlc	42.8	67.2
SL1344_1419	bioDb	183.1	266.8
SL1344_1420	clcB	6.8	7.2
SL1344_1421		7.2	4.5
SL1344_1422		4.7	2.2
SL1344_1423		1.7	0.9
SL1344_1424		1.7	1.4
SL1344_1425	ynfI	50.8	27.8
SL1344_1426		34.9	19.8
SL1344_1427		15.7	3.2
SL1344_1428	dmsA2	22.1	7.2
SL1344_1429	dmsA1	25.9	15.1
SL1344_1430	ynfD	34.4	43.9
SL1344_1431	ynfC	31.8	36.9
SL1344_1432	speG	140.8	97.9
SL1344_1433	ynfB	102.2	76.8
SL1344_1434	ynfA	6	5.2
SL1344_1435	rspA	0.8	0.8
SL1344_1436	rspB	0.6	1.7
SL1344_1437	ydfJ	3.2	14.9
SL1344_1438	ydfI	8.8	6.2
SL1344_1439	ydfZ	348.4	143.4
SL1344_1440	ydfH	38.4	31
SL1344_1441	ydfG	127.2	124.2
SL1344_1442	dcp	17.4	19.2
SL1344_1443		26.6	18.7
SL1344_1444	ydeJ	10.7	4.6
SL1344_1445	ydeI	25.1	9.4
MgrR	MgrR	6877.4	5035.7
SL1344_1446	ydeE	8.5	9.4
SL1344_1447	ydeD	7.9	7.3
SL1344_1448	marB	6.1	13.2
STnc2170		78.1	132.4
SL1344_1449	marA	5.7	18.7
SL1344_1450	marR	10	25.6
SL1344_1451	marC	33.7	39
SL1344_1452	sotB	11.4	2.3
SL1344_1453	yneJ	4.2	4.7
SL1344_1454	yneI	5.6	4
SL1344_1455	yneH	7.7	7.5
SL1344_1456	yneG	15	17.4
SL1344_1457		17.5	14.5
SL1344_1458		6	4.7
SL1344_1459		5.7	6.5
STnc3530		10.7	24.9
SL1344_1460	hypA	6.1	1.3
SL1344_1461		6.2	4.7
SL1344_1462	hyaF2	9.9	8.2
SL1344_1463	hyaE2	9.6	2.8
SL1344_1464		11.8	1.9
SL1344_1465	hyaD2	15.1	7.5
SL1344_1466	hyaC2	15.9	6.1
SL1344_1467	hyaB2	9	5.1
SL1344_1468	hyaA2	5.6	3.4
SL1344_1469		10.7	10.7
SL1344_1470		74.1	79.6
SL1344_1471		2.6	6.3
SL1344_1472		1.1	2
SL1344_1473	pqaA	3	1.6
SL1344_1474		3.3	2.6
SL1344_1475		0.5	0.7
SL1344_1476		21.5	33.3
SL1344_1477		25.7	9.1
SL1344_1478		12.8	7.7
SL1344_1479		24.4	39.6
SL1344_1480		48.5	88.8
SL1344_1481		10.7	12.4
SL1344_1482		11.6	13.5
SL1344_1483		0.2	0.2
IsrF	IsrF	27.6	35.4
SL1344_1484		37.3	38.3
SL1344_1485		5.1	5.5
SL1344_1486		2.5	3.4
SL1344_1487		3.3	7
SL1344_1488		10.3	6.5
SL1344_1489		6.9	2.4
SL1344_1490		5.3	2.3
SL1344_1491		10.4	2.2
SL1344_1492	hdeB	3484.2	122.8
SL1344_1493	osmC	83.6	25.4
SL1344_1494	yddX	65.1	18.5
SL1344_1495	rpsV	783.8	358.8
SL1344_1496	sfcA	39.3	23.6
SL1344_1497	adhP	21.6	15.8
SL1344_1498	fdnI	22.9	24.7
STnc3540		175.9	127.4
SL1344_1499	fdnH	27	27.9
SL1344_1500	fdnG	30.5	35.9
SL1344_1502	yddG	6.2	4.5
SL1344_1503	ompD	1311	1950.4
SL1344_1504		25	14.9
SL1344_1505	smvA	6.2	12.1
SL1344_1506		58.1	113.9
SL1344_1507	narU	1.1	1.1
SL1344_1508	narZ	1.1	1.5
SL1344_1509	narY	1	1.3
SL1344_1510	narW	1.5	0.4
SL1344_1511	narV	4.1	5.9
SL1344_1512	yddE	10.3	7.3
SL1344_1513	nhoA	14.1	7.6
SL1344_1514	steA	322.6	210.1
SL1344_1515	ansP	5	4.8
SL1344_1516		7.7	14.1
SL1344_1517		9	9.3
SL1344_1518	yncD	8	3.3
SL1344_1519	yncC	14.6	3.6
SL1344_1520	yncB	47.6	23.4
SL1344_1521	yncA	22.4	25.2
SL1344_1522	ydcZ	31.2	46
SL1344_1523	ydcY	44.9	50.6
SL1344_1524	srfA	29.3	18.5
SL1344_1525	srfB	17.7	8.1
SL1344_1526	srfC	20.8	10.7
SL1344_1527	ydcX	32.8	26.5
STnc1110		418.5	181
SL1344_1528	ydcW	11	11.2
SL1344_1529	ydcR	10.7	5.3
SL1344_1530	pdgL	9.4	9.3
SL1344_1530A		19.3	6.8
SL1344_1531	ugtL	30	5.7
SL1344_1532	sifB	1.5	1.5
SL1344_1533	yncJ	9.1	8.6
SL1344_1534	ydcP	14.8	12.8
SL1344_1535	ydcN	32.3	33.2
SL1344_1536		29.5	21.1
SL1344_1537		68.1	125.7
SL1344_1538	tehB	42.3	34.4
SL1344_1539	tehA	19.6	20.4
SL1344_1540	ydcK	7.2	7.4
SL1344_1541	rimL	12.4	18.5
SL1344_1542		1.6	2.3
SL1344_1543		1.4	0.5
SL1344_1544		2.1	2.6
SL1344_1545		1.5	1.1
RyjB	RyjB	1089.3	767.3
SL1344_1546		2.4	3.6
SL1344_1547		3.3	1.1
SL1344_1548		8.3	12.3
SL1344_1549	aac	16.5	15.6
SL1344_1550		1.2	0.5
SL1344_1551		0.9	1.5
SL1344_1552	ydcG	21.2	20.1
SL1344_1553		14.5	11.4
SL1344_1554		15.2	22.4
SL1344_1555	ydcI	4.3	4.3
SL1344_1556	trg	44.7	165.4
SL1344_1557	adhC	12.4	13.6
SL1344_1558		16.2	12.4
SL1344_1559	steB	29.4	1.8
SL1344_1560		2.2	1.2
SL1344_1561	sseJ	0.6	1
SL1344_1562		3	2.1
SL1344_1563		3.4	1.1
SL1344_1564		2.6	2.4
SL1344_1565		0	0.4
SL1344_1566		1.4	1.3
SL1344_1567		3.7	3.4
SL1344_1568		11.7	12.5
RydC	RydC	3901.9	11448.2
SL1344_1569	cybB	29.4	27.7
SL1344_1570	ydcF	24.8	19.6
SL1344_1571	hrpA	24.5	20
SL1344_1572	acpD	8.5	8.9
SL1344_1573		23.7	18.4
SL1344_1574	ydbL	13.8	8.4
SL1344_1575	ynbE	11.6	14.1
SL1344_1576	ydbH	15.3	9.7
SL1344_1577	ldhA	28.8	42.7
SL1344_1578	hslJ	18.9	11.8
SL1344_1579		53.9	59.5
SL1344_1580		18.8	13.8
SL1344_1581	nifJ	9.6	6.8
MicC	MicC	144.6	53.7
SL1344_1582	ynaF	644.9	1095.5
SL1344_1583		123.6	148.2
SL1344_1584		20	20.3
SL1344_1585	ydaO	11.5	11.1
SL1344_1586	dbpA	11.9	5
FnrS	FnrS	17017.1	15916
SL1344_1587	zntB	23.9	17.3
SL1344_1588		7.6	10.8
SL1344_1589	ydaL	20.5	33.7
SL1344_1590	ogt	107.7	41.8
SL1344_1591	fnr	127.9	95.5
SL1344_1592	ydaA	223.7	243.6
SL1344_1593	ynaJ	197.9	218.8
SL1344_1594	ynaI	21.8	20.7
SL1344_1595		33.3	76.2
SL1344_1596		24.3	131.1
SL1344_1597		0.9	0.5
SL1344_1598		0.8	1.5
SL1344_1599		1.1	0.5
SL1344_1600		1.9	1.2
SL1344_1601		1.1	0.3
SL1344_1602		45.7	20.4
SL1344_1603		18.5	24.1
SL1344_1604		4.4	9.2
SL1344_1605		5	6.6
SL1344_1606		26.1	26.7
SL1344_1607		6.1	5.4
SL1344_1608		0.7	0.5
SL1344_1609	mppA	43	61.2
SL1344_1610	ycjI	18.6	17.4
SL1344_1611	ycjG	15.9	9.6
SL1344_1612	tpx	135	161.3
SL1344_1613	tyrR	41.8	42.4
SL1344_1614	ycjF	12.7	17.5
SL1344_1615	ycjX	11.6	16.5
SL1344_1616	pspE	221.5	402.3
SL1344_1617	pspD	15.6	10.4
SL1344_1618	pspC	10.2	3.2
SL1344_1619	pspB	8.8	4.4
SL1344_1620	pspA	19.6	15.6
SL1344_1621	pspF	5.9	6.8
SL1344_1622	sapA	24	19.8
SL1344_1623	sapB	19.5	11.1
SL1344_1624	sapC	22	15.1
SL1344_1625	sapD	19.7	15.1
SL1344_1626	sapF	14.5	8.3
SL1344_1627		12.8	16.7
SL1344_1628	steC	4.9	3
SL1344_1629		2.9	3.2
SL1344_1630	ycjE	21	20
SL1344_1631	fabI	145	100.4
SL1344_1632	yciW	16.5	23.2
SL1344_1633	rnb	32.5	24.8
SL1344_1634	yciR	13.4	16.1
SL1344_1635		59.2	59
SL1344_1636	yciT	36.5	33.4
SL1344_1637	osmB	117	46.9
SL1344_1638	yciH	9.2	13.1
SL1344_1639	pyrF	11	7.9
SL1344_1640	yciM	63.2	54.1
SL1344_1641	yciS	102.9	74.4
SL1344_1642	pgpB	30.4	18.1
SL1344_1643	ribA	47.4	52.6
SL1344_1644	acnA	14.5	6.8
SL1344_1644A	ymiA	81.5	117.3
SL1344_1645	cysB	46.8	33.4
SL1344_1646	topA	29.4	32.6
SL1344_1647	yciN	308.1	421.4
SL1344_1648	sohB	38	34.2
SL1344_1649	yciK	9.7	26.4
SL1344_1650	btuR	26.9	51.4
SL1344_1651	yciL	25.3	16.8
SL1344_1652	yciO	40.8	39.5
SL1344_1653	trpH	40.8	37.9
SL1344_1654	trpE	0.7	0.9
SL1344_1655	trpD	1.9	2.1
SL1344_1656	trpC	5.9	4.5
SL1344_1657	trpB	6.9	6.8
SL1344_1658	trpA	8	7.8
SL1344_1659	yciG	46	10.1
SL1344_1660	yciF	3.9	0.3
SL1344_1661	yciE	2.3	0.8
SL1344_1662	katN	11.4	7.3
STnc2030		12.4	2.7
SL1344_1663	ompW	115.1	998.8
SL1344_1664		26.6	49.7
SL1344_1665	yciC	54.9	42.6
SL1344_1666	ispZ	56.7	44.7
SL1344_1667	yciA	27.5	28
SL1344_1668	tonB	17.1	8.4
SL1344_1669	yciI	103.5	162.4
STnc1270		703.2	389
SL1344_1670	cls	17.2	17
SL1344_1671	yciU	73.3	67
SL1344_1672		17.3	16.8
SL1344_1673	oppF	50.3	61.9
SL1344_1674	oppD	21.9	31
SL1344_1675	oppC	19.7	34.5
SL1344_1676	oppB	23.8	39.2
SL1344_1677	oppA	50.9	79.3
SL1344_1678		1.7	3.2
STnc3580		147.8	205.2
SL1344_1679	ychE	7.7	5.1
SL1344_1680	adh	161.3	435.8
SL1344_1681	tdk	31.9	48.7
SL1344_1682	hns	2475.1	3060.6
SL1344_1683	galU	93.5	70.3
SL1344_1684	hnr	34.2	21
SL1344_1685	ychK	42.3	34.8
SL1344_1686	ychJ	36.6	40.1
SL1344_1687	purU	28.2	27.9
SL1344_1688		14.6	12.8
STnc3600		18.3	15.8
SL1344_1689	narI	7	110.1
SL1344_1690	narJ	4.8	161
SL1344_1691	narH	5.1	130
SL1344_1692	narG	4.2	142.8
SL1344_1693	narK	4.8	533.6
STnc2040		125.1	4365.5
SL1344_1694	narX	5.8	17.6
SL1344_1695	narL	8.7	16.2
SL1344_1696	ychP	18.7	12
SL1344_1697	ychN	62.7	89.9
SL1344_1698	chaB	42.1	22.9
SL1344_1699	chaA	6.7	7.9
SL1344_1700	kdsA	90.2	60.1
SL1344_1701	ychA	47.9	34
SL1344_1702	sirC	23.9	21.2
SL1344_1703	hemK	14.3	8.7
SL1344_1704	prfA	18.2	15.7
SL1344_1705	hemA	75.5	59.2
SL1344_1706	hemM	33.7	16.9
SL1344_1707	ipk	88.2	64.7
SL1344_1708	prs	78.3	48.2
SL1344_1709	ychM	7.2	5.3
SL1344_1710	ychH	225.6	392.4
SL1344_1711	pth	18.6	21.7
SL1344_1712	ychF	34.4	35.8
SL1344_1713		20.8	19.1
SL1344_1714	hyaA	86.3	1.3
SL1344_1715		61.9	2.1
SL1344_1716	hyaC	64.3	0.6
SL1344_1717	hyaD	49.7	1.2
SL1344_1718	hyaE	46.1	0
SL1344_1719	hyaF	42.4	0.5
SL1344_1720	appC	34	0.8
SL1344_1721	appB	31.1	1
SL1344_1722		162	41.2
SL1344_1723		15.3	15.7
STnc3610		31.4	46.1
SL1344_1724	treA	14.9	10.5
SL1344_1725	ymgE	41.7	20.1
SL1344_1726	ycgR	71.3	48
SL1344_1727	emtA	10.3	9.8
SL1344_1728	ldcA	16.4	15.6
SL1344_1729	cvrA	50.7	52.1
SL1344_1730	alr-a	5.3	5.2
SL1344_1731	dadA	5.5	3.3
SL1344_1732	ycgB	33.2	28.5
SL1344_1733	fadR	74.5	141.1
SL1344_1734	nhaB	39.1	26.6
SL1344_1735	dsbB	140.3	109.9
SL1344_1736		4.6	4.6
SL1344_1737		673.6	871.1
STnc3620		78.8	60.7
SL1344_1738		125.7	91
SL1344_1739	ycgN	34.7	25.9
SL1344_1740	ycgM	48.4	41.1
SL1344_1741	ycgL	83.3	77.1
SL1344_1742	minC	126.9	111.3
SL1344_1743	minD	212	201.5
SL1344_1744	minE	300.2	301.5
SL1344_1745	rnd	5.2	3.4
SL1344_1746	tnpA_1a	0	0
SL1344_1747	fadD	15.4	13.1
SL1344_1748	yeaY	28	19.6
SL1344_1749	yeaZ	22.8	20.9
SL1344_1750	yoaA	9.1	8.8
SL1344_1751	yoaB	308.1	387.6
SL1344_1752	yoaH	109.5	141.1
SL1344_1753	pabB	24.1	24.7
SL1344_1754	yeaB	11.1	9.4
SL1344_1755	sdaA	47.7	46.6
SL1344_1756		5.8	3.7
SL1344_1757	yoaE	6.1	7.8
SL1344_1759		118.5	545.6
SL1344_1760		75.9	336.4
SL1344_1761		102.7	489.5
SL1344_1762		6.6	17.4
SL1344_1763	yebN	23.9	26.7
SL1344_1764	rrmA	6.2	6.2
SL1344_1765	ftsI2	4.2	4.4
SL1344_1766	cspC	2074.1	2906.1
SL1344_1767	yobF	1836.7	2360.9
STnc3630		966.5	641.4
SL1344_1768		256.8	178.4
SL1344_1769	yobG	900.6	599.6
SL1344_1770		379.9	101.1
SL1344_1771	kdgR	104.7	117.3
SL1344_1772		5.2	6
SL1344_1773	htpX	56	34.5
SL1344_1774	prc	57.3	51.1
SL1344_1775	proQ	97.7	105.7
SL1344_1776	yebR	110.7	147.1
SL1344_1777	yebS	22.3	20.9
SL1344_1778		17.4	12.1
SL1344_1779	yebU	6.2	4.4
SL1344_1780		103.5	37.5
SL1344_1781	yebW	58.9	48.3
SL1344_1782	pphA	4.6	2.9
SL1344_1783		66.9	34.6
SL1344_1784	sopE2	86.3	2.6
SL1344_1785		21.9	37.1
SL1344_1786		33.3	20.9
SL1344_1787		17.5	9.9
SL1344_1788		22.9	14.3
STnc1130		56.8	49.6
SL1344_1789		31.5	49.1
SL1344_1790		2.1	1.4
SL1344_1791		2.5	1.5
STnc3640		39.1	40.2
SL1344_1792		5.9	2.8
SL1344_1793	pagO	3.7	1.9
SL1344_1794		3.3	3.6
SL1344_1795		0.6	0.9
SL1344_1796		1.8	4.9
SL1344_1797	pagM	23.7	7.8
SL1344_1798		1.1	0
SL1344_1799	pagK	74.5	24.1
SL1344_1800	mig-3	1.6	1.8
SL1344_1801		3.5	4.3
SL1344_1802		17.2	17.8
SL1344_1803		0.2	0
SL1344_1804		0.6	0.6
SL1344_1805		0.4	0.4
SL1344_1806		4.4	3.3
SraC	SraC	261.9	158.8
SdsR	SdsR	4403.5	2207.4
SL1344_1807		37.5	25
SL1344_1808		58.8	51.3
SL1344_1809	yobA	45.5	32.6
SL1344_1810	holE	15.9	30.9
SL1344_1811		38.4	27.4
SL1344_1812	exoX	44.7	37.8
SL1344_1813	opdB	21.3	17.8
STnc1690		208.5	341.3
SL1344_1814	yebE	25.9	10.8
SL1344_1815	yebF	89.4	53.6
SL1344_1816	yebG	45.2	28.9
SL1344_1817	purT	4.1	5.3
SL1344_1818	eda	61.8	45.8
SL1344_1819	edd	19.4	17.6
SL1344_1820	zwf	26.4	38.3
STnc200		153.1	310.3
SL1344_1821	hexR	25.5	79.6
SL1344_1822	pykA	107.5	202.3
SL1344_1823	msbB	33.1	37
SL1344_1824	yebA	33.8	26.7
SL1344_1825	znuA	28.2	23.1
SL1344_1826	znuC	24.9	19.1
SL1344_1827	znuB	18.1	13.1
SL1344_1828	ruvB	19.6	15.8
SL1344_1829	ruvA	31.6	24.5
SL1344_1830		2	0.6
SL1344_1830A		0	0.3
SL1344_1832	yebB	4.2	6.9
SL1344_1833	ruvC	40.8	38
SL1344_1834	yebC	41.1	44.1
SL1344_1835	ntpA	59.7	50.7
SL1344_1836	aspS	38.5	36.6
SL1344_1837	yecD	19.9	18.6
SL1344_1838	yecE	6.3	8.7
SL1344_1839	yecN	107.2	87.2
SL1344_1840	yecO	38	33
SL1344_1841	yecP	24.7	22.8
SL1344_1842	cutC	6.9	2.7
RyeF	RyeF	77	28.8
SL1344_1843	yecM	3.5	6.3
SL1344_1844	argS	18.6	23
SL1344_1845		2	2.8
SL1344_1846		9.1	6.3
SL1344_1847	flhE	24.1	6.5
SL1344_1848	flhAa	21.3	6.7
SL1344_1849	flhB	32	19.1
SL1344_1850	cheZ	287.4	235.2
SL1344_1851	cheY	293.1	242.3
SL1344_1852	cheB	235.9	176
SL1344_1853	cheR	234.9	142.2
SL1344_1854	cheM	330.8	267.8
SL1344_1855	cheW	755.7	779
SL1344_1856	cheA	239.6	174.7
SL1344_1857	motB	260.7	207.2
SL1344_1858	motA	249.5	216.9
SL1344_1859	flhC	498.6	449.9
SL1344_1860	flhD	363.8	265.5
SL1344_1861	yecG	103.8	114.1
SL1344_1862	otsA	27.8	7
SL1344_1863	otsB	31.9	5.9
SL1344_1864	araH	17.4	17.4
SL1344_1865	ftnB	316.5	71.9
SL1344_1866		14.4	12.5
SL1344_1867		67.6	26.8
SL1344_1868	ftn	162.8	215.2
SL1344_1869	yecH	32.8	66.6
SL1344_1870	tyrP	3.5	5.4
SL1344_1871	yecA	66.9	141
SL1344_1872		112.9	68.6
SL1344_1873		11.3	12.4
SL1344_1874		84.8	74.1
SL1344_1874A		5.1	10
STnc2180		1563.8	1897.4
SL1344_1875	pgsA	118.7	120.9
SL1344_1876	uvrC	34.7	44.9
SL1344_1877	sirA	178	266.8
SL1344_1878	yecF	47.9	56.5
SL1344_1879	sdiA	79.6	92
SL1344_1880	yecC	23.2	15.4
SL1344_1881	yecS	15.3	9.2
SL1344_1882	dcyD	12.2	9.8
SL1344_1883	fliY	114.2	91.2
SL1344_1884	fliZ	229.2	182
SL1344_1885	fliA	594.7	505.7
SL1344_1886	tnpA_2b	0	0
SL1344_1887	fliB	54.5	24.7
SL1344_1888	fliC	2926.9	3334
SL1344_1889	fliD	477.1	416.9
SL1344_1890	fliS	505.9	349.8
SL1344_1891	fliT	298.4	222
SL1344_1892	amyA	14	8.6
SL1344_1893	yedD	35.5	27.5
SL1344_1894	yedE	2.6	3.9
SL1344_1895	yedF	6.2	7.9
SL1344_1896		65.5	17
SL1344_1897	fliE	79.3	61.6
SL1344_1898	fliF	64.5	30.4
SL1344_1899	fliG	73.2	39
SL1344_1900	fliH	67	30.6
SL1344_1901	fliI	61	19.9
SL1344_1902	fliJ	52.1	23.1
SL1344_1903	fliK	48.4	15.5
SL1344_1904	fliL	88.7	36
SL1344_1905	fliM	64.1	30.4
SL1344_1906	fliN	65.1	30
SL1344_1907	fliO	72.3	34
SL1344_1908	fliP	42.4	16.1
SL1344_1909	fliQ	19.5	13.7
SL1344_1910	fliR	12.6	5.7
SL1344_1911	rcsA	3.2	3
SL1344_1912	dsrB	148.9	183.7
SL1344_1913	yodD	121.6	58.8
DsrA	DsrA	1691.4	3947.1
SL1344_1914	mngB	5.3	2.3
SL1344_1915	gcpA	8	6.9
SL1344_1916		142.7	122.8
SL1344_1917	yedI	21.2	23.5
SL1344_1918	yedA	9	9.8
SL1344_1919	vsr	17	10.9
SL1344_1920	dcm	18.3	22.3
SL1344_1921	yedJ	5.3	6.6
SL1344_1922		10.1	7.1
RseX	RseX	4.1	7.5
SL1344_1923	ompS	8.7	9.3
SL1344_1924	cspB	46.3	40.2
SL1344_1925	umuC	6	4.7
SL1344_1926	umuD	5	3.4
SL1344_1927		0.8	1.8
SL1344_1927A		22.2	17
STnc1280		1591.1	1875
SL1344_1927B		50.6	18.6
SL1344_1928		5.6	4
SL1344_1929		7	2.9
SL1344_1930		3.1	1.1
SL1344_1931		1.6	0.2
SL1344_1932		5	1.9
SL1344_1933		6.5	2.4
SL1344_1934		2.2	0.3
SL1344_1935		3.7	2.4
SL1344_1936		4	3.1
SL1344_1937		3	1.9
SL1344_1938		5.4	2.5
SL1344_1939		4.4	2.2
SL1344_1940		15.8	10.8
SL1344_1941		3.2	1
SL1344_1942		2.1	1
SL1344_1943		1.5	1.4
SL1344_1944		1.9	0.4
SL1344_1945		4.5	0.9
SL1344_1946		2	0
SL1344_1947		4.5	1.4
SL1344_1948		2.1	0.4
SL1344_1949		1.9	1.1
SL1344_1950		2.7	0.9
SL1344_1951		10.2	1.4
SL1344_1952		9	4.5
SL1344_1953		31.2	25
SL1344_1954		9.4	1.4
SL1344_1955	rzpR	2.7	0.3
SL1344_1956		2.1	0.5
SL1344_1957		2.3	1.2
SL1344_1958		121.9	119.7
SL1344_1959		4.8	2.3
SL1344_1960		3	1.6
SL1344_1961		3.3	4.6
SL1344_1962		1.5	0.3
SL1344_1963		2.3	0.7
SL1344_1964		1.6	1.9
SL1344_1965		18.7	16.4
STnc1290		8038.5	6993.5
STnc1300		2691.1	2366.8
SL1344_1966		4.8	2.2
SL1344_1967		212.9	261.3
STnc1310		582.4	530.4
SL1344_1968		167.6	129.7
SL1344_1969		11.6	7.1
SL1344_1970		3.9	4
SL1344_1971		3.1	2.8
SL1344_1972		3.6	3.9
SL1344_1973		6	5.6
SL1344_1974		3.5	4.3
SL1344_1975		10.3	7
SL1344_1976		6	4.9
SL1344_1977	yeeI	36.9	138.8
SL1344_1978		0.9	0
STnc2050		100.1	248.1
SL1344_1979		1.7	3.9
SL1344_1980		1	3.7
SL1344_1981		0.5	0.6
SL1344_1982		2.2	2.6
SL1344_1983		3.2	3.4
STnc3680		141.2	136.8
SL1344_1985		9.3	13.4
SL1344_1986	amn	23.3	25.2
SL1344_1987		48.2	53.2
SL1344_1988		51.9	67.5
SL1344_1989		79.8	83.3
SL1344_1990	yeeO	11.6	9.3
SL1344_1991	erfK	35.3	30.5
SL1344_1992	cobT	39.9	40
SL1344_1993	cobS	29.3	33.8
SL1344_1994	cobU	31	30.8
SL1344_1995	cbiP	35.4	46.7
SL1344_1996	cbiO	54.6	70.8
SL1344_1997	cbiQ	34.9	57.9
SL1344_1998	cbiN	35.9	48.6
SL1344_1999	cbiM	42.4	69.2
SL1344_2000	cbiL	31.3	63.2
STnc1530		108.1	81.3
SL1344_2001	cbiK	43.5	74.7
SL1344_2002	cbiJ	71.3	135
SL1344_2003	cbiH	43.6	81.2
SL1344_2004	cbiG	50.3	118.3
SL1344_2005	cbiF	33.4	84.1
SL1344_2006	cbiT	42.2	110.7
SL1344_2007	cbiE	41.4	113
SL1344_2008	cbiD	40	121.2
SL1344_2009	cbiC	45.2	162.6
SL1344_2010	cbiB	44.1	181.5
SL1344_2011	cbiA	30.8	105.9
SL1344_2012	pocR	53.2	112.5
SL1344_2013	pduF	100.5	109.3
SL1344_2014	pduA	358.7	296.5
SL1344_2015	pduB	250.4	165.9
SL1344_2016	dhaB	243.1	156.3
SL1344_2017	pduD	240.2	140
SL1344_2018	pduE	362.7	199.9
SL1344_2019	pduG	251	139.2
SL1344_2020	pduH	213.7	113.4
SL1344_2021	pduJ	240.9	109.1
SL1344_2022	pduK	337.9	161.3
SL1344_2023	pduL	308.7	116.3
SL1344_2024	pduM	131.7	58.6
SL1344_2025	pduN	128.5	52.2
SL1344_2026	pduO	86	40.5
SL1344_2027	pduP	76.6	33.8
SL1344_2028	pduQ	92.7	28.7
SL1344_2029	pduS	97.9	31.3
SL1344_2030	pduT	81.4	21.6
SL1344_2031	pduU	73.4	23.6
SL1344_2032	pduV	49.6	15.1
SL1344_2033	pduW	127.8	28.9
SL1344_2034	pduX	146.1	73.3
SL1344_2035	yeeX	576	1787.4
STnc3700		65.1	100.3
SL1344_2036	yeeA	22	36.1
STnc1650		136.9	117
SL1344_2037	gyrI	83.9	222.3
SL1344_2038	dacD	5	6.8
SL1344_2039	phsC	62.3	116.8
SL1344_2040	phsB	48.1	96.6
SL1344_2041	phsA	61.8	146
SL1344_2042		1.2	1.3
SL1344_2043	sopA	14	1.6
SL1344_2044	sbcB	19.9	16.3
SL1344_2045	yeeF	14.3	22.2
SL1344_2045A	yoeI	18.8	24.9
SL1344_2046	yeeY	35.9	29.9
SL1344_2047	yeeZ	76.8	58
STnc700		1882	2876.8
SL1344_2048	hisG	5.1	4.9
SL1344_2049	hisD	7.8	7.7
SL1344_2050	hisC	7.5	8.3
SL1344_2051	hisB	17.3	15.8
SL1344_2052	hisH	11.7	8.6
SL1344_2053	hisA	10.5	13
SL1344_2054	hisF	16.6	15.4
SL1344_2055	hisI	14.4	13.8
SL1344_2056	wzzB	109.2	55
SL1344_2057	udg	110.8	12.7
SL1344_2058	gnd	65.6	57.1
SL1344_2059	rfbP	73.1	50.9
SL1344_2060	rfbK	58.2	43.7
SL1344_2061	cpsB2	64.3	53.3
SL1344_2062	rfbN	80.4	70.5
SL1344_2063	rfbU	94.4	77
SL1344_2064	rfbV	175.7	128.5
SL1344_2065	rfbX	82.8	72.3
SL1344_2066	rfbJ	128.5	129.6
SL1344_2067	rfbH	141.8	130.1
SL1344_2068	rfbG	141.4	129.1
SL1344_2069	rfbF	108.1	118.8
SL1344_2070	rfbI	100.8	104.8
SL1344_2071	rfbC	134.5	144.5
SL1344_2072	rfbA	51.9	47.6
SL1344_2073	rfbD	44.2	51.5
STnc1320		74.2	87.3
SL1344_2074	rfbB	48.5	63.3
SL1344_2075	galF	145	173.7
SL1344_2076	wcaM	0.9	1.5
SL1344_2077	wcaL	0.9	0.7
SL1344_2078	wcaK	0.5	0.9
SL1344_2079	wzx	0.4	0.9
SL1344_2080	wcaJ	0.5	0.4
SL1344_2081	cpsG	0.4	0.2
SL1344_2082	cpsB	0.8	0.4
SL1344_2083	wcaI	0.6	0.8
SL1344_2084	gmm	1.1	0
SL1344_2085	fcl	0.7	0.9
SL1344_2086	gmd	0.5	1.1
SL1344_2087	wcaF	0.2	0
SL1344_2088	wcaE	0.5	1.1
SL1344_2089	wcaD	1.3	0.8
SL1344_2090	wcaC	0.6	0.5
SL1344_2091	wcaB	0.5	1.2
SL1344_2092	wcaA	1.1	1.4
SL1344_2093	wzc	0.6	1.5
SL1344_2094	wzb	2	1.9
SL1344_2095	wza	0.4	0.1
SL1344_2096	yegH	28.1	16.8
SL1344_2097	asmA	49.1	56.8
SL1344_2098	dcd	21.7	22.6
SL1344_2099	udk	33.6	35.8
