Locus Tag	Name	Anaerobic growth	Anaerobic shock
SL1344_3513		1.2	5.7
SL1344_3514		1	12.4
SL1344_3515		0.4	3.4
STnc1830		15.5	16.9
SL1344_3516		2.9	10.9
SL1344_3517	ggt	7.8	5.9
SL1344_3518	yhhA	32.8	13.7
SL1344_3519	ugpQ	28.9	36.6
SL1344_3520	ugpC	6.3	7.3
SL1344_3521	ugpE	2.5	3.7
SL1344_3522	ugpA	5.3	2.9
SL1344_3523	ugpB	17.1	29.6
SL1344_3524	kil	6.4	9.3
SL1344_3525	phd	10.9	18.8
SL1344_3526	livF	4	3.4
SL1344_3527	livG	2.1	2.4
SL1344_3528	livM	2.5	2
SL1344_3529	livH	2	3.2
SL1344_3530	livK	3.3	4.6
sRNA12		11.4	21.1
SL1344_3531	yhhK	53	77.7
SL1344_3532	livJ	4.6	10.6
SL1344_3533	rpoH	156.1	212.2
SL1344_3534	ftsX	73.7	99.9
SL1344_3535	ftsE	63.2	79.8
SL1344_3536	ftsY	45	59.3
SL1344_3537	rsmD	14.3	22.7
SL1344_3538	yhhL	20.7	19.9
SL1344_3539	yhhM	15.7	19.4
SL1344_3540	yhhN	56	53
SL1344_3541	zntA	14.4	38.6
SL1344_3542	tcp	197	168.6
SL1344_3543	yhhP	61.4	63.8
SL1344_3544	yhhQ	6.7	5.8
SL1344_3545		141.3	152.2
SL1344_3546	yhhS	22.3	49.3
SL1344_3547	yhhT	8.3	6.4
SL1344_3548	acpT	42.4	46.1
SL1344_3549	nikR	30.7	46.2
SL1344_3550	yhhJ	60.4	63.4
SL1344_3551	yhiH	66.7	62.3
SL1344_3552	yhiI	84.1	93.3
STnc770		757.4	925.4
SL1344_3553	yhiN	11.5	25.4
SL1344_3554	pitA	34	43.4
SL1344_3555	uspB	91.9	116.8
SL1344_3556	uspA	720.1	1147
STnc350		177.6	313.6
SL1344_3557	yhiP	29.4	233.7
SL1344_3558	yhiQ	25.3	28.8
SL1344_3559	prlC	26	39.1
SL1344_3560		20.2	22.8
SL1344_3561	yhiR	29.3	34.4
SL1344_3562	gor	72.5	81.6
SL1344_3563		7.9	13.9
SL1344_3564		4	7.1
SL1344_3565		2.8	1.7
SL1344_3566		16.9	23.5
SL1344_3567		25	32.9
SL1344_3568	treF	14.2	14.5
SL1344_3569		30.5	81.1
SL1344_3570		2.6	7.2
SL1344_3571	yhjB	2.6	5.4
STnc4020		71.4	121
SL1344_3572	yhjC	6.4	5.2
SL1344_3573	yhjD	8.6	9.4
SL1344_3574	yhjE	7.5	6.5
SL1344_3575	yhjG	42.3	51.5
SL1344_3576	yhjH	204.1	281.2
SL1344_3577	kdgK	45.8	120.3
SL1344_3578	yhjJ	30.1	29.8
SL1344_3579	dctA	24.5	60.8
SL1344_3580	yhjK	13.6	18.7
SL1344_3581	yhjL	27.1	18.9
SL1344_3582	bcsC	29.5	22.1
SL1344_3583	yhjN	21.4	14.5
SL1344_3584	bcsA	16.9	19
SL1344_3585	yhjQ	40.1	30.5
SL1344_3586	yhjR	56.7	63
SL1344_3587	yhjS	36.8	49.2
SL1344_3588	yhjT	56.8	54.3
SL1344_3589	yhjU	36.8	36.7
STnc710		18267	14219.9
STnc1430		554	747.6
SL1344_3590		6.8	15.9
SL1344_3591	yhjV	2.3	4.6
SL1344_3592	dppF	1.4	15.8
SL1344_3593	dppD	4	17.7
SL1344_3594	dppC	3.1	15.8
SL1344_3595	dppB	3.5	18.5
SL1344_3596	dppA	18.5	98.4
SL1344_3597		0.9	0.9
SL1344_3598		4.2	4.6
SL1344_3599		3.6	3.7
SL1344_3600	yhjW	15.5	34
SL1344_3601	lpfE	3	7.6
SL1344_3602	lpfD	5.9	7.5
SL1344_3604	lpfC	1.5	2.7
SL1344_3605	lpfB	1.1	1.6
SL1344_3606	lpfA	1.5	2.9
SL1344_3607	yhjY	27.6	21.9
SL1344_3608	tag	9.7	26
SL1344_3609	yiaC	22	39.8
SL1344_3610	bisC	17.5	21.3
SL1344_3611	yiaD	12.3	14.5
SL1344_3612	yiaE	27.4	57.1
SL1344_3613	yiaF	118.5	101.4
SL1344_3614	yiaG	490.8	180
SL1344_3615	cspA	90.2	149.1
SL1344_3616		18.3	29.1
STnc780		107.8	154.9
SL1344_3617		12.2	27.6
SL1344_3618		32.4	83.3
SL1344_3619	yafP	9.5	12.2
SL1344_3620	glyS	37.3	35.8
SL1344_3621	glyQ	31	34.3
SL1344_3622		34.7	49
SL1344_3623	yiaH	7.4	10.2
SL1344_3624	yiaB	11.9	21.8
SL1344_3625	xylB	7.8	11.8
SL1344_3626	xylA	6.5	15.8
SL1344_3627	xylR	6.1	23.6
SL1344_3628	bax	75.2	101.2
SL1344_3629	malS	1.4	3.4
SL1344_3630	avtA	4.2	5.6
SL1344_3631	ysaA	60.4	141.8
SL1344_3632	yiaJ	27.4	35.1
SL1344_3633	yiaK	1.1	1.3
SL1344_3634	yiaL	1.1	4.3
SL1344_3635		0.8	3.1
SL1344_3636	yiaM	0	0.3
SL1344_3637	yiaN	0	0.1
SL1344_3638	yiaO	0	0.3
SL1344_3639	lyxK	1.6	0.7
SL1344_3640	sgbH	0.6	0.4
SL1344_3641	sgbU	0.3	0.2
SL1344_3642	sgbE	1	1.5
SL1344_3643		5.5	29.9
SL1344_3644		2.3	4.8
SL1344_3645	aldB	11	13.9
SL1344_3646		11.2	7.8
SL1344_3647	selB	32.1	73.1
SL1344_3648	selA	43.1	81.5
SL1344_3649	yibF	41	53.2
SL1344_3650	mtlA	31.4	54.9
SL1344_3651	mtlD	28.8	59.9
SL1344_3652	mtlR	23.6	42.7
SL1344_3653		18.8	41.5
SL1344_3654	yibL	60.1	78.2
SL1344_3655		0.2	0.4
SL1344_3656	sadA	2.9	3.6
STnc380		29.2	10.6
SL1344_3657	lctP	1.1	5
SL1344_3658	lctR	2	5.7
SL1344_3659	lctD	1.8	6.6
SL1344_3660	yibK	6.9	9.6
SL1344_3661		24.7	39.8
SL1344_3662		1.8	8.6
SL1344_3663		4.9	10.7
SL1344_3664		2.9	31.7
SL1344_3665	cysE	47.2	37.2
SL1344_3666	gpsA	126.6	193.5
SL1344_3667	secB	191.2	348.6
SL1344_3668	grxC	117.8	285.4
SL1344_3669	yibN	134.7	195.9
SL1344_3670	pmgI	34.1	155.7
SL1344_3671	yibP	115.5	160.1
SL1344_3672	yigQ	12.8	11.9
SL1344_3673	yibD	14	4
SL1344_3673A		123.7	356.8
SL1344_3674	tdh	83.6	280.9
SL1344_3675	kbl	43	143.3
SL1344_3676	rfaD	85.6	137.4
SL1344_3677	rfaF	72.9	87.4
SL1344_3678	rfaC	32.1	47.1
SL1344_3679	rfaL	30.5	50.9
SL1344_3680	rfaK	30.3	27.8
SL1344_3681	rfaZ	59.4	60.1
SL1344_3682	rfaY	59.2	48.6
SL1344_3683	rfaJ	64.8	68.6
SL1344_3684	rfaI	69.5	88.8
SL1344_3685	rfaB	53.8	56.7
SL1344_3686	yibR	83.1	98.8
SL1344_3687	rfaP	43.3	45.8
SL1344_3688	rfaG	32.6	36.2
SL1344_3689	rfaQ	41.8	51.6
SL1344_3690	kdtA	31.7	39.2
SL1344_3691	coaD	42.4	54.1
SL1344_3692	mutM	3.9	10.7
SL1344_3693	rpmG	336.3	470.6
SL1344_3694	rpmB	394.2	595.6
SL1344_3695	radC	22.5	44.4
SL1344_3696	dfp	33.5	56.8
SL1344_3697	dut	42.4	59.5
SL1344_3698	slmA	32.8	47.3
SL1344_3699	pyrE	8	15.1
SL1344_3700	rph	15.2	26.1
SL1344_3701	yicC	54.1	82.8
SL1344_3702		11.9	19.1
SL1344_3703		1.9	3.2
SL1344_3704		22.5	43.6
SL1344_3705	ligB	3.4	5.2
SL1344_3706	gmk	135.2	140.4
SL1344_3707	rpoZ	185.7	157.2
SL1344_3708	spoT	70.7	74.3
SL1344_3709	spoU	51.2	49.6
SL1344_3710	recG	20.6	15.1
SL1344_3711		14.7	17.3
SL1344_3712	gltS	11.1	14.3
SL1344_3713	yicE	1.7	2.6
SL1344_3714	yicH	35.7	67.2
SL1344_3715	yicI	1.4	3.3
SL1344_3716	yicJ	1.7	5.2
SL1344_3717		8.2	19.3
SL1344_3718	sugR	26.6	39.1
SL1344_3720	rhuM	17.7	24.7
SL1344_3722	rmbA	0.2	1.2
SL1344_3723	misL	4.3	6.9
SL1344_3724	fidL	11.7	7.4
SL1344_3725	marT	1.7	5.2
SL1344_3726	slsA	20.6	26.8
SL1344_3727	cigR	121.3	114.8
SL1344_3727A	mgtR	7.1	4.6
SL1344_3728	mgtB	4.1	6.2
AmgR	AmgR	2.7	3
SL1344_3729	mgtC	4.5	3.5
SL1344_3730	yicL	13.5	13.3
SL1344_3731		8.8	20.2
SL1344_3732		5.5	19.8
SL1344_3733		3.4	15.4
SL1344_3734		1.4	10.1
SL1344_3735		1.8	11.4
SL1344_3736		0.5	8.8
SL1344_3737		0.9	14.7
SL1344_3738		13.6	28.1
STnc4040		61.5	444.3
SL1344_3739		13.9	14.6
SL1344_3740		13.9	27
SL1344_3741	nepI	4.5	3.8
SL1344_3743		17.5	34.9
SL1344_3744		10.9	16.3
SL1344_3745		60.8	169.7
SL1344_3746		1.8	7.5
SL1344_3747		5.4	7.1
SL1344_3748		4.1	8.7
SL1344_3749		28.7	50.1
SL1344_3750		29.9	42.8
SL1344_3751		36.4	49.9
SL1344_3752	yicN	13.1	25.2
SL1344_3753	uhpT	2.7	6.2
SL1344_3754	uhpC	2.4	3
SL1344_3755	uhpB	1.7	2.5
SL1344_3756	uhpA	2.4	1.4
SL1344_3757		6.5	12
SL1344_3758		3.5	12.7
SL1344_3759		7.1	29.4
SL1344_3760		6	16.2
SL1344_3761	ilvN	15.4	15.2
SL1344_3762	ilvB	6.3	9.5
SL1344_3763	ivbL	2759.2	3950.1
IstR	"IstR-1,2"	315.5	183.8
SL1344_3765		3.7	5.2
SL1344_3766	emrD	47.5	24
SL1344_3767		20	108.8
SL1344_3768	dsdC	5	52.2
SL1344_3769	dsdX	5.2	478
SL1344_3770	dsdA	9.1	577.6
SL1344_3771	yidF	172	214.2
SL1344_3772	yidG	25.7	33
SL1344_3773	yidH	29.4	33.6
SL1344_3774	yidE	22.8	102.1
SL1344_3775	hslS	26	46.3
STnc2110		43.8	70.1
SL1344_3776	hslT	43.8	93.1
SL1344_3777	yidQ	37.5	122.3
SL1344_3778	yidR	12.1	17.8
SL1344_3779	ccmH1	4	1.8
SL1344_3780	ccmG1	0	0
SL1344_3781	ccmF1	0	0
SL1344_3782	ccmE1	1.1	0
SL1344_3782A	ccmD1	0	0
SL1344_3783	ccmC1	0	0
SL1344_3784	ccmB1	0	0
SL1344_3785	ccmA1	1	1.1
SL1344_3786	yhjA	25.3	10
SL1344_3787	torD	3.9	4.1
SL1344_3788	torA	2.1	3.2
SL1344_3789	torC	2.1	3.1
SL1344_3790	torR	21.2	102.4
SL1344_3791	torT	43.2	29.6
SL1344_3792	torS	8.4	9.8
SL1344_3793	dgoT	1.1	3.1
SL1344_3794	dgoD	2.1	3.6
SL1344_3795	dgoA	1.5	1.8
SL1344_3796	dgoK	3.1	3.1
SL1344_3797	dgoR	6.5	7
SL1344_3798	yidA	39.3	51.1
SL1344_3799		2.7	4.7
SL1344_3800		5.7	7.4
SL1344_3801		16.7	87.5
SL1344_3802	gyrB	49.1	53.4
SL1344_3803	recF	18.2	22.5
SL1344_3804	dnaN	31.7	31.5
SL1344_3805	dnaA	41.5	47.4
SL1344_3806	rpmH	653.2	849.3
RNaseP	RNaseP	38.7	57.1
SL1344_3807	rnpA	0	0
SL1344_3808		13.8	18.8
SL1344_3809	yidC	23.5	28.3
STnc4250		153.1	232.9
SL1344_3810	thdF	7.1	4.9
STnc3170		19.3	32
SL1344_3811	intA	3	1.3
STnc400		198552.4	86263.1
SL1344_3812		60.3	82.1
SL1344_3813		43.8	58.2
SL1344_3814	yidY	3.6	5.8
SL1344_3815	yidZ	9.4	13.1
SL1344_3816	yieE	44.3	74.8
SL1344_3817	yieF	94.1	126.1
SL1344_3818	yieG	15.5	17.8
SL1344_3819	yieH	33.1	55.7
STnc1860		276.7	787.5
SL1344_3820	phoU	11.6	17.1
SL1344_3821	pstB	14.6	17.9
SL1344_3822	pstA	10.8	9
SL1344_3823	pstC	11.4	12
SL1344_3824	pstS	14.4	12.6
SL1344_3825		6.1	12.4
SL1344_3826		0.8	1.2
SL1344_3827		6	11.2
SL1344_3828	glmS	106.7	116.1
SL1344_3829	glmU	147.5	180.4
SL1344_3830		11.7	15.7
SL1344_3831	atpC	458	275.9
SL1344_3832	atpD	212	150.3
SL1344_3833	atpG	229.6	175.4
SL1344_3834	atpA	241.7	198.7
SL1344_3835	atpH	345.9	299.6
SL1344_3836	atpF	568.8	534.5
SL1344_3837	atpE	410	454.3
SL1344_3838	atpB	187.9	211.6
SL1344_3839	atpI	169.3	250.2
SL1344_3840	gidB	15.4	24
SL1344_3841	gidA	11.8	20.8
SL1344_3842	mioC	50.9	104.5
SL1344_3843	asnCb	28.1	30.8
SL1344_3844	asnA	11	8.9
SL1344_3845	yieM	14.8	16.3
SL1344_3846	yieN	35.6	45.9
SL1344_3847	kup	23.3	30.7
SL1344_3848	rbsD	23.8	29.6
SL1344_3849	rbsA	4.3	13.3
SL1344_3850	rbsC	8.6	22.9
SL1344_3851	rbsB	162.4	368.1
SL1344_3852	rbsK	22.3	67.4
SL1344_3853	rbsR	22.1	59.6
SL1344_3854	yieO	11	16.8
SL1344_3857	yieP	20.7	32.4
SL1344_3858	yifA	45.3	96.3
SL1344_3859	yifE	346.1	836.1
SL1344_3860	comM	3.6	5.8
SL1344_3860A	ilvX	15.5	14
SL1344_3861	ilvG	4.1	7.1
SL1344_3862	ilvM	24.2	43.2
SL1344_3863	ilvE	15.5	23.6
SL1344_3864	ilvD	16.9	19.8
SL1344_3865	ilvA	31.1	38.3
SL1344_3866		16.5	43.1
SL1344_3867		21.9	42.1
SL1344_3868	ilvY	11.7	17
SL1344_3869	ilvC	13.6	18.8
SL1344_3870	ppiC	235.8	381.6
SL1344_3870A		14.2	29.9
SL1344_3871		16.6	25.7
SL1344_3872	rep	9.9	20.5
SL1344_3873	gppA	47.5	37.8
SL1344_3874	rhlB	101.3	116.2
SL1344_3875	trxA	396.6	477
SL1344_3876	rho	210.6	158.2
SL1344_3877	rfe	85.1	122.9
SL1344_3878	wzzE	99.9	136
SL1344_3879	rffE	48	49.1
SL1344_3880	rffD	57.2	39.8
SL1344_3881	rffG	38.3	27.9
SL1344_3882	rffH	41.5	31.1
SL1344_3883	rffC	36.6	26.8
SL1344_3884	rffA	43.1	33.7
SL1344_3885	wzxE	22.4	12.3
SL1344_3886		17.2	12.3
SL1344_3887	rffT	19.2	18.4
SL1344_3888	rffM	25.4	28.3
SL1344_3889	yifK	24.7	32.1
GlmZ	GlmZ	4148.9	2193
SL1344_3890	hemY	55.6	67.1
SL1344_3891	hemX	71.5	89.3
SL1344_3892	hemD	74.5	94.2
SL1344_3893	hemC	110.8	171.2
SL1344_3894	cyaA	139.1	92.2
SL1344_3895		9.3	9.3
SL1344_3896		1.9	2.9
SL1344_3897		2.2	5.1
SL1344_3898	cyaY	36.4	70.3
SL1344_3899		3	4.4
SL1344_3899A		0.8	0.8
SL1344_3900	yifL	92.1	176.3
SL1344_3901	dapF	77.6	86.5
SL1344_3902	yigA	47	50.2
SL1344_3903	xerC	43.7	50.4
SL1344_3904	yigB	24.4	26.3
SL1344_3905	uvrD	33.4	31.6
SL1344_3906	corA	23.5	35.1
SL1344_3907	yigF	11.7	13.9
SL1344_3908	yigG	3.1	6.2
SL1344_3909	rarD	20.3	31.3
SL1344_3910	yigI	1.6	1.8
SL1344_3911	pldA	44.1	52.5
SL1344_3912	recQ	25.7	29.4
SL1344_3913	rhtC	38.1	40.9
SL1344_3914	rhtB	4.2	5.3
SL1344_3915	pldB	50.6	65.1
SL1344_3916	yigL	37.2	42.6
SL1344_3917	yigM	7.7	8.6
SL1344_3918	metR	8.7	5.7
SL1344_3919	metE	7.1	11.1
SL1344_3920		3.5	6.3
SL1344_3921	dlhH	24.6	14.2
SL1344_3922	udp	110.2	629.7
SL1344_3923	yigN	12.6	24.3
SL1344_3924	ubiE	88.8	118.7
SL1344_3925	yigP	61.1	63.4
SL1344_3926	aarF	56.8	86.7
SL1344_3927	tatA	396.7	808.2
SL1344_3928	tatB	143.6	244.9
SL1344_3929	tatC	62.5	87.8
SL1344_3930	tatD	4.8	3.9
SL1344_3931	rfaH	50.2	83.5
SL1344_3932	yigC	64.9	89.6
SL1344_3933	fre	57.6	61.4
SL1344_3934		8.1	10.7
STnc790		22.1	83.7
SL1344_3935	fadA	1.7	2.5
SL1344_3936	fadB	1.4	2.3
SL1344_3937	pepQ	44.7	60
SL1344_3938	yigZ	60.5	67.1
SL1344_3939	trkH	40	35.4
SL1344_3940	hemG	37.1	43.1
SL1344_3941	mobB	24.2	61.4
SL1344_3942	mobA	31.9	80.8
SL1344_3943	yihD	215.1	493.7
SL1344_3944	rodA	113.3	149.8
SL1344_3945	dsbA	131.8	87.1
SL1344_3946	yihG	18.4	31.2
SL1344_3947	polA	33.2	48.6
Spf	Spf	3776.8	3858.7
SL1344_3948	engB	53.9	61.1
CsrC	CsrC	10946.2	8207.8
SL1344_3950	yihI	66.7	90.2
SL1344_3951	hemN	28.4	41.3
SL1344_3951A	yshB	439.1	649.3
SL1344_3952	glnG	7.3	10.3
SL1344_3953	glnL	10.6	15.2
STnc800		176.8	723.6
SL1344_3954	glnA	13.2	33.9
SL1344_3955	typA	39	40
SL1344_3956		6.3	11.7
SL1344_3957		1.8	2.3
SL1344_3958		3.8	3.9
SL1344_3959		4.1	4.6
SL1344_3960		3.8	6.5
SL1344_3961		2.3	2.9
SL1344_3962	ompL	0.8	1
SL1344_3963	yihO	6.7	12.8
SL1344_3964	yihP	4.9	11.6
STnc3120		68.6	89.8
SL1344_3965	yihQ	3.4	7.5
SL1344_3966	yihR	2.8	2.5
SL1344_3967	yihS	1	1.6
SL1344_3968	yihT	0.9	1.5
SL1344_3969	yihU	0.9	1.1
SL1344_3970	yihV	2.8	5.1
SL1344_3971	yihW	31.7	95.9
SL1344_3972	yihX	31.1	50.9
SL1344_3973	rbn	45.8	53.5
SL1344_3974	yihZ	48.9	58
SL1344_3975	yiiD	31.1	31.7
SL1344_3976		15.6	44.2
SL1344_3977		29.5	91.9
SL1344_3978		3.8	5.8
SL1344_3979		51	172.5
SL1344_3980		15.8	48.6
SL1344_3981	fdhE	57.5	78.4
SL1344_3982	fdoI	81.2	110.4
SL1344_3983	fdoH	79.7	72.5
SL1344_3984	fdoG	66.2	65.4
SL1344_3986	fdhD	22.8	20.8
SL1344_3987		9	11.7
SL1344_3988	yiiG	1	1.8
SL1344_3989		5.3	6.2
SL1344_3990		11.3	14.7
SL1344_3991		49.8	60.2
SL1344_3992	yiiL	26.7	109.2
SL1344_3993		6.9	28.4
SL1344_3994	rhaD	4.8	15.5
SL1344_3995	rhaA	0.3	0.2
SL1344_3996	rhaB	0.2	1
SL1344_3997	rhaS	2.8	7.3
SL1344_3998	rhaR	12.5	39.8
SL1344_3999	rhaT	3	4.3
SL1344_4000		2.1	5
SL1344_4001		2	2.8
SL1344_4002		0	1.7
SL1344_4003		0.8	0.9
SL1344_4004	sodA	10.8	123.2
SL1344_4005	yiiM	27.6	52.7
SL1344_4006		52.4	101.3
SL1344_4007	cpxA	37.5	37.6
SL1344_4008	cpxR	36.1	46.8
SL1344_4009	cpxP	171.8	64.4
STnc870		752.1	450.3
SL1344_4010	fieF	51.8	86.6
SL1344_4011	pfkA	68.2	442.8
SL1344_4012	sbp	2.5	6.2
SL1344_4013	cdh-a	15.1	23.6
SL1344_4014		1.3	3.4
SL1344_4015		1.8	2.2
SL1344_4016		45.1	73.1
SL1344_4017		30.7	53.3
SL1344_4018		3.2	1.7
SL1344_4019	cdh-b	10.9	7.6
SL1344_4020		8.9	23.5
SL1344_4021	ydeV	4.9	5.3
SL1344_4022	ydeW	6.7	11.4
SL1344_4023	ego	2.3	4.9
SL1344_4024	ydeY	2.6	3.1
SL1344_4025	ydeZ	4.1	6.1
SL1344_4026	yneA	5.8	11.2
SL1344_4027	yneB	18.9	22.3
SL1344_4028	yneC	11.2	7.3
SL1344_4029		16.1	21.8
SL1344_4030	tpiA	359.6	647.8
SL1344_4031	yiiQ	27.3	60
SL1344_4032	yiiR	42	66.9
SL1344_4033	fpr	31	48
SL1344_4034	glpX	22.7	49.7
SL1344_4035	glpK	143.8	654.2
SL1344_4036	glpF	99.4	367.4
SL1344_4037	yiiU	581.9	1226.2
SL1344_4038	menG	243.9	269.3
SL1344_4039	menA	9	8.3
SL1344_4040	hslU	67.3	74.1
SL1344_4041	hslV	25.2	57.5
SL1344_4042	ftsN	67.2	143.6
SL1344_4043	cytR	29.5	122.3
SL1344_4044	priA	22.4	26.9
SL1344_4045	rpmE	133.9	157.5
SL1344_4046		3.6	6.5
IsrP	IsrP	24.9	17.4
SL1344_4047		4.7	6.5
SL1344_4048	metJ	87.6	121.2
SL1344_4049	metB	12.7	20.4
SL1344_4050	metL	15.5	18.7
STnc4070		74.3	135.5
SL1344_4051		0.9	1
SL1344_4052		0.5	1
SL1344_4053		9.2	30.8
SL1344_4054		5	7.8
STnc4080		9.5	6.9
SL1344_4055	metF	15	10.1
SL1344_4056	katG	96.3	177.6
SL1344_4057	yijF	15.8	21
SL1344_4058	gldA	78.4	194.7
SL1344_4059	talC	30.7	114.5
SL1344_4060	ptsA	5.4	23.3
SL1344_4061	frwC	5.1	65.2
SL1344_4062	frwB	15.6	218.3
SL1344_4063	pflD	14.6	34.1
SL1344_4064	pflC	24.1	45.5
SL1344_4065	frwD	11.5	15.3
SL1344_4066	yijO	38.9	33.5
SL1344_4068	yijP	65.2	21.5
STnc1600		135.1	315.6
SL1344_4069	ppc	35.8	66.7
SL1344_4070	argE	29.1	47.9
SL1344_4071	argC	13.9	19.3
SL1344_4072	argB	11.7	10.8
SL1344_4073	argH	14.2	16.1
OxyS	OxyS	1263.1	121.1
SL1344_4074	oxyR	67.1	74.5
SL1344_4075	udhA	27.5	31.4
SL1344_4076	yijC	79.3	144.3
SL1344_4077	yijD	82.1	134.8
SL1344_4078	trmA	15	21.1
SL1344_4079	btuB	27.6	55.2
SL1344_4080	murI	60.3	82.8
SL1344_4081	murB	26	35.2
SL1344_4082	birA	31.2	50.2
SL1344_4083	coaA	18.8	33.8
SL1344_4084		3	4.1
SL1344_4085	tufB	201.7	310.6
SL1344_4086	secE	98.9	124.5
SL1344_4087	nusG	134.8	150.8
SL1344_4088	rplK	143.3	178.3
SL1344_4089	rplA	192.7	196
SL1344_4090	rplJ	455.6	576.3
SL1344_4091	rplL	791.6	948.4
SL1344_4092	rpoB	98.3	71.9
SL1344_4093	rpoC	104.1	71
SL1344_4094		4.5	4.4
STnc3490		25.1	51.3
SL1344_4095		2.3	0.8
SL1344_4096	sseK1	22.1	47.7
SL1344_4097		30.6	74.8
SL1344_4098	thiH	3.1	2.6
SL1344_4099	thiG	1	2.2
SL1344_4100	thiS	0.7	0.7
SL1344_4101	thiF	1.9	2.4
SL1344_4102	thiE	1.7	2.9
SL1344_4103	thiC	2.7	2
STnc1460		2313	5286.7
SL1344_4104	rsd	12.4	30.9
SL1344_4105	nudC	15.6	18.1
SL1344_4106	hemE	30	40.1
SL1344_4107	nfi	27.2	34.4
SL1344_4108	yjaG	67.8	100.5
SL1344_4109	hupA	1536.2	2831
SL1344_4110	yjaH	44.2	52.9
SL1344_4111	zraP	38.9	6.6
SL1344_4112	hydH	13.7	43.3
SL1344_4113	hydG	23.2	51.4
SL1344_4114	purD	4.8	4
SL1344_4115	purH	3.6	4.5
SL1344_4116	yjaB	65.4	97.4
SL1344_4117	metA	16.5	35
SL1344_4118	aceB	1.6	2.3
SL1344_4119	aceA	2.6	4.8
SL1344_4120	aceK	4.3	7.6
SL1344_4121		9.4	22.6
SL1344_4122	iclR	16.9	29.2
SL1344_4123	metH	16.5	19.7
SL1344_4124	yjbB	19	22
SL1344_4125	pepE	79	148.5
SL1344_4126		19.3	39.2
SL1344_4127		49.6	113.7
SL1344_4128	yjbC	29.1	52.7
SL1344_4129	yjbD	60.6	114
SL1344_4130		7.7	12.1
SL1344_4131		8.3	22.7
SL1344_4132		0.9	4.4
SL1344_4133		3.2	2.2
SL1344_4134		1.7	4.9
SL1344_4135		4	5.7
SL1344_4136		0.6	0.9
SL1344_4137		0.8	0.4
SL1344_4138		0.7	0
SL1344_4139		6.7	12.8
SL1344_4140	gtrBb	3.2	5.2
SL1344_4141	gtrAb	23.7	37.1
STnc4100		109.1	91.9
SL1344_4142		5.8	6.5
SL1344_4143		2	2.1
SL1344_4144		0	1.4
SL1344_4145		1.2	4.5
SL1344_4146		1.1	0.8
SL1344_4147		0	2.7
SL1344_4148		1.8	1.9
SL1344_4149		1.7	3.3
SL1344_4150		1.3	0
SL1344_4151		0.6	0.6
SL1344_4152		0.8	0.9
SL1344_4153		0.7	0.7
SL1344_4154		0	1
SL1344_4155		32.1	38.6
SL1344_4156	lysC	20.5	29.6
SL1344_4157	pgi	94.6	105.9
SL1344_4158	yjbE	10.3	10.6
SL1344_4159	yjbF	1	0.9
SL1344_4160	yjbG	0.7	0.6
SL1344_4161	yjbH	8.5	13.7
SL1344_4162	yjbA	24.9	22.6
STnc810		47.8	1837.2
SL1344_4163	malG	3.5	27.6
SL1344_4164	malF	1.8	18.6
SL1344_4166	malE	10.5	175.1
SL1344_4167	malK	2.1	63.4
SL1344_4168	lamB	13.5	179.9
SL1344_4169	malM	17.5	176
STnc2130		2876.1	3833.2
SL1344_4170	ubiC	29.5	28.4
SL1344_4171	ubiA	30.1	30.9
SL1344_4172	plsB	51.9	73.3
SL1344_4173	dgkA	50.6	39.1
SL1344_4174	lexA	98.6	134.5
SL1344_4175	dinF	10.2	12.4
SL1344_4176	yjbJ	449.1	209.1
SL1344_4177	zur	32.6	57.5
SL1344_4178		16.9	27.9
SL1344_4179	yjbN	29.5	27.6
SL1344_4180	pspG	7.3	12.3
STnc880		1260.7	1098.4
SL1344_4181	qor	28.6	36.7
SL1344_4182	dnaB	27.6	42.6
SL1344_4183	alr-b	22.3	25
SL1344_4184	tyrB	17.8	22.6
SL1344_4185	aphA	30.7	42.8
SL1344_4186	yjbQ	60.2	64
SL1344_4187	yjbR	28.3	28.4
SL1344_4188		0.8	2.5
SL1344_4189		0	1.3
SL1344_4190	uvrA	25.9	18.5
SL1344_4191		6.7	20.7
SL1344_4192	ssb	77	77.7
SL1344_4193	siiA	177.3	2.7
SL1344_4194	siiB	104.5	2.2
SL1344_4195	siiC	143.7	2.2
SL1344_4196	siiD	157.2	2.5
SL1344_4197	siiE	41.4	12.2
SL1344_4198	siiF	47.9	13.5
SL1344_4199	yjcB	9.8	11.1
SL1344_4200	yjcC	1.9	4.3
SL1344_4201	soxS	9.7	61.7
SL1344_4202	soxR	18.6	19
SraL	SraL	807	227.8
SL1344_4203		27.1	28.4
SL1344_4204	yjcD	8	6.8
SL1344_4205	yjcE	48.3	52.4
SL1344_4206		24.6	28.6
SL1344_4207		5.1	4.9
SL1344_4208		2.3	3.1
SL1344_4209	actP	2.4	3.4
SL1344_4210	yjcH	1.7	2.3
SL1344_4211	acs	1.1	2.6
SL1344_4212		34	159.2
SL1344_4213	nrfA	30.4	427.5
SL1344_4214	nrfB	37.3	269.3
SL1344_4215	nrfC	23.1	313.9
SL1344_4216	nrfD	14.3	144.1
SL1344_4217	nrfE	10.3	71.6
SL1344_4218	nrfG	6.6	29.6
SL1344_4219	gltP	28.9	31
SL1344_4220	yjcO	12.9	27.5
SL1344_4221	SC4B5.11c	213.1	69.2
SL1344_4223	lpxO	24.4	15.7
