Locus Tag	Name	MEP	Cold shock (15C)	pH3 shock	pH5.8 shock	NaCl shock	Bile shock	LowFe2+ shock	Anaerobic shock
SL1344_2165	mglC	20.3	133.3	60.2	7.9	11.3	28.2	18.8	40.7
SL1344_2166	mglA	20	183.1	78.3	2.4	6.5	125.7	12.7	67
SL1344_2167	mglB	25.8	199.2	95.4	3	7.8	318.9	22.3	95.7
SL1344_2168	galS	7.2	22.1	12.8	3	5.5	91.4	4.9	38.2
SL1344_2169	yeiB	40.2	49.2	16.6	34.9	15.1	29.4	32.7	14.9
SL1344_2170	folE	47.7	47.1	11.7	30.3	17.3	48.9	43.2	19
SL1344_2171	yeiG	91	102.2	34.1	75.2	51.4	140	103.1	52.2
SL1344_2172		13	13.3	15.9	9	13.5	11.3	19.7	22.7
SL1344_2173		4.6	4.1	5.6	7.3	15.4	5.3	7.7	7.5
SL1344_2174		0.2	0.2	0.4	0.2	2.9	1.2	0.1	0.6
SL1344_2175		1.3	1.9	1.9	1.4	3.5	1.4	1.3	3.5
SL1344_2176	cirA	9.7	40.4	6.2	7.4	3.3	141.1	303.2	2.2
SL1344_2177	lysP	36.6	68.4	18.9	36.8	42.1	49.1	39	17.6
SL1344_2178	yeiE	30.5	46.8	40.9	29.3	41.2	43.7	36.3	30.2
SL1344_2179	yeiH	7.8	13.6	11.1	26.4	53.4	25.5	22.5	34.4
SL1344_2180	nfo	44.6	56.8	29.2	28.5	36.9	60.7	43.9	27.8
SL1344_2181	fruA	5.4	13.7	7.2	3.1	2.3	3.1	3	4.3
SL1344_2182	fruK	4.4	16.7	3.6	2.4	3	2.9	2.4	8.5
SL1344_2183	fruB	4.4	17.2	7.5	2.3	2.3	2.5	1.2	3.5
SL1344_2184	setB	3.8	10.2	3.9	5.6	3.5	2.6	4.1	3.6
SL1344_2185	STM228	4.9	9.7	9.6	15.2	27.1	8.6	7.9	7.3
SL1344_2186	STM229	8.4	6.7	10.6	7.7	16.6	17	5.9	7
SL1344_2187		22	61.8	12.8	18.6	28.7	32	26.4	12.3
SL1344_2188	yeiP	156.2	140.4	54.3	95.6	47.6	209.2	126	34.1
SL1344_2189	yeiR	21.8	51.7	21.7	14.9	23.7	37.4	25.7	20.1
SL1344_2190	yeiU	113.3	131.9	103.7	289.6	118.6	119.9	76.9	24.2
STnc3010		135.8	185.1	189	130.5	197.8	207.3	174	243.8
SL1344_2191	spr	744	1309.2	960.1	482.6	312	1272	600.4	598.8
SL1344_2192	rtn	35.1	48.7	25.8	23.8	27.6	30.9	36.6	30
SL1344_2193	yejA	22	27.6	15.7	13.4	8.4	25.1	23.9	19
SL1344_2194	yejB	26.7	29.7	19.4	19.9	14.2	27.8	29.2	23.1
SL1344_2195	yejE	18.3	29.3	7.2	9.9	3.8	19.1	20.9	12.7
SL1344_2196	yejF	20.7	20.3	13.4	9.4	3.2	18.1	20.3	10.7
SL1344_2197	yejG	107.3	622	343	511.8	1128.6	185	128.7	77.4
STnc1340		87.8	270.5	1736.7	224.4	180.8	125	149.7	1427.2
SL1344_2198	bcr	24.2	29.6	19.7	20.9	14.9	26.5	19.7	13.1
STnc1540		272	105.8	295	334	353.2	52.2	315.9	413.3
SL1344_2199	rsuA	29.1	44.1	10.8	29	20.6	39.7	30.9	19.9
SL1344_2200	yejH	13.7	13.4	5.5	8.9	7.5	12.8	13.5	7.2
SL1344_2201	rplY	1363.2	1536.5	762.2	1667.2	809	1505.3	945.3	183.3
SL1344_2202		135	103.8	62.7	110.7	84.5	176.1	100.8	63.4
SL1344_2203	yejK	61.8	60.5	20.8	50.7	20.3	94.8	42.1	19.8
SL1344_2204	yejL	233.6	364.7	267.1	222.5	222.7	272.8	214.3	93.3
SL1344_2205	yejM	77.1	112	48.2	58.6	58.1	78.1	76.6	28.2
SL1344_2206		2.3	3.1	1.4	1.4	2.5	1.5	2	2.4
SL1344_2207		0.7	2.1	0.6	1.4	2.3	0.8	1.2	2
SL1344_2208	oafA	198.2	170.9	332	212	94.9	256.7	197.5	29.6
SL1344_2209		5.2	7	2.2	7.6	9.2	5	6	1.3
SL1344_2210		3.5	2.4	0.9	3.1	3.6	4.9	3.9	6.2
SL1344_2211		1.2	2	0.5	1.1	2.3	2.6	1.4	1.5
SL1344_2212		0.8	0	0.3	0.3	0.7	1.3	0.2	0.3
SL1344_2213		0.6	0	0	0	0.5	0	1.5	0
SL1344_2214		115.5	129.8	211.6	116.1	97	335	219.1	100.7
SL1344_2215		5.2	5.6	5.3	6.6	6.9	7.6	12.1	5.8
SL1344_2216		1.2	2.1	2	1.8	1.2	1.5	2.2	1
SL1344_2217	sspH2	6	9.4	4.8	6.2	6.5	6.6	8.6	8.6
SL1344_2218		0.3	1	0.8	1.3	0.8	0.6	1.2	0.7
SL1344_2219		0.2	1.3	0.8	0.8	0.6	0.7	0.6	0.9
IsrG	IsrG	5.6	4.4	1.7	5.3	1.8	2.1	7.3	1
SL1344_2220		2	4.1	0.8	0	5	0.6	2.4	2.1
SL1344_2221		1	0.7	2	1.9	8.2	1	1.9	1.3
SL1344_2222	narP	22.4	19.8	16.4	20.9	22.1	28.6	13.4	31.1
SL1344_2223	ccmH2	3.3	1.4	2.4	1.4	0.5	3.6	2.8	53.3
SL1344_2223A	ccmG2	0	0	0	0	0	0	0	0
SL1344_2223B	ccmF2	0	0	0	0	0	0	0	0
SL1344_2223C	ccmE2	0.9	0	0.3	0.6	0.4	1.2	0.8	12.5
SL1344_2223D	ccmD2	0	0	0	0	0	0	0	0
SL1344_2223E	ccmC2	0	0	0	0	0	0	0	0
SL1344_2223F	ccmB2	0	0	0	0	0	0	0	0
SL1344_2224	ccmA2	1.2	0	1.1	0.2	0.3	3.6	0.6	23.1
SL1344_2225	napC	11.1	11.7	6	2.9	5.9	20.3	7.2	301.5
SL1344_2226	napB	7.6	6.5	2.2	3.6	1.5	7.5	6.7	228.4
SL1344_2227	napH	10.9	13.3	6	4.4	3.5	15.1	6.1	372.2
SL1344_2228	napG	6.9	5.4	1.6	2.1	1.2	8.2	2.8	274.2
SL1344_2229	napA	9.5	12.9	5.2	3.2	4.2	13.9	5.7	420.4
SL1344_2230	napD	11.4	14.9	11.2	1	6.5	15.9	5.5	677.4
SL1344_2231	napF	7.4	5.5	2	1.6	3.1	15.2	4.2	404.4
SL1344_2232	eco	17.3	33.5	52.9	13.9	214.5	45.7	28	37.2
SL1344_2233	yojI	36.1	48.4	20.6	27.7	9.2	52.1	41.4	3.8
SL1344_2234	alkB	11.4	8	7.3	12.1	6	15.6	7.6	9.4
SL1344_2235	ada	17.7	13.5	10.5	20	11.4	28.3	17.1	14.6
SL1344_2236	apbE	21.2	18.3	12	25.6	5.5	29.1	17.1	5.4
SL1344_2237	ompC	876.4	671	133.3	561.3	739	1524.8	1093.1	835
MicF	MicF	959.5	646.5	2824.9	3858	2158.5	3785.1	2265.5	3460.7
SL1344_2238	yojN	81.3	89.5	64.2	81.5	53.3	90	100.7	50
SL1344_2239	rcsB	147.6	162.7	45.5	113.7	123.3	213.5	165.6	72.3
SL1344_2240	rcsC	35.6	52.1	17.2	21.3	21.4	45.9	37.5	15.7
SL1344_2241	gyrA	228.7	217	69.8	175.2	127.6	246.7	183.1	60.4
SL1344_2242		5.5	11.2	3.1	4.8	36	5.1	5.4	5.2
SL1344_2243		0.7	2.7	0.7	1	7.5	1.1	1.1	1.1
SL1344_2244		8	16.4	9.4	5.4	106	15.4	10.4	11.7
SL1344_2245	ubiG	65	85.9	37	44.4	96.5	83.1	58.6	49.1
SL1344_2246	nrdA	183.2	175.8	58.2	104.4	66.5	207.7	159.8	102.6
SL1344_2247	nrdB	167.2	126.3	32.6	97.3	44.9	205.5	146.8	81.9
SL1344_2248	yfaE	230.1	113.8	46.2	153.3	66.2	294.6	182.6	73.3
SL1344_2249		12.6	18.1	11.5	10.9	10.7	8.8	11.6	9.2
SL1344_2250		6.4	11.6	14.7	3.7	7.9	36.7	5.9	37.7
SL1344_2251	glpQ	399.4	617.9	163.1	14.7	90.4	823.4	125.4	1103.4
SL1344_2252	glpT	158	291.7	78.5	9	63.7	741.2	55	535.1
SL1344_2253	glpA	17.8	46.1	48.2	1.2	7.4	150.7	11.1	526.2
SL1344_2254	glpB	18.4	47.9	18.2	2.1	6	49.4	12.5	435.9
SL1344_2255	glpC	30.3	52.9	20.8	8.9	11.6	52.4	20.9	579.4
IsrH_1_2	IsrH_1_2	1.7	0.5	1.8	2.4	10.6	1.3	1.6	3.8
SL1344_2256	sseL	2.5	9.8	4.1	4	76.3	5.5	4.9	25.1
SL1344_2257		15.1	24.6	5.5	13	7.7	17.8	21.1	54.8
SL1344_2258		2.8	2.1	0.8	1.3	1.5	7	2.8	7.1
SL1344_2259	yfaV	3.2	3.2	1.6	2	4.5	4.9	3.8	9.2
SL1344_2260	yfaW	3.4	5.6	4	5	5.5	5	5.5	12.9
SL1344_2261	yfaX	0.8	3.7	2.9	0.5	2.6	2.1	0.6	9.7
SL1344_2262		27.1	26	31.3	24.9	27.2	47.4	39.2	33.1
SL1344_2263	yfaZ	95.5	73.9	57.7	180.9	57.7	146.9	106.7	37
SL1344_2264	yfaO	66.8	117.8	80.3	51.1	130.8	129.9	66.9	86.8
SL1344_2265	ais	59.3	167.6	47.5	66.1	25.3	70.4	32.6	10.8
SL1344_2266	yfbE	55.5	78.8	30	69.7	43.1	97.6	45.9	12.9
SL1344_2267	pmrF	51.2	55.8	34.8	63.7	49	92.1	43.7	17.7
SL1344_2268	yfbG	43.5	43	17.3	45.7	25.4	69.4	36.3	12.5
SL1344_2269		42.9	33.4	13.8	37.1	21	66.9	32.9	8.1
SL1344_2270	arnT	33.6	29.7	15.9	28.3	20.1	47.3	26.2	11.1
SL1344_2271		35.1	21.7	29.8	30.9	19.8	35.2	33.1	13.8
SL1344_2272		21	21.9	10.4	11.5	8.6	17.9	22	11.7
SL1344_2273	pmrD	327.8	295.7	315.3	686.4	1077.3	656.9	357.7	329.7
SL1344_2274	menE	22.3	13.9	10.3	17.6	7.6	29.2	19.5	42.9
SL1344_2275	menC	30.4	17.9	14.4	20.9	8.7	39.8	23.5	62.8
SL1344_2276	menB	17	22	7.4	12.3	10.5	35.3	17.1	39.3
SL1344_2277	yfbB	14.6	17.2	14.7	13	8.1	16.1	14.6	60
SL1344_2278	menD	11	11.3	12.9	9.6	4.9	17.8	9.3	95.9
SL1344_2279	menF	21.3	17.6	7.1	13.2	20.8	22.4	17.8	15.3
SL1344_2280	elaB	43.9	25.3	16.8	27.3	254.5	126.6	79.8	147.8
SL1344_2281	elaA	25.2	12.6	9.6	14.6	21.8	46.1	28.6	25.6
SL1344_2282	elaC	11.8	11.5	18.4	9.1	18.2	15.4	17	15.5
SL1344_2283		125.5	188.9	52.3	119.5	230.3	162.1	143.3	527.6
SL1344_2284	yfbK	6.9	6.9	4.3	5.4	4.4	5.7	6.4	7
SL1344_2285	nuoN	185.1	132	24.9	72.7	44.3	174.6	98.6	47
SL1344_2286	nuoM	183.3	130.1	20.9	63.2	37.2	191.6	91.2	45.3
SL1344_2287	nuoL	240.5	154.8	59.8	87.8	59.6	229.6	101.9	66.1
SL1344_2288	nuoK	204.2	149.2	24.9	67.4	33.2	179.5	59.2	45.7
SL1344_2289	nuoJ	217.6	145.7	29.5	70.9	45.1	213.2	73.5	53.2
SL1344_2290	nuoI	315.2	264.2	41.6	123.8	85.7	302.9	109.5	88.6
SL1344_2291	nuoH	262.9	162.2	58.9	119.7	62.4	229.5	90.6	80
SL1344_2292	nuoG	310.1	292.7	79.5	147.7	86.1	273.5	107.3	104.3
SL1344_2293	nuoF	254.3	217.9	40.5	123	71.1	248.6	89.8	93.1
SL1344_2294	nuoE	322	484.6	120.2	192.5	144.9	342	129.7	163.8
SL1344_2295	nuoC	254.1	328.9	67.4	168.8	120.4	227.3	91.2	106.2
SL1344_2296	nuoB	260.7	347.4	73.3	181	156.3	357.4	108.2	117.5
SL1344_2297	nuoA	211.2	382.5	96.6	167.6	228	328.7	122	109.9
SL1344_2298		9	16.3	11.8	14.1	21.2	18.3	7.9	6.5
STnc1550		83.5	92	176.4	78.1	139.2	97.6	78.8	188
SL1344_2299	lrhA	18.6	22.3	11.7	17	22.3	17.9	15.2	24.2
SL1344_2300	yfbQ	64.9	46.9	17	25.5	9.4	74.2	57.2	16.4
SL1344_2301		24.4	27	17.5	17.4	27	29.5	25.7	20
SL1344_2302	yfbS	22	28	21	11.6	17.3	30.9	21.9	84.2
SL1344_2303	yfbT	52.4	41	27.5	35.3	48.5	71.8	65.7	145.2
SL1344_2304	yfbU	46.1	46.9	20.2	30.1	75	91.5	58.8	102.1
SL1344_2305		31.9	37.7	24.1	30.3	83.3	42.9	33.5	33.2
SL1344_2306	ackA	473	404.3	133.6	313	149.2	529	362.4	143.4
SL1344_2307	pta	321.1	219.9	36.9	203	68	368.7	255.2	69.6
STnc1560		1331.1	692.4	1669.9	1588.7	1167.8	180.6	1303.7	1687.8
STnc3730		21.8	18.1	31.9	46.5	41.9	27.5	22.2	30
SL1344_2308	yfcC	11.8	13.6	10.8	9.5	5.3	9.3	6	5.7
SL1344_2309		30.4	31.5	7	8.9	12.1	24.7	29.8	621.5
SL1344_2310		18.6	18.5	4.7	3.7	4.1	12.6	16.9	406.2
SL1344_2311		20.4	34.9	9.5	2.8	6.5	56.5	19.3	557.3
SL1344_2312		11.5	17.5	5.4	1.5	8.7	62.7	15.4	444.9
SL1344_2313		18.1	35	81.8	1.5	10.7	234.8	17.9	844.4
SL1344_2314		15.9	21.5	12.5	13.5	11.5	36.7	20.2	84.7
SL1344_2315		141	101.6	34.2	84.1	74.3	193.9	137.2	66.1
SL1344_2316	yfcE	234.7	127.3	71.2	165.9	139.8	242.7	191.2	93.3
SL1344_2317	yfcF	14.6	19	6.9	14.1	16.4	21.3	22.9	18.6
SL1344_2318	yfcG	2.7	1.3	3.8	1.5	15	5.8	4.5	4.6
SL1344_2319	yfcH	12.5	16.2	5.1	9.1	18.5	11.7	12.8	27.1
STnc3740		39	10.5	33.2	27.4	75.5	7.4	56.4	79.5
SL1344_2320	hisP	23.7	24.5	11.6	12	11.2	21.3	12.9	10.8
SL1344_2321	hisM	21.8	21.1	15	14.3	11.8	21.6	14.8	10.9
SL1344_2322	hisQ	26.3	27.2	10.2	15.8	10.7	17.5	15.6	5.6
SL1344_2323	hisJ	73.4	89	62.9	56.8	36.6	88.2	53.9	30.8
SL1344_2324	argT	18.2	19.9	13.4	2.1	9.6	21.3	10.1	6.2
SL1344_2325	ubiX	43.6	54.6	23	29	50.5	59.7	41.2	44.6
SL1344_2326		24.3	23.9	17.6	16.4	20.8	24.1	22.3	19.9
SL1344_2327		8.9	11.8	7	8	12.3	9.2	12.9	10.2
SL1344_2328		2.9	2.6	1.7	2.1	2.6	4.8	4.2	3.2
SL1344_2329		3.6	2.4	1.1	2	2.6	2.2	3.6	3
SL1344_2330		6.5	7.1	128.3	3	5.3	28.8	8.3	9.4
SL1344_2331	purF	101.2	64.9	28.5	43.7	26.9	102.7	72.7	20.2
SL1344_2332	cvpA	256.2	217.5	66.9	93	75.3	190.8	206.2	37.9
SL1344_2333	dedD	164.7	128.7	108.9	146.7	108.1	162	161.9	123.3
SL1344_2334	folC	87.3	99.3	56.4	60	38.5	100.1	78.5	52.1
SL1344_2335	accD	258.6	280.3	124.5	211.7	100.8	283.8	204.1	98.1
SL1344_2336	dedA	63.2	73.2	32.2	56.6	29.2	77	47.8	21.4
SL1344_2337	truA	70.4	78.8	47.9	94.5	26	83	63.5	27.2
SL1344_2338	usg	53.9	69.5	19.5	53.6	16.8	62.7	45	15.6
SL1344_2339	pdxB	101.6	115.8	48.9	76.9	53.8	116.4	91.3	49.6
SL1344_2340	div	20.6	29.6	9.1	10.7	4.8	19.6	16	5.8
SL1344_2341		22.3	27.1	17.9	19.9	14.7	29.2	26.7	13.7
SL1344_2342		1.3	4.4	2.6	1.8	5	0.9	1.6	1.5
SL1344_2343		3	25.8	7.9	2.2	2.1	1.4	3.4	4
SL1344_2344		2.2	5.1	1.8	1.1	4.6	0.3	1.3	0.4
SL1344_2345		0.5	2.8	0.3	0.5	0.7	0	0.7	0.3
SL1344_2346		24.8	59.3	25.4	7.2	7.5	11	11	6.7
SL1344_2347	fabB	586.1	835.8	349.1	97.2	129.9	303.7	356.1	316.5
SL1344_2348	mnmC	48.1	49.5	34.3	27.2	36.5	34.8	37.1	40.7
SL1344_2349	yfcL	219	181	201.1	178.4	64.8	202.2	191.8	70.3
SL1344_2350	yfcM	112.5	91	97.8	76.6	25.5	81.1	80.9	17.2
SL1344_2351	yfcA	39.3	53.5	22	22	13.9	39.5	32.2	9
SL1344_2352	mepA	55.4	59.6	37.5	38.7	17.6	48.7	51.9	16.6
SL1344_2353	aroC	64.6	64.9	24.9	47.5	23.4	82.7	65.8	22.6
SL1344_2354	yfcB	114.9	106.4	65.4	90.2	36.2	139.3	98.9	31.2
SL1344_2355	yfcN	16.6	21	20.8	13.2	9	21.5	19.2	16.8
SL1344_2356	sixA	196.6	178.3	97	152.3	118.5	148.8	157	115.7
SL1344_2357	fadJ	9.9	14.2	8.2	4.7	28.5	18.9	13.9	49
SL1344_2358	fadI	1.5	3.5	4.9	0.8	8.2	12.8	1.5	1.9
SL1344_2359	yfcZ	130.8	59.7	170.6	87.8	70	132.4	100.5	759.2
SL1344_2360	fadL	81.5	130.2	40.2	32.3	28.1	61.3	30.8	15.1
SL1344_2361	vacJ	158	103.7	46.1	87.3	52.3	232.2	148.5	93.6
SL1344_2362	yfdC	4.1	3.1	2.6	3.6	20.1	8.2	7.3	8.9
SL1344_2363	pgtE	5.3	11.5	3.7	5.5	31	5.6	9.1	12.8
STnc3750		14.1	2.7	12.6	8.7	109.2	25.4	15.4	31.1
SL1344_2364	pgtA	9	9.1	4.5	5.3	5.2	14	9.4	15.1
SL1344_2365	pgtB	9	7.7	3.1	4.9	4.5	10.6	8.8	14.3
SL1344_2366	pgtC	2.9	5	1.2	1.2	8.1	7.3	3	11.6
SL1344_2367	pgtP	1.4	3.1	1.6	1.5	4.8	2.6	2.3	7.1
SL1344_2368		17.8	23	21.6	12.8	30.9	31.2	26.7	76.9
SL1344_2369	lpxP	3.6	41	6.6	1.8	2	2.2	4.2	2.5
SL1344_2369A	ypdK	532.1	236.1	281.9	1097.4	151.5	1203.7	909.1	440.1
SL1344_2370	yfdZ	47.5	51.7	25.1	24.7	56	76.3	66.7	51.7
tpke70	tpke70	10.5	26.5	10.7	6.4	14.9	14	9	12.9
STnc3760		59.8	44.4	62.4	68.7	108.2	43.5	101.2	246.9
SL1344_2371	glk	41.9	64.8	31.5	8.4	36.9	107.4	35.5	71.1
SL1344_2372		7.7	6.4	8.7	5.8	7	8.2	8.3	13.3
SL1344_2373		4.7	3.8	2.2	2.9	7.1	6.7	7	18.7
SL1344_2374		17.4	17.2	14.7	9.3	20.1	31	24.1	47.6
SL1344_2375	ypeC	28.1	16.5	37	21.1	63.1	44.2	39.7	37.1
SL1344_2376	mntH	16.3	23.4	34.4	15.8	55.8	52.7	128.2	6
SL1344_2377	nupC	246.1	216.1	142.6	37.1	28.5	426	119.7	229.3
SL1344_2378	yfeA	15.6	16.5	14.5	13.3	10.2	16	13.5	19.1
SL1344_2379	yfeC	68.7	56.5	107.8	25.7	90.1	255.8	55.4	380.6
SL1344_2380	yfeD	47.1	62.8	71.6	20.3	22.5	156.8	45.3	257.5
SL1344_2381	gltX	122.4	139.7	26.4	87.4	42.5	178.9	103.1	41.6
SL1344_2382	xapR	2	4.2	1.3	1.5	3.3	4.1	3.3	5.2
SL1344_2383		4.7	2.6	0	1.7	10.7	0.7	2.3	2.7
SL1344_2384	xapB	4.4	5.6	6.4	4.2	5.8	4.5	8.4	13.2
SL1344_2385	flhAb	0.6	1	0.2	0.6	1.6	0.6	0.3	0.7
SL1344_2386	yfeN	3.2	3.5	7.5	3.7	9.6	4.1	4.9	8.2
SL1344_2387	yfeR	5.1	6.5	1.8	4.7	11.9	9.9	7.8	5.7
SL1344_2388	yfeH	20.8	18.5	17.9	16.4	8.2	25.2	16.9	17.6
SL1344_2389		59.2	42.7	14.4	51	56.8	60.8	61.2	36.9
SL1344_2390	lig	39.8	49	14.1	34.3	28.7	56.4	41.2	28.5
SL1344_2391	zipA	236.7	219.7	185.2	207.8	381.2	435.8	290.4	307.6
SL1344_2392	cysZ	26.2	22	13.7	20.6	52.8	44	31.7	20.6
SL1344_2393	cysK	30.9	42.9	15.7	33.1	184.8	59.2	39.6	64
SL1344_2394	ptsH	356.2	301.4	109.8	188.8	200.1	497.5	274.2	399.4
SL1344_2395	ptsI	350	252	121	230.9	170.9	373.4	311.6	386.3
SL1344_2396	crr	597.1	420	292.1	421	429.4	518.9	533.9	546
SL1344_2397		16.3	8.6	2.7	16.9	9.9	32.5	25.1	13.1
SL1344_2398	pdxK	18.7	15.5	7	18.9	15.5	27.3	19	14.3
SL1344_2399	ptsJ	11	11.5	8.2	12.3	14.4	16.8	16.8	10
SL1344_2400	yfeJ	9.3	7.8	3	6.2	5	15.5	9.9	5.2
SL1344_2401	yfeK	17.8	13.6	8.6	14.2	4	19.3	20.5	7.9
SL1344_2402	yfeL	22.8	32.3	18.5	21.5	35.7	27.8	27.4	19.8
SL1344_2403	cysM	13.1	23.2	9.2	19.1	20.9	25.3	18.9	11.4
SL1344_2404	cysA	3.3	3	1.5	7.5	19.6	4.2	4.1	3.9
SL1344_2405	cysW	2.3	3.6	1.1	8	29.4	4.4	2.6	2.6
SL1344_2406	cysU	1.7	3.7	0.8	9.7	38.2	1.7	1.4	2.9
SL1344_2407	cysP	1.8	4.9	2.6	6.1	54.5	2.3	1.9	2.8
SL1344_2408	ucpA	71	73.6	153.8	39.8	41.7	164.6	83	308.7
SL1344_2409		66.8	64	25.8	54.1	30.5	77.8	51.9	114.2
SL1344_2410	yfeY	28.4	64.8	12.2	19.5	15.4	32	27.2	12.6
SL1344_2411	yfeZ	38.8	29	18.9	29.8	25.8	40.6	31.8	22.8
SL1344_2412		55.5	27.7	16.1	39.7	41.2	80.4	61.6	41.9
SL1344_2413	amiA	32.5	43.1	14.5	27.2	35.5	53.2	37.1	13.1
SL1344_2414	hemF	16.4	17.3	7.6	12.6	12.3	22	17.9	8.1
SL1344_2415		25.5	39.6	19.3	19.3	17.6	38.1	33.5	18.6
SL1344_2416		10	12.5	4.9	7.3	7.3	11.2	14.5	11.4
SL1344_2417	eutR	4.1	3	2.6	2.7	1.9	5.1	5.9	10.6
SL1344_2418	eutK	2.4	3.8	2	1.6	0.3	5.9	4.4	17.3
SL1344_2419	eutL	2.1	2.5	5	1.6	1.8	9	4	29.6
SL1344_2420	eutC	1	0.7	0.2	0.8	0.8	1.2	2.4	1.1
SL1344_2421	eutB	0.5	0.3	0	0.6	0.4	1.1	1.1	1.8
SL1344_2422	eutA	1.3	1.2	1.5	1.3	0.5	1.5	2.1	2.8
SL1344_2423	eutH	1.8	1.4	0.8	1.4	7.2	2.8	3.4	5.2
SL1344_2424	eutG	0.6	0.3	0.1	0	0.4	0.6	0.6	0.5
SL1344_2425	eutJ	1	0.2	0.6	0.5	0.4	1.4	0.7	0.8
SL1344_2426	eutE	1.1	0.6	0.6	0.6	1	1	1.9	2.3
SL1344_2427	eutN	0.7	0	0	0.5	0.6	0.4	1.2	1.4
SL1344_2428	eutM	1.6	1.4	1.7	0	2.3	1.6	1.2	7.8
SL1344_2429	eutD	0.3	0.4	0.2	0	0.7	0.5	0.5	1.3
SL1344_2430	eutT	0.2	0	0	0	0	0	0	0.7
SL1344_2431	eutQ	0.2	0.3	0	0.2	0.5	0.3	0	0.4
SL1344_2432	eutP	0.1	0.4	0	0	0	0	0	1.2
SL1344_2433	eutS	0.2	0	0.5	0	0	0.3	0	2.1
SL1344_2434	tnpA_1b	0	0	0	0	0	0	0	0
SL1344_2435	maeB	33.2	49.2	10.2	13.1	26	71.7	40	48.7
SL1344_2436	tal	5.1	3.9	1.5	4.1	38.3	17.5	13.5	8.4
SL1344_2437	tktB	7.8	9.2	3.3	6.2	22.5	12	12.8	9.5
SL1344_2438		69.4	102.3	61.6	65.6	74.5	114.5	95.3	83.4
SL1344_2439	ypfG	12.2	11.3	5	8.4	23	12.6	9.2	7.2
SL1344_2440	yffH	41.2	45.4	27.3	30.8	52.1	49.7	49.1	18.3
SL1344_2441		7.6	12.3	7.2	7.9	13.2	6.2	10.4	18.7
SL1344_2442	aegA	1.7	1.3	1.5	1.3	1.3	2.6	2.3	37.1
SL1344_2443	narQ	1.9	1.6	0.9	1.3	1.4	1.6	1.7	14.1
SL1344_2444	acrD	5.4	6.7	3.4	4.3	4.4	5.7	10.5	4.7
SL1344_2444A	ypfM	524.3	808.6	2583.5	597.5	1215.6	2597.6	740	10654.3
SL1344_2445	yffB	35.7	47.6	24.3	24.6	57.3	81.9	49.9	25.2
SL1344_2446	dapE	55.9	57.5	33.1	37.5	57.4	90.6	69.2	36.4
SL1344_2447		73	50.5	43.2	57.9	80.5	89.8	87.4	39.8
SL1344_2448	ypfI	15.2	12.8	12.6	8.8	12.5	22.2	16.3	15.7
SL1344_2449		32.6	33.4	32.6	17.2	32.9	43	31.1	34.9
SL1344_2450	purC	46.6	33.7	7.6	11.2	33.2	85.2	43.6	16
SL1344_2451	nlpB	200.6	222.4	86.8	135.7	96.2	259.2	198.7	125.9
SL1344_2452	dapA	272	257.3	108.9	162.8	163.2	420.2	279.5	212.5
SL1344_2453	gcvR	100.1	91.9	65.7	42.5	156.7	216.9	129.4	113.6
SL1344_2454	bcp	263.4	150.1	116.8	116.9	244.2	357.6	301.2	223.3
SL1344_2455		5.6	4.3	2	2.8	5.6	7.2	4	7
SL1344_2456	perM	46	38.6	25.3	27.4	23.8	44.8	39.1	28.6
SL1344_2457		33.4	34.8	14.4	24.7	37.5	47.7	41	38.5
SL1344_2458	yfgD	34.6	53	11.8	20.7	41.2	59.2	46.5	44
SL1344_2459	yfgE	146.2	153.9	62.5	78.8	67.4	112.5	104.7	45.8
SL1344_2460	uraA	56.2	84.5	36.9	65.2	9.6	60.9	23.2	8.9
SL1344_2461	upp	151.7	150.5	56.1	175.2	32.9	166.3	72.2	47.3
SL1344_2462	purM	71.7	68.9	24.1	26.2	32.7	85.3	63.8	16.8
SL1344_2463	purN	69.2	47.4	21	33.5	35.5	77.7	72.7	28.1
SL1344_2464	ppk	59.2	53.2	22.2	27	70.5	104.8	73.7	56.8
SL1344_2465	ppx	45.6	45.3	26.2	22.4	25.3	57.4	61.7	45.2
SL1344_2466		1.3	2.8	1.5	1.6	5.6	1.7	2.2	15
SL1344_2467		2.6	10.3	1.9	2.6	5.2	0.4	2.8	4.4
SL1344_2468		68.2	182.5	50.3	36.6	141.1	126.2	103.4	146.4
SL1344_2469		17.2	35.2	16.4	17.6	21.7	28.6	27	19.9
SL1344_2470		15.5	14.5	0.5	2.7	4.3	5.2	5.1	0.4
SL1344_2471	guaA	348.7	144.8	14.4	73.6	77.5	474.6	248.4	17.7
SL1344_2472	guaB	289.1	177.5	23	51.6	112.7	236.2	194.5	16.4
SL1344_2473	xseA	58.1	111.2	27.9	36.8	76.2	30.4	65.9	10.3
SL1344_2474	shdA	2.7	2.1	1.3	1.5	3.6	2.7	2.8	2.6
SL1344_2475	ratB	11.1	15.7	8.8	4.7	3.4	10.7	10.9	8.1
SL1344_2477	ratA	5.6	4.7	4	4.3	9.9	6	8.5	8.7
SL1344_2478	sinI	1.6	1.1	0.9	0.6	1.6	2.1	1.8	3
SL1344_2479	sinH	1.1	1.2	0.7	2	6.2	1.1	2	1
SL1344_2480	yfgJ	37.7	89.7	15.5	40.2	21.5	37.3	26.6	14.8
SL1344_2481	engA	52	56	13.3	52.6	16.7	59.6	33.3	16
