Locus Tag	Name	MEP	Cold shock (15C)	pH3 shock	pH5.8 shock	NaCl shock	Bile shock	LowFe2+ shock	Anaerobic shock
SL1344_3962	ompL	0.7	0.9	0.7	0.6	5.9	1.2	1.4	1
SL1344_3963	yihO	6.8	7	9.6	5.7	6.4	7.8	9	12.8
SL1344_3964	yihP	6.1	3.9	3.9	4.2	3.9	6.2	8.3	11.6
STnc3120		20.7	26.1	39.1	37.4	245.4	41	49.9	89.8
SL1344_3965	yihQ	2.7	3.5	3.1	3.1	4.6	2.8	5.1	7.5
SL1344_3966	yihR	2.5	1.9	1	1	1.2	3.3	2.3	2.5
SL1344_3967	yihS	1	1.2	0.3	0.9	1	2	1.6	1.6
SL1344_3968	yihT	0.5	1.2	0.2	0.6	0.2	1.9	0.3	1.5
SL1344_3969	yihU	0.2	0.5	0.2	0.5	0.6	1.2	0.1	1.1
SL1344_3970	yihV	1.4	2.8	1.6	2.1	4	6.3	3.5	5.1
SL1344_3971	yihW	49.9	39.2	57.4	30.3	43.9	90.8	48.6	95.9
SL1344_3972	yihX	76.8	66	37.1	62.7	82.6	128.3	86.4	50.9
SL1344_3973	rbn	61.4	83.6	38.6	39.2	52.9	95.9	70.3	53.5
SL1344_3974	yihZ	67.4	80.9	35.9	45.4	53.7	92.3	75.3	58
SL1344_3975	yiiD	53	51.5	12.2	34.6	27.4	74.6	61.9	31.7
SL1344_3976		24.1	24.6	26.3	25.5	83	46.2	38.4	44.2
SL1344_3977		43.7	23.3	11.5	56.4	151.3	71.7	87.2	91.9
SL1344_3978		6.3	10.5	4	2.2	13	14	9.4	5.8
SL1344_3979		73.6	29.9	48.8	66.8	235.9	157.6	131.1	172.5
SL1344_3980		25.7	12.8	19.1	23.7	51.5	39.6	37.2	48.6
SL1344_3981	fdhE	168.8	132	63.7	105.2	59.7	121.6	80.3	78.4
SL1344_3982	fdoI	259.1	156.5	64.1	124.4	119.8	218.1	76.1	110.4
SL1344_3983	fdoH	261.3	132.3	57.5	119.9	68.1	184.3	58.9	72.5
SL1344_3984	fdoG	280.6	179.7	38.1	113.4	86	228.9	70.4	65.4
SL1344_3986	fdhD	20.3	31.7	13.5	11.6	21.6	18.5	17.7	20.8
SL1344_3987		6.1	42.4	9.7	8.6	43.7	6.7	9.8	11.7
SL1344_3988	yiiG	0.6	2	2.2	1.3	7.4	1.3	1.2	1.8
SL1344_3989		20.1	51.2	11.6	31.7	62.6	36	59.8	6.2
SL1344_3990		28.7	64.1	46.6	62.5	130.1	46.1	105.2	14.7
SL1344_3991		73.4	94.3	80.5	100.9	175.8	78.7	140.3	60.2
SL1344_3992	yiiL	11.3	8.6	11.4	8.6	22.7	20.3	19.1	109.2
SL1344_3993		2.5	3.2	2.4	1.6	1	7.6	3.5	28.4
SL1344_3994	rhaD	2.8	5	4	1.1	1	3.9	4.2	15.5
SL1344_3995	rhaA	0.5	1.2	0.4	0	0.5	1	1.1	0.2
SL1344_3996	rhaB	1.1	0.7	1	0.3	0.5	0.7	1.6	1
SL1344_3997	rhaS	4.6	6.2	6.1	4.7	6.3	11.3	3.6	7.3
SL1344_3998	rhaR	5	10.7	3.7	1.3	4.6	38.6	5.7	39.8
SL1344_3999	rhaT	3.1	6.4	4.4	4.8	2.5	2.6	3.6	4.3
SL1344_4000		2.3	5.2	1.9	3	13.7	3.1	2.5	5
SL1344_4001		3.1	6.8	1.6	3.1	6.1	3.6	3.7	2.8
SL1344_4002		0.7	0	1.3	1.6	2.3	1.1	1.4	1.7
SL1344_4003		1	1.5	0.7	1	1.6	1.2	0.5	0.9
SL1344_4004	sodA	470.4	422.4	112.6	281	468.1	953.1	570.4	123.2
SL1344_4005	yiiM	32.5	29.7	9.7	12.2	22.7	51.3	38	52.7
SL1344_4006		48.5	35.1	29.8	23.9	38.7	58.2	57.7	101.3
SL1344_4007	cpxA	74.3	65.8	24.7	39.2	29.6	96.4	80.6	37.6
SL1344_4008	cpxR	69.5	82.8	18.7	39.1	56.3	105.7	80.2	46.8
SL1344_4009	cpxP	215.3	2022.1	209.1	34.6	1146.2	122.3	112.2	64.4
STnc870		1124.9	993.8	965.2	335.9	3857.7	992.1	653.5	450.3
SL1344_4010	fieF	97.8	127.2	66.9	103.8	104	123.8	101.1	86.6
SL1344_4011	pfkA	94.3	122.7	44.2	122.9	55.9	130.4	90.8	442.8
SL1344_4012	sbp	4.4	17.4	2	6	59.6	2.8	4.4	6.2
SL1344_4013	cdh-a	84.5	91.6	31.6	180.7	134.8	158.9	96.5	23.6
SL1344_4014		4.6	9.6	8.7	5.1	3.4	16.2	3.2	3.4
SL1344_4015		7.7	8.4	3.6	2	4.4	11.6	4.9	2.2
SL1344_4016		79.1	60	84.1	76.4	99.5	93.8	105.5	73.1
SL1344_4017		65.4	46.5	35.1	47.3	55.9	63.6	76.9	53.3
SL1344_4018		9.6	25.1	3	6.6	2.1	7.8	7.3	1.7
SL1344_4019	cdh-b	6.2	9.4	9.9	4.1	12.9	6.2	14.6	7.6
SL1344_4020		9	10.9	12.9	10.1	12.8	10.5	10.8	23.5
SL1344_4021	ydeV	6.9	8.7	4.3	5.5	3.6	9.5	5.7	5.3
SL1344_4022	ydeW	14.8	22.7	19.9	12.3	9.2	29	13.4	11.4
SL1344_4023	ego	0.8	3.2	1.4	0.8	1.1	5.8	1.5	4.9
SL1344_4024	ydeY	2.1	3	1.3	1	1.8	3.1	2.2	3.1
SL1344_4025	ydeZ	1.4	4.6	2.5	1.2	3.1	1.6	1.6	6.1
SL1344_4026	yneA	3.7	4.5	1.9	2.1	2.7	4.2	3.4	11.2
SL1344_4027	yneB	8.8	8.5	2.4	5.9	8.6	14.4	10.6	22.3
SL1344_4028	yneC	12.1	10.6	3.9	10.1	13.3	25.8	16.4	7.3
SL1344_4029		15.9	14.4	27.2	16.3	15.6	17.4	18.6	21.8
SL1344_4030	tpiA	259.9	349.3	92.9	179	247.6	463.4	327.1	647.8
SL1344_4031	yiiQ	45.7	38.2	30.2	48.3	83.3	69.3	69.9	60
SL1344_4032	yiiR	36.4	24.2	69.1	33.1	35.4	29.9	42.9	66.9
SL1344_4033	fpr	33.9	82.7	45.8	20.6	46.5	36.8	39.5	48
SL1344_4034	glpX	58.4	168.2	75.4	26.6	20.7	90.2	35	49.7
SL1344_4035	glpK	318.2	883.2	171	17.3	59.3	682.9	220	654.2
SL1344_4036	glpF	181.1	489.7	337.8	10.7	91.9	1192.2	117.9	367.4
SL1344_4037	yiiU	991.2	730.9	775.5	697.3	1366.8	1306.1	1285	1226.2
SL1344_4038	menG	135.2	145.9	77.1	148.9	184.4	169.7	156	269.3
SL1344_4039	menA	39	55.5	12.5	33	16.3	38.2	32.9	8.3
SL1344_4040	hslU	309.6	388.7	52	150	485.8	225.5	471.5	74.1
SL1344_4041	hslV	294.9	420.1	33.3	115.9	670.4	252.9	443.9	57.5
SL1344_4042	ftsN	134.7	181.8	102.7	97	148	203.1	149.5	143.6
SL1344_4043	cytR	56.2	79.6	25.7	13.5	15.6	130.2	55.7	122.3
SL1344_4044	priA	49.5	55.5	59.5	43	42.9	52	48.4	26.9
SL1344_4045	rpmE	1131	1804.7	923	1933.5	928	925.3	1005	157.5
SL1344_4046		6.3	6.3	4.4	3.7	7.7	5.8	5.4	6.5
IsrP	IsrP	45.4	102.3	59.7	36.6	39.1	57.5	64.2	17.4
SL1344_4047		3.4	6.6	3.9	3.9	6.8	3.3	4.5	6.5
SL1344_4048	metJ	169	114.8	94.7	130.2	183.8	271.1	132.1	121.2
SL1344_4049	metB	37.1	28.9	21.7	28.2	21.1	41	35.8	20.4
SL1344_4050	metL	31.5	34.7	20.3	28.6	14.4	35.6	31.6	18.7
STnc4070		33.2	48.2	74.4	49.2	68.9	27.1	52.3	135.5
SL1344_4051		0.9	1.4	0.5	0.9	4.7	0.8	2.3	1
SL1344_4052		1.2	0.8	0.3	1.9	6.5	1.2	0.8	1
SL1344_4053		6.4	11.1	9.7	3	4.8	33.8	7	30.8
SL1344_4054		5.1	4.7	4.2	4.1	7.4	8.5	6.1	7.8
STnc4080		7.1	16.6	11.8	11.9	6.8	3.7	8.7	6.9
SL1344_4055	metF	7.2	8.4	5.3	9.6	10.3	9.3	8.2	10.1
SL1344_4056	katG	13.9	13.3	8.3	13	12.6	58.1	18.6	177.6
SL1344_4057	yijF	4.3	9	7.3	5.6	3.8	4.7	6.7	21
SL1344_4058	gldA	17.8	14.1	8.9	7.4	24.4	16.4	19	194.7
SL1344_4059	talC	16.1	14.1	7.2	10	27.2	28.6	15.4	114.5
SL1344_4060	ptsA	4.4	4.2	2.9	3.2	18	9.8	5.5	23.3
SL1344_4061	frwC	4.2	1.7	3.6	3.1	4.6	8.3	5.8	65.2
SL1344_4062	frwB	13.2	10.3	11.2	13.1	34.5	29.8	16.1	218.3
SL1344_4063	pflD	9.7	6.9	8.8	5.5	16.7	11.5	12.6	34.1
SL1344_4064	pflC	21.1	18.4	9.5	11.7	20.5	30.9	26.4	45.5
SL1344_4065	frwD	12.2	18.2	2.8	10.3	9.1	12.5	13.9	15.3
SL1344_4066	yijO	44	81.8	77.2	38.3	71.8	47.3	51.4	33.5
SL1344_4068	yijP	63.8	78.8	33.5	59.1	21.8	92	52.7	21.5
STnc1600		43.4	93.4	133.7	66.7	86.4	152.6	71.2	315.6
SL1344_4069	ppc	30	45.1	17.4	29.5	43.4	47.6	49.6	66.7
SL1344_4070	argE	19.3	29.7	10.8	10.7	51	38.4	33.4	47.9
SL1344_4071	argC	7.3	10.5	10.1	5.8	17	16.8	12.8	19.3
SL1344_4072	argB	15.1	8.5	5.7	9.2	16.4	19.6	18.6	10.8
SL1344_4073	argH	13.2	10.1	7.1	13.6	16.8	21.6	19.2	16.1
OxyS	OxyS	110.6	122	154.1	563.9	136	2125.1	116.3	121.1
SL1344_4074	oxyR	91.8	51.3	21.6	46.6	180.1	123.7	102.6	74.5
SL1344_4075	udhA	81.5	157	48.7	52.7	120.3	144.8	86.9	31.4
SL1344_4076	yijC	88.3	152.9	123.5	62.1	158.9	193.8	141.3	144.3
SL1344_4077	yijD	62.8	121.5	65	61.6	113.1	107.7	111.3	134.8
SL1344_4078	trmA	48.4	68	32.3	59.7	35.6	46.3	34	21.1
SL1344_4079	btuB	57.6	76.4	31.9	43.8	44.4	96.3	61.1	55.2
SL1344_4080	murI	108.7	101.2	38.4	70.3	44.6	133.2	111.9	82.8
SL1344_4081	murB	54.3	67.1	27.5	36.7	30	55	52.4	35.2
SL1344_4082	birA	67.3	67.6	27.5	38.2	32.2	84.3	59	50.2
SL1344_4083	coaA	84.7	177	122.4	58.8	42.6	181.2	64.8	33.8
SL1344_4084		0	0	0	0	1	2.7	1.4	4.1
SL1344_4085	tufB	907.8	772.7	178.1	709.8	388.3	1374.6	843.7	310.6
SL1344_4086	secE	387.8	562.1	205.9	433.4	171.3	436.8	283.3	124.5
SL1344_4087	nusG	481.8	443.2	129.8	668.5	191	451.6	364.9	150.8
SL1344_4088	rplK	1497.4	1107.2	418.2	1699.5	543.4	1750.2	879.6	178.3
SL1344_4089	rplA	2078.6	1214.6	423	2384.4	661.1	1802.6	1185.3	196
SL1344_4090	rplJ	5507	3183.7	1143.8	4763.5	1267.1	3295.5	2730.3	576.3
SL1344_4091	rplL	6342.1	4705.3	2620.8	5671.2	3055.2	5392.6	3152.8	948.4
SL1344_4092	rpoB	370.6	259.7	61.9	395	94	399.2	245.9	71.9
SL1344_4093	rpoC	407.6	250.5	55.9	451.5	91	423.6	262.6	71
SL1344_4094		19	57.6	4.5	17.1	12.1	27.7	9.7	4.4
STnc3490		36.2	88.5	46	66.9	310.2	34	55.4	51.3
SL1344_4095		5	72.1	26.6	16.1	12.8	8.4	5.2	0.8
SL1344_4096	sseK1	29.4	74.2	57.8	42.3	334.2	77.5	65.3	47.7
SL1344_4097		99.4	139.3	179.3	75.2	339.9	86.9	80.9	74.8
SL1344_4098	thiH	4.5	5.3	2.6	6.4	8.1	9.1	6.3	2.6
SL1344_4099	thiG	3.7	3.8	1.9	4.7	7.1	8.3	5.9	2.2
SL1344_4100	thiS	3.8	1	0.8	2.7	5.9	13.9	6.6	0.7
SL1344_4101	thiF	4.2	2.5	3	3.9	8.3	8.4	3.8	2.4
SL1344_4102	thiE	4.4	5.9	3.9	6	12.1	6.2	5.1	2.9
SL1344_4103	thiC	7.4	23.7	5	7.8	20	11.6	8.9	2
STnc1460		8416.9	4050	4378	8224.1	6500.3	327.1	6878.7	5286.7
SL1344_4104	rsd	14.7	61.1	28.8	19.4	194.1	44.5	28.8	30.9
SL1344_4105	nudC	15.6	17.7	14.4	9.1	29.5	23.9	18.8	18.1
SL1344_4106	hemE	41.7	56.5	32.1	29.1	60.3	51.1	44.1	40.1
SL1344_4107	nfi	43.2	28.4	12.9	26.2	59.8	58.9	42.8	34.4
SL1344_4108	yjaG	174.6	152.6	90	109.9	163.2	163.6	160.6	100.5
SL1344_4109	hupA	4372.7	5172	4535.3	2956.6	4837.6	4481	6413	2831
SL1344_4110	yjaH	112.2	118.5	50.5	70.1	58.3	118.3	103.7	52.9
SL1344_4111	zraP	3	4.5	2.2	2.7	4.1	3.8	2.1	6.6
SL1344_4112	hydH	27.5	17.9	18.6	16.5	23.2	48.8	32.2	43.3
SL1344_4113	hydG	40.3	30.6	22.1	25.3	30.6	51	40.4	51.4
SL1344_4114	purD	27.8	14.1	4.3	7.6	5.8	30.4	24.2	4
SL1344_4115	purH	26.1	47.5	7.7	6.9	9.3	34.5	25.2	4.5
SL1344_4116	yjaB	104.1	77.6	145	78.1	175.5	130	129.9	97.4
SL1344_4117	metA	8.1	11.4	8.8	5.5	18.3	12.9	11.4	35
SL1344_4118	aceB	2.1	2.6	0.5	1	4.7	3.5	3.7	2.3
SL1344_4119	aceA	5.3	2.7	3.5	2.7	4.7	4.7	6.8	4.8
SL1344_4120	aceK	6.8	8.3	7	4.9	6.9	5.9	8.2	7.6
SL1344_4121		32	41.9	14.3	22.4	17.6	31.9	31	22.6
SL1344_4122	iclR	74.3	106.3	68.3	44.3	37.4	82.7	73.2	29.2
SL1344_4123	metH	21.7	24.3	14.4	12.4	20.2	34.7	31.3	19.7
SL1344_4124	yjbB	20.4	20.6	10.9	17.1	44.1	19.8	19	22
SL1344_4125	pepE	10.8	16.5	7.1	5.1	10.6	30.2	12	148.5
SL1344_4126		12.8	34.6	25.7	10.6	41.8	30.8	15.3	39.2
SL1344_4127		218	128.6	147.6	158.1	101.3	300.5	217.3	113.7
SL1344_4128	yjbC	115.6	94.4	39.7	63.9	36.8	113.7	79.8	52.7
SL1344_4129	yjbD	46.9	107.1	140.3	35.2	59.9	80.2	55.5	114
SL1344_4130		4.4	5.1	5	5.7	8.7	4.8	11.5	12.1
SL1344_4131		1.7	3.7	2.7	1.1	12.4	1.8	2.3	22.7
SL1344_4132		3.3	3.6	2.8	2.3	5.9	2.4	2.1	4.4
SL1344_4133		4.2	9.1	4.7	2.7	2.6	4.9	2.9	2.2
SL1344_4134		3.3	3.1	0.5	3.3	3.4	5.6	6	4.9
SL1344_4135		3	4.2	3.4	2.4	5.3	3.5	4.1	5.7
SL1344_4136		1.5	0.7	0.3	0.2	0.8	2	1.3	0.9
SL1344_4137		0.9	0.7	0.1	0.2	0.5	0.7	0.6	0.4
SL1344_4138		0.6	2.3	0.5	0.4	1.4	0.6	0.7	0
SL1344_4139		26.6	45.1	52.3	30.3	27.6	30.2	28.8	12.8
SL1344_4140	gtrBb	22.7	32.1	36.3	23.9	11.2	18	15.7	5.2
SL1344_4141	gtrAb	37.9	52	49.6	34.8	60.5	34.2	25.4	37.1
STnc4100		43.6	61.5	95.7	65.4	39	20.7	68.3	91.9
SL1344_4142		7.1	2.9	2.7	1.9	4.9	10	5.7	6.5
SL1344_4143		2.2	1.4	1.1	1.8	1.6	3.3	3	2.1
SL1344_4144		1.6	0	3.1	1.9	4.1	1.7	2.9	1.4
SL1344_4145		2.6	2	1.2	1.8	1.8	4.3	4.2	4.5
SL1344_4146		0.9	0.4	0.5	0.6	0.7	1.3	1.4	0.8
SL1344_4147		1.5	4.6	1.5	0.9	3.8	3.3	2.3	2.7
SL1344_4148		1.2	2.8	0.9	1	4.5	4.4	1.8	1.9
SL1344_4149		2.3	1.5	1.1	2.7	2.6	1.6	2.6	3.3
SL1344_4150		1	1	0.8	2.7	0.9	0	1.8	0
SL1344_4151		0.6	0.5	0	0.6	0.4	0.8	0.3	0.6
SL1344_4152		1.1	0.7	0.5	0	0	0.7	0	0.9
SL1344_4153		0.6	1.4	0.5	0.2	0.6	1.5	1.6	0.7
SL1344_4154		0.5	1.4	1.7	0	3	1.6	2.1	1
SL1344_4155		19.7	22.6	28.2	23.3	75.4	26.8	30.1	38.6
SL1344_4156	lysC	21.6	22.1	11.5	15.2	61.9	59.5	43.8	29.6
SL1344_4157	pgi	108.1	97.1	38.6	62.6	69.2	167.7	135.9	105.9
SL1344_4158	yjbE	14.7	6.8	10.1	10	45.6	15.3	11.9	10.6
SL1344_4159	yjbF	2.9	0.6	0.7	2	4.6	6.3	2.9	0.9
SL1344_4160	yjbG	2	1.7	0.2	1.8	1.6	4.3	2.3	0.6
SL1344_4161	yjbH	7.8	10.8	8.4	6.4	13.1	10.7	11	13.7
SL1344_4162	yjbA	23	42.4	17.5	24.7	45.6	16.2	29.6	22.6
STnc810		421.2	354.4	404.8	68.9	148.7	224.5	183.8	1837.2
SL1344_4163	malG	33.8	84.7	25	2.6	3.4	20.9	9.7	27.6
SL1344_4164	malF	36	102.9	13.6	1.4	3.1	39.1	8	18.6
SL1344_4166	malE	146.5	273.5	79.5	7.6	16.9	140.5	52.2	175.1
SL1344_4167	malK	122.4	300.7	344	2.3	5.2	182.1	20.8	63.4
SL1344_4168	lamB	174.6	321.6	44	9.2	15	119.2	72.2	179.9
SL1344_4169	malM	165.3	245.3	64.7	19.3	17.3	72.6	59.1	176
STnc2130		885.7	925	638.6	1037.7	460.7	145.9	722	3833.2
SL1344_4170	ubiC	47.8	107	151.5	49.4	87.6	93.8	57.3	28.4
SL1344_4171	ubiA	46	84.5	42.2	51.1	79.6	73.4	59.8	30.9
SL1344_4172	plsB	140.7	146.2	75.5	104.2	56.2	178.8	113.4	73.3
SL1344_4173	dgkA	68.2	84.3	75.4	63.1	67	85.5	73	39.1
SL1344_4174	lexA	360.7	690.1	392.4	250.1	531.4	330.7	265.4	134.5
SL1344_4175	dinF	42.8	83.3	36	38.1	40.2	36.1	26.5	12.4
SL1344_4176	yjbJ	171.2	152.8	202.1	178.5	1658.5	169	202.8	209.1
SL1344_4177	zur	62.7	79.2	44.4	40.4	60.4	65.7	59.2	57.5
SL1344_4178		12.4	11.4	8.1	8.6	21.8	17.9	18.2	27.9
SL1344_4179	yjbN	46.1	38	28.8	75.3	41.5	39.6	43.5	27.6
SL1344_4180	pspG	13.2	16.8	5.8	16.4	18.1	11.8	7.3	12.3
STnc880		1282.2	2947.3	5281.5	445.3	394.7	3254.2	1026.6	1098.4
SL1344_4181	qor	9.9	11.4	6.3	4.8	31.5	21.7	13.9	36.7
SL1344_4182	dnaB	124.1	106.3	34.8	69.5	48.6	152.7	119.1	42.6
SL1344_4183	alr-b	51.7	77.4	23.9	42	20	49.8	48.4	25
SL1344_4184	tyrB	26.3	55.7	13.7	15.8	23.8	46.4	39.4	22.6
SL1344_4185	aphA	28.1	40.1	29.1	21.6	40.8	90.7	38.1	42.8
SL1344_4186	yjbQ	41.3	33.3	35.3	25.6	65.8	73.2	46.5	64
SL1344_4187	yjbR	15.9	12.2	5	4.9	29.1	24.8	16.5	28.4
SL1344_4188		1	1.8	1.9	0.8	1.5	1	2.1	2.5
SL1344_4189		0.6	5.9	0.4	2.1	0.7	0.8	0.3	1.3
SL1344_4190	uvrA	47.9	37.4	24.7	53.9	35.2	49.2	43	18.5
SL1344_4191		5.3	12.4	5.6	8.1	16	17.9	16.5	20.7
SL1344_4192	ssb	151.5	247.6	165.8	185.5	203.5	230.3	154.5	77.7
SL1344_4193	siiA	4.3	4.6	4.1	4.1	7.3	2.2	3.8	2.7
SL1344_4194	siiB	3.8	5.8	5.1	2.2	7.6	2.4	3.7	2.2
SL1344_4195	siiC	5.5	7.4	6.3	4.4	11.9	5.1	3.8	2.2
SL1344_4196	siiD	7.1	6.5	5.3	4.4	8	5.5	5.6	2.5
SL1344_4197	siiE	13.4	10	7	6.9	10.5	14.9	13.9	12.2
SL1344_4198	siiF	17.6	20.8	24.3	22.7	17.8	25.4	26.7	13.5
SL1344_4199	yjcB	40.1	45.6	19.2	227.9	99.7	7.4	55	11.1
SL1344_4200	yjcC	12	18.1	10.5	9.1	21.2	15.1	11.6	4.3
SL1344_4201	soxS	39.6	23.7	36.9	136.1	653.8	66.9	55.7	61.7
SL1344_4202	soxR	21.2	21.7	15.3	22.4	50.9	31.5	27.3	19
SraL	SraL	21.9	8.8	26.7	9.6	390.4	16.5	53.8	227.8
SL1344_4203		11.8	6.5	8.6	6.9	72.6	20.4	25	28.4
SL1344_4204	yjcD	57.7	35	8	14.6	16.8	85	52.2	6.8
SL1344_4205	yjcE	23.8	30.1	15.3	15.7	36.2	34.8	37.6	52.4
SL1344_4206		27.3	20.8	29.7	16.8	26.5	30.2	28.3	28.6
SL1344_4207		23.3	11.6	17.5	71.1	3.7	14.2	15.2	4.9
SL1344_4208		10.7	6.3	7.8	24.7	3.2	9.3	7.7	3.1
SL1344_4209	actP	3.4	5.7	2.1	2.9	5	3.2	4.4	3.4
SL1344_4210	yjcH	2.8	4.6	1.6	2.6	3.2	1.8	2.7	2.3
SL1344_4211	acs	3.3	7.3	4.3	1.7	15	21.6	5.7	2.6
SL1344_4212		30.3	55	72.4	59.8	206.3	143.4	87.6	159.2
SL1344_4213	nrfA	1.8	1.6	1.6	2	5.8	3.7	2.1	427.5
SL1344_4214	nrfB	17.6	11.3	9.8	27.9	14.7	7.6	24.6	269.3
SL1344_4215	nrfC	6.4	6.8	4.1	9.7	3.6	3.5	7	313.9
SL1344_4216	nrfD	2.3	4.3	1.7	1	1.6	1.2	2.8	144.1
SL1344_4217	nrfE	2.8	2.9	2.8	2.6	3.2	1.8	4	71.6
SL1344_4218	nrfG	1.8	1.7	1.3	1.7	1.6	1.3	2.3	29.6
SL1344_4219	gltP	48.7	94.3	51.7	72	90.9	65	57.8	31
SL1344_4220	yjcO	30.6	34.2	18.7	19.2	38.1	34.6	30.7	27.5
SL1344_4221	SC4B5.11c	10.3	4.7	3.7	7.6	7	8.5	11.2	69.2
SL1344_4223	lpxO	30.2	46.1	18.4	80.4	120	80.5	55.7	15.7
SL1344_4224	phnO	13.2	15.3	5.6	18.7	42.7	21.4	17.2	13.5
SL1344_4225	phnB	7.6	11.7	7.4	8.5	56.4	9.2	13	9
SL1344_4226	phnA	61.4	66.6	37.5	68.9	195.8	92.9	56.6	22.9
SL1344_4227	proP	32	31.3	9.9	103.2	1160.2	54.7	87.4	58
STnc630		912.4	1472.1	2352	1642.1	3209	1476.4	843.8	512
SL1344_4228	basS	90.9	97	41.1	102.2	18	120.4	61.9	25.9
SL1344_4229	basR	71.8	81.8	39.6	80.7	40.8	94.4	43.9	28.6
SL1344_4230	yjdB	124.4	134.2	105.1	159.7	65.6	181.5	81.5	23.2
SL1344_4231	adiC	8.1	9.6	6.4	8.9	7.6	7.3	12	24.5
SL1344_4232	adiY	12	9.3	4.9	11.7	16.3	14.4	10.7	57.9
STnc1180		23.8	17.5	20.7	18.5	34.1	49	27.9	39.1
SL1344_4233	adi	3.7	4	2.7	2.1	2.7	3.9	5	4.7
STnc4110		27.4	22.3	25.2	31.2	120.6	35.8	40.7	114.2
SL1344_4234	melR	6.5	9.6	50.9	2.9	3.5	46.9	6.3	27.7
SL1344_4235	melA	1.2	1.4	0.7	0.7	2	1.7	1.5	5.9
SL1344_4236	melB	2.3	4.1	2.6	1.8	4.8	2.5	2.8	4.3
SL1344_4237	fumB	6.4	12.1	4	5.5	6.9	7	6.1	183.7
SL1344_4238	dcuB	2.6	8.7	3.2	1	3.9	9.2	3.8	249
SL1344_4239		14.9	55.1	39.8	5.6	8.9	89	16.7	756.9
SL1344_4240	dcuR	30.1	49.8	27.7	24.2	29.3	54.4	33.8	63.6
SL1344_4241	dcuS	19.6	17.4	20.8	15.5	13.8	36.8	17.8	52.6
SL1344_4242		0.8	1.5	0.8	0.8	2.5	1	1.2	160.3
SL1344_4243		1.9	1.3	0.8	0.4	3.5	3.2	3.1	83.1
SL1344_4244		2.2	1.9	1.9	1	2.2	3.3	1.9	104.4
SL1344_4245		6.3	3.8	5.3	4.6	9.1	4.6	7.2	120.5
SL1344_4246		0.4	0.7	0.5	0.6	1.7	0.7	0.5	1
SL1344_4247		4.2	3	2	3.9	8.1	4.6	2.9	6.5
STnc440		385	504.3	889.2	2385.1	2417.2	1197.9	408.5	1004.4
SL1344_4248		13.2	10	4.2	4.5	1.3	2.2	9.4	7.4
SL1344_4249		15.9	17.3	10.6	9.4	17.4	8.6	27.3	21.8
SL1344_4250	rtsB	39.7	28.8	27.3	12.2	8.9	17.8	67.7	38.7
SL1344_4251	rtsA	51.8	18.2	39.1	16.8	28.2	28.7	113.9	69.7
SL1344_4252		1.5	3.7	4.4	3	2.3	0	2.2	1.9
SL1344_4253		46.6	26.8	36.2	46	232.4	102.6	55.7	51.5
SL1344_4254		12.5	9.3	1	12.4	32.2	29.6	17.1	12.8
SL1344_4255	phoN	30.7	34.1	33.5	89.7	181.3	67.1	37.6	24.1
SL1344_4256		0.5	0	0	1	3.8	0	0	0
SL1344_4257		3.1	11	5.6	5.7	4.5	4.6	4.5	0.4
SL1344_4258		18.3	16.8	27.5	19.5	25.1	32.5	23.8	24
SL1344_4259	yjdC	67.9	66.6	34.4	30.5	240.2	129	81.3	49.6
SL1344_4260	dipZ	20.6	22.4	9.9	11.9	27.4	26.9	27.3	11.3
SL1344_4261	cutA	35.8	54.2	19.8	13.6	50.4	46.5	28.7	13.9
SL1344_4262	dcuA	42.9	39.9	14	16.4	23.7	68.8	27	353
STnc3000		21.8	89.5	46.5	58.4	193.6	4	87.5	8.1
SL1344_4263	aspA	309.4	275.9	139.9	108.6	188.7	614.7	256.2	2469.5
SL1344_4264	fxsA	179	202.5	49.5	139.7	781.4	146.3	258.6	103.4
SL1344_4265	yjeH	22.4	35.4	21.1	31.4	101.1	30.2	24.9	25.1
SL1344_4266	groES	5497.7	4003.6	669.2	1879.4	6560.7	9670.2	9715.4	982.1
SL1344_4267	groEL	1896.3	1715.5	125.6	600.6	1361.7	2269.7	2663.3	282.1
SL1344_4268	yjeI	215.7	203.4	269.3	166.2	404.5	492.9	301.5	583.2
SL1344_4269	yjeJ	23.6	40.1	28	20	54.6	15.3	33.2	26.9
SL1344_4270	yjeK	58.1	137.4	36.6	47.1	41.4	71.8	64.1	27.2
SL1344_4271	efp	1482.7	1123.4	808	1132.7	914.8	1212.5	1050	225
SL1344_4272	ecnA	154.1	127.7	45.3	128.4	78	52	126.4	75
SL1344_4273	ecnB	165.5	234.1	144.8	185.9	2162	554.7	645	1007.8
SL1344_4274	ecnR	149.9	99.1	108	73.9	27.2	130.9	146.1	18.9
SL1344_4275	sugE	52.2	191.7	24.7	36.6	95.9	37.4	63.2	53.4
SL1344_4276	blc	6.2	8.5	1.8	3.5	47.5	11.3	11.3	20.8
SL1344_4277	frdD	39.6	43.8	22.7	13.9	24.6	65.4	17	867.4
SL1344_4278	frdC	26.5	35.1	5.4	8.9	16.4	58.8	6.7	475.7
SL1344_4279	frdB	32.3	36.4	11.8	7.5	16.2	66.9	10.6	570.7
SL1344_4280	frdA	22	34.8	7.8	5.8	10	76.6	8.2	460.4
SL1344_4281	yjeA	50	72.9	42.5	68.3	22.7	56.1	24.6	17.1
