Locus Tag	Name	EEP	MEP	LEP	ESP	LSP
SL1344_2257		9.5	15.1	23.7	25.4	4.8
SL1344_2258		1.5	2.8	6.7	6.2	0.2
SL1344_2259	yfaV	3.6	3.2	6	6.7	1.6
SL1344_2260	yfaW	3.9	3.4	6.9	6.4	1.5
SL1344_2261	yfaX	1.2	0.8	2.6	3.3	1.5
SL1344_2262		32.7	27.1	23.3	19.5	6.7
SL1344_2263	yfaZ	117.5	95.5	74.8	31.5	7.6
SL1344_2264	yfaO	78.9	66.8	65.7	36.8	5.4
SL1344_2265	ais	60.8	59.3	67	24.8	1.9
SL1344_2266	yfbE	39.4	55.5	99.1	64	3.5
SL1344_2267	pmrF	33.7	51.2	88.1	60.1	1.6
SL1344_2268	yfbG	29.5	43.5	65.8	43.1	1.2
SL1344_2269		24.6	42.9	54.9	31.6	0.8
SL1344_2270	arnT	22	33.6	45.5	30.2	2.3
SL1344_2271		24.3	35.1	35.9	26.5	1.7
SL1344_2272		14.1	21	24.5	14.6	1.4
SL1344_2273	pmrD	291.9	327.8	438.5	365.8	28.9
SL1344_2274	menE	21.3	22.3	22.4	15.1	0.6
SL1344_2275	menC	27	30.4	27.9	22.9	0.7
SL1344_2276	menB	20.5	17	22.8	18.6	1.6
SL1344_2277	yfbB	18.7	14.6	17.2	16.8	0.9
SL1344_2278	menD	16.6	11	15.5	20	1.6
SL1344_2279	menF	22.5	21.3	27.5	15.3	2.6
SL1344_2280	elaB	25	43.9	164.8	291.2	150.3
SL1344_2281	elaA	18.8	25.2	23.6	17.9	1.9
SL1344_2282	elaC	12.6	11.8	12.2	13.6	29.7
SL1344_2283		92.1	125.5	159.5	356.8	8.9
SL1344_2284	yfbK	6.9	6.9	5.5	4.4	4.9
SL1344_2285	nuoN	104.3	185.1	123.9	61.5	1.6
SL1344_2286	nuoM	113.2	183.3	127.2	64.7	1.9
SL1344_2287	nuoL	153.6	240.5	160.9	94.7	1.8
SL1344_2288	nuoK	125.5	204.2	132.9	60.8	1.1
SL1344_2289	nuoJ	126.1	217.6	149.4	71.1	1.5
SL1344_2290	nuoI	194.7	315.2	218.8	98.8	1.6
SL1344_2291	nuoH	174.9	262.9	178.7	79	2.1
SL1344_2292	nuoG	190.8	310.1	230.4	118.2	3
SL1344_2293	nuoF	181.4	254.3	201.4	83	3.1
SL1344_2294	nuoE	258.9	322	281.7	138.7	6.4
SL1344_2295	nuoC	211.5	254.1	218.3	106.7	5.8
SL1344_2296	nuoB	268.2	260.7	276	143	6.1
SL1344_2297	nuoA	293.1	211.2	271.7	132.8	6
SL1344_2298		24	9	11.5	9.4	0.4
STnc1550		81.8	83.5	264.5	236.5	113.3
SL1344_2299	lrhA	24.4	18.6	31.4	30.8	13
SL1344_2300	yfbQ	39	64.9	37.4	29.2	2.8
SL1344_2301		20.9	24.4	18.9	15.6	2.4
SL1344_2302	yfbS	18.7	22	21.6	21.5	0.9
SL1344_2303	yfbT	40.6	52.4	41.9	57.7	12.3
SL1344_2304	yfbU	49.1	46.1	41	55.3	10.1
SL1344_2305		28.5	31.9	38.5	40.7	95.2
SL1344_2306	ackA	430.6	473	52.4	64.5	13.2
SL1344_2307	pta	214	321.1	35.8	30.6	3.2
STnc1560		238.3	1331.1	490.4	531.1	450.6
STnc3730		7.1	21.8	32	36.2	23.3
SL1344_2308	yfcC	14.1	11.8	4.2	4.3	0.9
SL1344_2309		5.4	30.4	26.4	36.6	2.9
SL1344_2310		2.9	18.6	15.4	21.9	0.5
SL1344_2311		2	20.4	19.7	28.7	1
SL1344_2312		0.6	11.5	11.8	17.5	0.8
SL1344_2313		2.4	18.1	23.5	38.4	5.8
SL1344_2314		8.8	15.9	19.1	17.4	1.5
SL1344_2315		119.7	141	105.6	74.3	10.1
SL1344_2316	yfcE	202.3	234.7	178.6	103	13.3
SL1344_2317	yfcF	14.4	14.6	19.5	23.8	12.3
SL1344_2318	yfcG	0.9	2.7	3.5	10.2	4.8
SL1344_2319	yfcH	8.5	12.5	15.9	19.3	19.5
STnc3740		27.1	39	44.4	154.9	944.5
SL1344_2320	hisP	18.3	23.7	28.9	15.6	3.7
SL1344_2321	hisM	22.9	21.8	30	15.2	8.6
SL1344_2322	hisQ	25.3	26.3	35.5	13.5	5.7
SL1344_2323	hisJ	65.6	73.4	77.5	47	17.9
SL1344_2324	argT	8.6	18.2	33.5	20.9	23.2
SL1344_2325	ubiX	41	43.6	49.1	37.7	5
SL1344_2326		27.4	24.3	23.3	13.5	3.3
SL1344_2327		10.2	8.9	14.7	13.3	5.6
SL1344_2328		2.5	2.9	5.4	5	0.6
SL1344_2329		2.2	3.6	2.9	2.2	0.5
SL1344_2330		3.9	6.5	8.2	12.3	1
SL1344_2331	purF	58.8	101.2	62.1	71.5	2.3
SL1344_2332	cvpA	162.8	256.2	138.2	180.5	3.9
SL1344_2333	dedD	170.2	164.7	154.9	101.3	5.5
SL1344_2334	folC	74.5	87.3	74.4	53.8	3.9
SL1344_2335	accD	274.1	258.6	228.2	95.3	5.8
SL1344_2336	dedA	104.9	63.2	64.3	27.7	2.3
SL1344_2337	truA	107.3	70.4	68.3	35.7	3
SL1344_2338	usg	77.9	53.9	42.9	19.2	0.5
SL1344_2339	pdxB	106	101.6	75.2	38.8	2.4
SL1344_2340	div	22.6	20.6	12.6	7.8	1.3
SL1344_2341		24.2	22.3	23.7	15.8	1.3
SL1344_2342		0	1.3	1.6	1.4	1.1
SL1344_2343		7.4	3	5.1	1.9	1.9
SL1344_2344		0.4	2.2	0.8	1.3	2
SL1344_2345		0.6	0.5	0.8	0.5	0.2
SL1344_2346		33.3	24.8	12.9	6.6	3.3
SL1344_2347	fabB	313.6	586.1	74.5	141.4	18.4
SL1344_2348	mnmC	35.4	48.1	19	24.1	2.7
SL1344_2349	yfcL	177.1	219	122.6	78.4	72.1
SL1344_2350	yfcM	122.2	112.5	49.7	13.2	0.7
SL1344_2351	yfcA	46	39.3	25.3	6.5	0.2
SL1344_2352	mepA	55	55.4	35.5	19	1.2
SL1344_2353	aroC	65.7	64.6	44.8	19.8	1.6
SL1344_2354	yfcB	140.6	114.9	73.7	28.9	1.9
SL1344_2355	yfcN	20.8	16.6	11.3	9.8	19.4
SL1344_2356	sixA	253	196.6	184.6	140.2	98.4
SL1344_2357	fadJ	5	9.9	19.3	25.4	7.8
SL1344_2358	fadI	1	1.5	8.4	7	2.4
SL1344_2359	yfcZ	67.5	130.8	75.6	131.8	7.7
SL1344_2360	fadL	143.1	81.5	128.6	53	39.5
SL1344_2361	vacJ	121	158	127.6	77.1	17.8
SL1344_2362	yfdC	2.8	4.1	14.9	20.3	9
SL1344_2363	pgtE	7.3	5.3	10	21.6	6.6
STnc3750		5.9	14.1	48.8	86.7	147.1
SL1344_2364	pgtA	7.2	9	12	13	1
SL1344_2365	pgtB	6.5	9	11.6	12.4	0.8
SL1344_2366	pgtC	2.4	2.9	7.6	6	2.2
SL1344_2367	pgtP	2	1.4	4	3.9	37.1
SL1344_2368		16.3	17.8	28.1	42.7	41
SL1344_2369	lpxP	9.8	3.6	5.1	2.2	1.9
SL1344_2369A	ypdK	239.8	532.1	600.1	236.8	342.9
SL1344_2370	yfdZ	50.3	47.5	50.1	38.7	7.1
tpke70	tpke70	6.9	10.5	10	9.9	6.3
STnc3760		35.2	59.8	51.9	63.4	17.8
SL1344_2371	glk	17.4	41.9	51.6	47.6	7.9
SL1344_2372		4.6	7.7	8.6	11.4	2.8
SL1344_2373		2.4	4.7	10.3	12.8	31.4
SL1344_2374		11.3	17.4	14.7	14.6	11.4
SL1344_2375	ypeC	17.8	28.1	45.9	59.6	18.5
SL1344_2376	mntH	15.6	16.3	19.4	21.4	35.5
SL1344_2377	nupC	106.5	246.1	116.8	43.2	32.9
SL1344_2378	yfeA	17.5	15.6	26.6	25	2.4
SL1344_2379	yfeC	47.1	68.7	129.8	116.9	56
SL1344_2380	yfeD	27.2	47.1	113.7	89.2	3.1
SL1344_2381	gltX	105.3	122.4	77.7	38.2	5.1
SL1344_2382	xapR	3.1	2	3.7	4.2	1
SL1344_2383		1.9	4.7	6.7	2.2	5.2
SL1344_2384	xapB	3.4	4.4	4.7	6.7	3.6
SL1344_2385	flhAb	0.9	0.6	1.2	0.7	0.5
SL1344_2386	yfeN	3	3.2	3.6	3.6	3.1
SL1344_2387	yfeR	5.4	5.1	6.9	6.7	1.4
SL1344_2388	yfeH	20.9	20.8	16.2	13.6	5
SL1344_2389		91.8	59.2	38.9	29	1
SL1344_2390	lig	56.7	39.8	31.8	17.3	1.4
SL1344_2391	zipA	256.9	236.7	226.4	165.1	32.1
SL1344_2392	cysZ	21.9	26.2	26	22.4	2.3
SL1344_2393	cysK	25	30.9	39.6	103.2	14.9
SL1344_2394	ptsH	770.3	356.2	274.1	246.6	49.5
SL1344_2395	ptsI	698.8	350	263.1	259.4	26.9
SL1344_2396	crr	940.8	597.1	399.7	488.6	161
SL1344_2397		15.9	16.3	10.6	6.7	0.3
SL1344_2398	pdxK	19.6	18.7	14.2	8.1	0.7
SL1344_2399	ptsJ	11.1	11	8.9	6.4	1.2
SL1344_2400	yfeJ	9.8	9.3	5	4.6	0.3
SL1344_2401	yfeK	14.4	17.8	10	6.3	0.7
SL1344_2402	yfeL	19.2	22.8	22	14.5	9
SL1344_2403	cysM	17.1	13.1	20.3	19.7	1.3
SL1344_2404	cysA	3.2	3.3	3.9	18.2	0.9
SL1344_2405	cysW	2.8	2.3	1.7	10.7	0.6
SL1344_2406	cysU	2.2	1.7	2	7.1	0.7
SL1344_2407	cysP	1.4	1.8	2.7	17.3	2.1
SL1344_2408	ucpA	14.5	71	210.3	204.8	32.4
SL1344_2409		63.7	66.8	53.5	40.8	1.3
SL1344_2410	yfeY	35.5	28.4	26.8	16.8	0.8
SL1344_2411	yfeZ	37.3	38.8	42.9	25.8	3.3
SL1344_2412		62	55.5	60.9	36.4	5.2
SL1344_2413	amiA	38.6	32.5	22.9	11.7	2.7
SL1344_2414	hemF	22.4	16.4	11.1	7	1.3
SL1344_2415		32.4	25.5	26.6	13.8	17.4
SL1344_2416		8.8	10	13.4	9.8	2.7
SL1344_2417	eutR	3.8	4.1	7.5	9.5	1.5
SL1344_2418	eutK	1.2	2.4	4.3	10.2	2.8
SL1344_2419	eutL	0.9	2.1	5.9	7.5	2.4
SL1344_2420	eutC	0.9	1	2.1	3	0.7
SL1344_2421	eutB	0.7	0.5	1.4	2.4	0.3
SL1344_2422	eutA	1.2	1.3	2.6	3.6	0.7
SL1344_2423	eutH	0.9	1.8	3.1	5.3	7
SL1344_2424	eutG	0.6	0.6	1.2	1.6	0
SL1344_2425	eutJ	1.1	1	2.4	2.3	0.2
SL1344_2426	eutE	0.9	1.1	1.6	2.3	0.2
SL1344_2427	eutN	0	0.7	1.6	2.4	0
SL1344_2428	eutM	0.5	1.6	3.7	15.5	0.6
SL1344_2429	eutD	0.2	0.3	1.2	2.3	0.2
SL1344_2430	eutT	0.4	0.2	1	1.5	0.1
SL1344_2431	eutQ	0	0.2	0.4	1.3	0.2
SL1344_2432	eutP	0.3	0.1	1.8	2.2	0.2
SL1344_2433	eutS	0.5	0.2	2	2.8	0.2
SL1344_2434	tnpA_1b	0	0	0	0	0
SL1344_2435	maeB	15.8	33.2	75.6	63.9	4.8
SL1344_2436	tal	2.7	5.1	17.6	25.3	19.6
SL1344_2437	tktB	6.3	7.8	18.7	25.3	16.2
SL1344_2438		63.5	69.4	89.5	147.6	5.5
SL1344_2439	ypfG	9.4	12.2	8.3	3	2.2
SL1344_2440	yffH	49.1	41.2	25.4	15.8	1.9
SL1344_2441		6.4	7.6	9.2	12.6	4
SL1344_2442	aegA	1.4	1.7	1.8	6.5	0.3
SL1344_2443	narQ	1.1	1.9	3	6	3.8
SL1344_2444	acrD	5.4	5.4	5.9	3.8	1
SL1344_2444A	ypfM	608.5	524.3	788.4	1716.2	1424.3
SL1344_2445	yffB	41.5	35.7	29.5	21.6	1.9
SL1344_2446	dapE	50.4	55.9	46.7	41.6	10.8
SL1344_2447		79	73	54.8	49.5	24.6
SL1344_2448	ypfI	13.5	15.2	12.5	12.3	3.4
SL1344_2449		25.6	32.6	28	23.3	21.4
SL1344_2450	purC	13.7	46.6	21.6	42.5	1.2
SL1344_2451	nlpB	170.6	200.6	168.3	105.9	5.6
SL1344_2452	dapA	239.5	272	220.6	132.5	11.1
SL1344_2453	gcvR	74.1	100.1	70.5	68	4.1
SL1344_2454	bcp	167.4	263.4	160.3	155.9	11
SL1344_2455		5.7	5.6	12	4.2	0.5
SL1344_2456	perM	47.3	46	39	18.3	2
SL1344_2457		27.7	33.4	30.2	24.1	4
SL1344_2458	yfgD	22.5	34.6	33.6	37.8	2.6
SL1344_2459	yfgE	143.3	146.2	95.7	34	3.9
SL1344_2460	uraA	45.8	56.2	47.6	22.4	1.6
SL1344_2461	upp	294.3	151.7	130.4	77.3	4.1
SL1344_2462	purM	38.6	71.7	40.1	65.7	1.8
SL1344_2463	purN	42.8	69.2	44.7	49	2.6
SL1344_2464	ppk	48.5	59.2	46.6	40.4	7.3
SL1344_2465	ppx	33.9	45.6	39.3	34	3.3
SL1344_2466		2.2	1.3	5.6	14	3.2
SL1344_2467		2.9	2.6	1.9	3	2.2
SL1344_2468		78.8	68.2	88.4	113.6	40
SL1344_2469		18.5	17.2	12.1	15	17.7
SL1344_2470		12.4	15.5	1.9	0.6	0
SL1344_2471	guaA	91	348.7	62.9	23.6	2.3
SL1344_2472	guaB	77.4	289.1	42.8	17.2	3.4
SL1344_2473	xseA	65.2	58.1	25.6	10.1	5
SL1344_2474	shdA	2.4	2.7	2.8	2	0.8
SL1344_2475	ratB	9.6	11.1	9.3	4.3	0.5
SL1344_2477	ratA	5	5.6	6.8	6.7	4.2
SL1344_2478	sinI	1	1.6	2.3	1.5	0.3
SL1344_2479	sinH	1.7	1.1	1.4	1.3	0.9
SL1344_2480	yfgJ	73.6	37.7	32.1	11.3	4.8
SL1344_2481	engA	78.8	52	52.4	19	3.2
SL1344_2482	yfgL	248.5	239.1	191.4	105.4	42.2
SL1344_2483	yfgM	149.8	147.2	113.9	63	6.1
SL1344_2484	hisS	157.6	140.3	117.7	69	6.8
SL1344_2485	gcpE	122.2	107.5	100	54.9	10.1
SL1344_2486	yfgA	135.7	111.3	91.8	59.5	11.2
SL1344_2487	yfgB	162.8	111.1	94.6	33.3	2
SL1344_2488	ndk	373.4	254.9	571.5	193.2	23.5
SL1344_2489		2.3	2.3	3.7	7.6	0.4
SL1344_2490		2.3	2.3	2.9	7.4	0.3
SL1344_2491		1.2	1.1	2.9	4.6	0.1
SL1344_2492		2.2	2.2	4.5	6.9	0.9
SL1344_2493	pbpC	7.5	10.6	11	8.2	0.4
SL1344_2494		19.4	24.7	31.9	25.6	2.4
SL1344_2495		22.5	34.1	39.7	46.2	15.6
SL1344_2496		15.3	11.4	15.7	9.6	5.1
STnc2070		1331.7	864.6	704.4	753.7	294.4
RyfA	RyfA	90.9	129.8	144	192.5	28.7
SL1344_2497	sseBb	63.4	89.2	32.4	16.3	0.8
SL1344_2498	pepB	57.2	77.6	33.6	19.2	1.6
SL1344_2499	yfhJ	235.6	224.4	101.4	40.8	6.2
SL1344_2500	fdx	240.1	235.8	107.4	32.4	1.3
SL1344_2501	hscA	159.5	141.8	56.8	20	2
SL1344_2502	hscB	249.9	192.7	71.8	20.5	3
SL1344_2503	iscA	710.5	647.9	239	72.5	15.5
SL1344_2504	nifU	318.9	283.2	114.2	38.9	14.5
SL1344_2505	iscS	242.8	229.3	91.5	28.1	11.1
SL1344_2506	yfhP	256.2	236.8	93.2	31.3	33.6
SL1344_2507		110.6	95.9	59.6	36	15
SL1344_2508	suhB	453	244	205.1	39	6.8
SL1344_2509		13.2	5.5	6.2	1.9	0.3
SL1344_2510	asrA	2.2	0.9	2	2	3.1
SL1344_2511	asrB	0.9	1.4	1.8	2.5	0.4
SL1344_2512	asrC	2.9	2.5	3.9	2.6	0.3
SL1344_2513		13.5	14	12.6	10.9	0.6
SL1344_2514		14.1	15.7	8.7	8.5	0.6
SL1344_2515	csiE	1.8	4.2	16.2	26	20.2
SL1344_2516	hcaT	39.1	39.1	30.4	10.2	2.1
SL1344_2517	glyA	91	143.4	156.3	164.4	28.4
SL1344_2518	hmpA	3.7	4.7	6.9	6.5	27.3
SL1344_2519	cadC	57.1	34.2	34	19.5	11.9
SL1344_2520	cadB	5.5	6.7	3	1.1	0.4
SL1344_2521	cadA	9	11	8.7	5.8	1.8
SL1344_2522	yjdL	4.7	4.6	2.8	2	0.6
SL1344_2523	glnB	233.4	368.8	245.4	168.8	11.5
SL1344_2524	yfhA	45.7	42	36.2	23.9	1.5
SL1344_2525	yfhG	51.1	51.2	40.8	38.9	3.3
SL1344_2526	yfhK	35.3	29.8	32.6	21.6	4
GlmY	GlmY	2511.5	2764.9	1868.1	2477.4	2004.8
SL1344_2527	purG	13.4	29.6	14.7	18.2	0.6
SL1344_2529	yfhD	35.1	25.5	24.4	13.4	2.3
SL1344_2530	yfhC	58.4	32.9	35.9	26.5	3.6
SL1344_2531	yfhB	20.7	20	27.3	28.6	8
SL1344_2532		10	7.7	16.3	10.4	2.1
SL1344_2533	murQ	8.4	7.5	16.5	10.6	0.2
SL1344_2534	yfhH	18.4	11.4	7.6	3.9	0.2
SL1344_2535		8.6	8.9	9.9	8.4	2.5
SL1344_2536		2.6	1.3	1.8	0.7	1.1
SL1344_2537		0.3	2.1	5.1	6.1	2.7
SL1344_2538	yfhL	144.6	47.8	40	5.4	1.2
SL1344_2539	acpS	68.2	98.8	60.2	22.8	0.8
SL1344_2540	pdxJ	35.5	52.1	34.4	19.1	0.7
SL1344_2541	recO	157.6	128.9	71.4	39	1.7
SL1344_2542	era	177	148.7	97.4	46.8	2.5
SL1344_2543	rnc	221.9	169.2	132.3	86.7	35.1
SL1344_2544	lepB	210.9	174.5	129.4	61.1	3.7
SL1344_2545	lepA	160.4	151.5	115	55.3	3.5
SL1344_2546	gogB	19.5	23.7	22.9	15.6	2.2
SL1344_2547		8.5	11.5	27.5	88.5	11.6
STnc1380		195.4	392.1	286.9	762.1	19.2
SL1344_2548		13.9	8.3	4.4	7.3	3.1
SL1344_2549		4.7	5.1	8.6	11.8	24.8
SL1344_2550		0.3	0.1	0.7	0.8	0
SL1344_2551		1.1	0.7	1.8	2	0.8
SL1344_2552		0.7	0.7	1.3	1.5	0.3
SL1344_2552A		0	0.8	2	3.6	0.3
SL1344_2553		1	1	1.7	1.3	0.3
SL1344_2554		1.7	1.1	2	2.1	0.3
SL1344_2555		3.5	2.9	3.4	3.5	0.4
SL1344_2556		6.3	5.4	5	4.1	0.4
SL1344_2557		7.4	6.6	6.5	8.9	1.6
SL1344_2558		2.9	2.6	2.7	2.5	0.4
STnc3770		79.9	83.7	37.4	47.8	15.2
SL1344_2559		0.5	2.2	1.5	2.7	0
SL1344_2560		0.4	0.9	0.5	2.3	0.1
SL1344_2561		4.3	4	5.9	7.9	1.4
SL1344_2562		0.8	2.2	4.4	5.1	0.4
SL1344_2563	gipA	235.4	408.5	376	345	41.2
SL1344_2564		3.2	3.4	5.1	5.8	0.7
SL1344_2565		5.2	5.5	9.1	10.4	1.4
SL1344_2566		3	3	4.6	6	0.2
SL1344_2567		2.5	3.7	5.5	9	0.9
SL1344_2568		1.8	1.4	2.8	5.1	0.8
SL1344_2569		0.7	1.4	2.3	4.4	0.3
SL1344_2570		1.8	2.9	3.6	5.3	0.4
SL1344_2571		1.5	0.7	1.9	2.4	0
SL1344_2572		1.5	1.7	3.1	4.1	0.4
SL1344_2573		1.1	0.1	1.6	3.2	0.5
SL1344_2574		19.4	19.8	17	21.9	12.2
STnc1920		90.4	74.8	133.4	185.2	107.5
SL1344_2575		1.6	1.7	0.8	3.6	0.3
SL1344_2576		3	1.1	1.5	2.1	0.7
SL1344_2577		9.6	14.5	41.6	81.9	5.2
IsrI	IsrI	19.7	11.1	32.3	29.3	27.1
STnc2080		325.1	321.9	694.4	1642.8	10467.9
IsrJ	IsrJ	558	540.7	501.2	343.7	1155.9
SL1344_2578		39.5	21	26.6	7.8	1.2
STnc1160		3632	4341.7	3155.3	9022.2	34664.2
IsrK	IsrK	686.4	891.8	708.1	591	205.2
SL1344_2579		1.6	1.3	1.4	1.4	0.3
SL1344_2580		1.1	0	0	0.2	0
SL1344_2581		0.5	0.7	0.5	0.5	0.1
SL1344_2582		28.9	34.9	44.8	25.5	13
SL1344_2583		68.1	78.4	76.8	44.8	15.4
SL1344_2584		84.2	125.9	119.2	80.2	25.5
SL1344_2585		92.3	86.7	168.7	154.8	32.1
SL1344_2586		9.2	5.1	5.9	10.2	0.5
SL1344_2587		2.6	3.2	5.1	4.8	0.5
SL1344_2588		2.6	3.9	4.3	3.5	0.3
SL1344_2589		1.4	1.7	1.3	2.6	0.3
SL1344_2590	gpP	0.7	1.1	1.8	1.8	0.2
SL1344_2591	gpO	2.9	2.9	5.2	6.6	1.5
STnc1390		957.2	2460.8	1507.3	3439.8	1324.8
SL1344_2592	cIIa	0.4	1	2.1	3.8	0.4
SL1344_2593		745.1	589.7	425.2	246.2	86.9
SL1344_2594		809.5	710	674.4	502.4	44.8
SL1344_2595		4.4	3.6	7.5	24.9	49.7
SL1344_2596		0	2.2	7.5	8	2.5
STnc1400		598.6	1563.2	1122.6	1013.1	43.3
SL1344_2597	recEb	0.9	1.4	1.8	2.2	0.3
SL1344_2597A		0.6	0.5	0.6	1	0.1
SL1344_2598		0	0.3	0	0.4	0
SL1344_2599		2.1	3.1	5.1	4.8	0.3
SL1344_2600		15.2	13.6	9.9	4.2	1.4
SL1344_2601	rseC	35.6	49.7	29.7	18.2	4.3
SL1344_2602	rseB	68.8	75.8	52.9	38	14.8
SL1344_2603	rseA	99.3	92.7	70.9	48.7	23.5
SL1344_2604	rpoE	118.8	140.3	107.9	89.5	60.1
SL1344_2605	nadB	3.9	5.1	5.8	2.8	0.6
SL1344_2606	yfiC	34.2	29.4	26.4	15.5	0.8
SL1344_2607	srmB	124.2	80.1	61.4	25.4	5.1
SL1344_2608	yfiE	10	9.7	9.5	8.9	5.1
SL1344_2609	yfiK	3.4	3	6.1	3.1	0.6
SL1344_2610	yfiD	8	23	11.4	895.3	5.1
SL1344_2611	ung	59.6	82.3	49.9	55.4	8.4
SL1344_2612	yfiF	106.1	53.9	47.1	18.5	6.6
SL1344_2613	trxC	173.5	154.2	154.9	106.2	88.8
SL1344_2614	yfiP	50.5	47	21.9	14.5	2.6
SL1344_2615	yfiQ	22.1	34.6	42.4	37.6	8.4
SL1344_2616	pssA	116.5	83.9	92.1	65.1	5.5
SL1344_2617	yfiM	27.8	25.6	25.6	12.9	0.4
SL1344_2618	kgtP	5.3	5.8	8.8	6.6	2
SL1344_2619		4	2.4	8.6	9.5	5.5
SL1344_2620	clpB	130.2	390	348.6	584.9	651.7
SL1344_2621	yfiH	147.5	107.6	98.5	66.2	13.7
SL1344_2622	rluD	99.7	76.9	82.3	70.7	14.6
SL1344_2623	yfiO	121.5	127.6	100.6	66.8	7.3
STnc3160		38.6	70	243.3	227.4	544.3
SL1344_2624	yfiA	29.3	206.8	353.9	2006.2	353.7
STnc2090		17.3	109.5	320.8	3162.5	4630.1
sRNA3		317.4	391.9	434.1	621.6	155.3
SL1344_2625	pheA	30.7	13.9	18.1	15.6	2.5
SL1344_2626		4.2	4.6	8.9	9.1	4.8
STnc3790		20.4	8.2	16.9	11.7	10.5
SL1344_2627	tyrA	33.5	34.3	22.3	14.5	2.3
SL1344_2628	aroF	36.8	25.9	19.3	16.4	4
SL1344_2629	yfiR	29.1	24.8	12	8.1	59.3
SL1344_2630	yfiN	18.1	14.6	6.6	5.7	3.2
SL1344_2631	int	91.5	89.3	70	52.7	4.6
SL1344_2632		132.5	146.8	125.2	102.9	2.9
SL1344_2633		78.7	88.1	57.9	37.6	1.8
SL1344_2634		0	0.4	0.6	0.5	0.2
SL1344_2635	cIIb	0.6	0.3	0.6	0.1	0.1
SL1344_2636		0	0.3	0.5	0.2	0
SL1344_2637		0	0.8	0	0.2	0
SL1344_2638		0.7	0.3	0	0.1	0
SL1344_2639		0	0	0	0.4	0.2
SL1344_2640		0.3	0.4	0.6	0.2	0.2
SL1344_2641		0.5	0.4	0.9	0.6	0.3
SL1344_2642	gpF	3.5	4.2	5.6	3.9	0.5
SL1344_2643	gpD	2.1	2.3	3.8	2.5	0.9
SL1344_2644		22.6	49.9	78.2	71.6	7.8
STnc3800		108.2	127.3	117.7	78.3	140.2
SL1344_2645	gpB	32.1	54.1	102.9	137.9	17.1
SL1344_2646	rpl19	3768.6	2017.6	1583.3	360.9	158.5
SL1344_2647	trmD	2162	1428.1	998.6	157	2.5
SL1344_2648	rimM	4058.7	2733.1	1738.1	285.7	2.7
SL1344_2649	rps16	2289.6	1488.5	1777.2	305.6	9.9
SL1344_2650	ffh	94.6	89.5	80.9	41	3.9
SL1344_2651	corE	102.2	82.7	55.7	24.2	1.8
SL1344_2652	corB	78.1	59.3	35.9	15.7	2.4
STnc4230		161.5	219.3	196	139.9	25.7
SL1344_2653		37.3	29	19.8	17.1	4.3
SL1344_2654	grpE	473	924.1	232.7	195.9	30.8
SL1344_2655	ppnK	16.7	17.3	16.5	13.7	2.2
SL1344_2656	recN	44.3	51.4	37	16.1	5.1
SL1344_2657	smpA	301.9	336	189.9	104.3	26.3
SL1344_2658	rnfH	76.1	78.4	65.4	72.2	12.4
SL1344_2659	yfjG	120.3	133.8	129.4	118	20
SL1344_2660	smpB	229.9	177.1	154.9	96.3	12.7
SL1344_2661	bapA	1.3	1.6	2.3	1.5	17.7
SL1344_2662		0.7	1.1	1	0.7	1.6
IsrL	IsrL	17.3	8.1	20.1	15	1.6
STnc3070		112	189.6	123.5	292.5	323.3
SL1344_2663		0.9	1.1	1.8	0.6	1.4
SL1344_2664		2.4	1.2	2.3	1.5	1.5
SL1344_2665		8.4	6.3	9.4	6.1	2.8
SL1344_2666		1.2	0.8	1.6	1	0.2
SL1344_2667	gpU	0.9	1.3	1.4	0.9	0.1
SL1344_2668		0.8	1.1	1.1	0.7	0.2
SL1344_2669	gpE'	0	0	2.4	0.5	0.2
SL1344_2670	gpE	1.5	0.9	0.3	0.6	0.2
SL1344_2671		1.2	0.9	1.3	0.5	0
SL1344_2672		1.3	1	1.8	0.5	0.1
SL1344_2673		1.5	2.4	3.3	0.7	1.8
SL1344_2674	sopE	9.3	8.5	409	1618.1	9
SL1344_2675		1.9	3.9	3.6	6.1	2.3
SL1344_2676		1.3	1.4	1.5	0.8	0.9
SL1344_2677	gpI	1.3	1.7	1.3	1	0.4
SL1344_2678	gpJ	1	0.7	1.1	0.4	0.1
SL1344_2679	gpW	0.8	0.2	1.9	0.1	0.1
SL1344_2680		0	0	0.8	0.2	0.1
SL1344_2681		0	0.5	0.2	0.2	0
SL1344_2682		0.7	0.2	1.1	0.1	0
SL1344_2683		0.7	0	0.5	0	0
SL1344_2684		0.4	0.5	0.7	0.3	0.1
SL1344_2685		1.2	0.2	2.1	0.4	0.2
SL1344_2686	nucD2	0.3	0.4	1	0.1	0
SL1344_2687	nucE2	0.7	0.3	2.7	0	0.3
SL1344_2688		0.7	0.7	0.5	0.2	0
SL1344_2689		0.3	0.6	0.6	0.1	0
SL1344_2690		0	0.4	0.3	0.2	0
SL1344_2691		0.1	0.3	1	0.3	0.2
SL1344_2692		0.2	0.1	0.5	0.2	0.1
SL1344_2693		0.1	0	0.6	0.1	0
SL1344_2694		0.3	0.4	0.1	0.4	0.4
SL1344_2695		59.5	63.5	133.2	104	26.3
SL1344_2696		79	96.9	276.5	307.6	43.5
SL1344_2697		308.8	351.4	292.9	246.2	10.7
SL1344_2698		144.8	185	142.6	180.6	8.9
