Locus Tag	Name	EEP	MEP	LEP	ESP	LSP
SL1344_1536		25.8	28.3	20.8	13.7	2.3
SL1344_1537		83.8	82.9	104.2	146.4	97.1
SL1344_1538	tehB	45	44.2	27.8	40	3.7
SL1344_1539	tehA	22.9	20.7	21.2	18.8	6.9
SL1344_1540	ydcK	1.7	2.7	5.8	7.3	7.8
SL1344_1541	rimL	7.1	9.5	12.5	19	4.7
SL1344_1542		0	0.4	1.5	4.7	0.9
SL1344_1543		1.1	0.2	0.3	4.6	0.6
SL1344_1544		1.5	1.1	3	4.7	0.9
SL1344_1545		0.8	0.8	1.8	2.9	0.8
RyjB	RyjB	256.2	396.5	563.2	1341.9	882.2
SL1344_1546		1.7	2	3.3	5.5	1.7
SL1344_1547		1	1.7	1.4	4.9	0.2
SL1344_1548		3.9	5.8	8	10.4	2.5
SL1344_1549	aac	3.1	4.2	7.3	11.2	4.6
SL1344_1550		4.3	3.6	3.7	2.1	1.4
SL1344_1551		10.1	6.4	4.1	2.9	3.4
SL1344_1552	ydcG	42.4	51.7	42.5	31.5	2.9
SL1344_1553		12.1	13	26.6	33.9	5.5
SL1344_1554		4.2	5.9	33.7	53.7	19.8
SL1344_1555	ydcI	17.5	11.6	199.5	113.7	77.1
SL1344_1556	trg	15.1	38.3	97.2	189.7	3.6
SL1344_1557	adhC	31.1	20.6	19.3	16.2	3.3
SL1344_1558		80.8	43.5	38.9	21	2.1
SL1344_1559	steB	5.7	3.8	35.7	140.1	10
SL1344_1560		0.9	1	2.7	4.4	3.1
SL1344_1561	sseJ	1.1	0.6	1	3.6	2.4
SL1344_1562		11.1	10.3	5.1	3.1	2.8
SL1344_1563		8.8	8.6	11.8	16.9	1.9
SL1344_1564		6.6	4.9	8.1	10.1	5.4
SL1344_1565		1.5	0.8	0.9	1.1	0.7
SL1344_1566		0.7	0.5	1.9	1.2	0.9
SL1344_1567		3.9	2.6	3.8	5.6	7.1
SL1344_1568		109.7	117.6	111.8	79.9	3.3
RydC	RydC	8191.4	7799.4	5958.7	9535.9	9306.2
SL1344_1569	cybB	40	38.1	30.7	30.8	4.8
SL1344_1570	ydcF	32.8	31.2	22.8	16.6	2.8
SL1344_1571	hrpA	36.9	29.3	24.9	18.6	12.7
SL1344_1572	acpD	8.6	13.3	8.9	9.9	3.4
SL1344_1573		36	28.9	27.5	31.9	10
SL1344_1574	ydbL	23.6	15	14.1	14.2	4.7
SL1344_1575	ynbE	28.6	27.1	15.7	14.1	1.3
SL1344_1576	ydbH	21.5	20.6	13.1	9.5	1.7
SL1344_1577	ldhA	47.4	118.7	24.5	28.9	17.2
SL1344_1578	hslJ	31.2	43.7	11.9	16.7	12.3
SL1344_1579		22.5	34.7	54.4	63.5	4.3
SL1344_1580		23.9	18	15.3	13.9	25.7
SL1344_1581	nifJ	13.1	10.3	8.6	9.4	4
MicC	MicC	89.7	79.2	102.9	212.5	126.8
SL1344_1582	ynaF	19.7	67.6	211.2	556.5	18.5
SL1344_1583		114.9	111.6	96.7	96	27.8
SL1344_1584		105.6	78.3	59.3	21.4	5
SL1344_1585	ydaO	56.8	42.2	32.4	17.4	2.7
SL1344_1586	dbpA	23.6	11.9	15.9	16	8
FnrS	FnrS	26.3	43.8	89.5	2520.8	15
SL1344_1587	zntB	14.7	18.1	17	13.7	11.1
SL1344_1588		9.3	14.5	14.1	13.2	2.5
SL1344_1589	ydaL	33	33.9	21.4	19.8	4.5
SL1344_1590	ogt	27.5	24.2	33.6	39.4	15
SL1344_1591	fnr	443.7	432.3	304.4	147	92.7
SL1344_1592	ydaA	85.9	83.9	111.2	167.7	89.2
SL1344_1593	ynaJ	216.9	270.1	285.7	335.7	49.9
SL1344_1594	ynaI	14.2	19.1	13.6	13.7	2.6
SL1344_1595		15.5	16.5	20.1	22.3	7.5
SL1344_1596		6.9	7.2	4.8	5.9	23
SL1344_1597		1.9	0.7	0.9	1.9	1.5
SL1344_1598		0.7	1	0.8	1	2.2
SL1344_1599		0.6	0.6	0.8	0.8	0.2
SL1344_1600		0.4	0.7	1	1.8	4.2
SL1344_1601		1.4	0.4	1.5	3.7	0.9
SL1344_1602		43.8	46	81.1	142.5	59.3
SL1344_1603		13.8	15.6	10.3	11.1	11.7
SL1344_1604		5.7	6.8	6.8	5	2.6
SL1344_1605		6.2	10	7.2	6.6	12.3
SL1344_1606		26.3	25.2	24.2	32.5	5.7
SL1344_1607		6.2	4.8	5.5	4.8	8.6
SL1344_1608		0.5	0.4	0.2	0.9	0.4
SL1344_1609	mppA	29	28.1	36.6	43.7	8.1
SL1344_1610	ycjI	9.2	14.1	13.8	13	5.5
SL1344_1611	ycjG	12.5	9.9	11	13.8	3.9
SL1344_1612	tpx	874.1	715.2	304.2	273.9	30.8
SL1344_1613	tyrR	36.6	35.6	25.9	26.3	20.2
SL1344_1614	ycjF	17.3	28	13.9	14	1.1
SL1344_1615	ycjX	15.1	20.3	12.2	14.8	0.8
SL1344_1616	pspE	44.6	45.3	109.6	165.6	14.8
SL1344_1617	pspD	16	13.5	18.3	16.4	3.4
SL1344_1618	pspC	14	9.5	8.9	12	4.2
SL1344_1619	pspB	21.7	15.2	17.8	16.8	8.6
SL1344_1620	pspA	58	53	29.5	42.5	16.3
SL1344_1621	pspF	10.3	7.2	7.4	6	3.8
SL1344_1622	sapA	48.2	39.9	25.1	14.6	4.6
SL1344_1623	sapB	33.8	24.7	17.5	15.1	3.2
SL1344_1624	sapC	31.4	32.6	23.1	14.3	2.3
SL1344_1625	sapD	37.5	37.5	26.7	12.3	1.6
SL1344_1626	sapF	22.9	21.8	12.7	6.4	1.5
SL1344_1627		19.4	10.1	10.3	7.8	11
SL1344_1628	steC	2.8	2.2	2.3	9.3	3.7
SL1344_1629		3.4	0.4	0	4.1	4.8
SL1344_1630	ycjE	28	25.4	27.3	20.3	14.4
SL1344_1631	fabI	390.5	373.2	241.3	128.3	10.1
SL1344_1632	yciW	21.8	17.4	13	14.1	5.9
SL1344_1633	rnb	99.8	94.6	66.6	29.7	1.9
SL1344_1634	yciR	7.7	7.5	10.9	10.2	4.6
SL1344_1635		73.9	49.2	44.9	49.5	122.2
SL1344_1636	yciT	36.7	35.2	21.8	27.5	7.1
SL1344_1637	osmB	18.1	22.2	74.4	181	128.8
SL1344_1638	yciH	62.6	66.4	43.3	15.5	2.5
SL1344_1639	pyrF	54.4	45.5	30.3	14.7	8.1
SL1344_1640	yciM	57.4	60.6	56.3	44.1	2.6
SL1344_1641	yciS	116.7	104	91.2	89.5	9.2
SL1344_1642	pgpB	12.8	12.8	18.2	20.4	15.8
SL1344_1643	ribA	95.6	98.6	58.1	42	6.8
SL1344_1644	acnA	7.3	9.1	39.4	37.7	21.9
SL1344_1644A	ymiA	72.2	74.4	104.3	58.1	21.3
SL1344_1645	cysB	28.7	27.4	37	38.5	116.6
SL1344_1646	topA	103.8	76.7	67.4	44.6	3.5
SL1344_1647	yciN	249.2	251.6	299.2	255.6	29.1
SL1344_1648	sohB	43.9	41	36.3	25.4	3.9
SL1344_1649	yciK	24.1	26.7	34.8	26.6	2.1
SL1344_1650	btuR	24.3	37.5	32.3	46.2	3.7
SL1344_1651	yciL	166.9	87.2	73.5	22.5	1.4
SL1344_1652	yciO	38.6	52.1	35.8	31.5	8.1
SL1344_1653	trpH	34.3	41.1	36.5	31.9	15.2
SL1344_1654	trpE	3.9	1.4	2	1.5	0.4
SL1344_1655	trpD	3.6	1.5	2.4	1.8	0.4
SL1344_1656	trpC	6.9	6	3.9	5.8	1.2
SL1344_1657	trpB	7	5.4	6.1	6	0.5
SL1344_1658	trpA	7.8	7.8	6.2	6.7	1.4
SL1344_1659	yciG	0	3.7	17.6	260.3	6104.8
SL1344_1660	yciF	0.3	1.4	3.5	45.3	118
SL1344_1661	yciE	0	0.1	2.3	25.6	72
SL1344_1662	katN	4.9	5.8	7.9	19.8	78.8
STnc2030		0	5.2	9.2	29.2	978.1
SL1344_1663	ompW	7.9	14.2	68.2	1268.4	18
SL1344_1664		17.7	25.4	34.2	43.3	7
SL1344_1665	yciC	78.4	78.2	67.3	56.6	5.5
SL1344_1666	ispZ	94.8	84.4	69	49.6	7.5
SL1344_1667	yciA	111	99.9	92.9	56.8	4.9
SL1344_1668	tonB	99.3	91	6.6	6.6	6.4
SL1344_1669	yciI	66.4	100.1	65.7	125.9	20
STnc1270		542.7	470	637.6	268.4	43.4
SL1344_1670	cls	11.9	12.8	14.6	10.2	1.6
SL1344_1671	yciU	180.5	146.2	90.4	61.3	10.4
SL1344_1672		11.5	18.9	26.8	19.6	2.1
SL1344_1673	oppF	54	48.1	95.5	74.9	8.2
SL1344_1674	oppD	13.5	13.3	63.6	45.8	1.1
SL1344_1675	oppC	11.8	13.4	69.3	44.9	2.4
SL1344_1676	oppB	14.3	11.7	78.7	59.8	3.1
SL1344_1677	oppA	22.1	20	128	113.5	4.1
SL1344_1678		1	0.9	1.5	1.4	0.6
STnc3580		55.4	42	91.4	85.4	113.2
SL1344_1679	ychE	16.5	15.5	15.1	8.8	0.7
SL1344_1680	adh	70.9	29.9	28.3	52.7	14.6
SL1344_1681	tdk	79.3	76.7	46.1	34.7	7.3
SL1344_1682	hns	4263.7	3944.5	2964.3	3520.4	537.3
SL1344_1683	galU	95.5	107	92.6	69.7	22.1
SL1344_1684	hnr	34.8	40	35.9	30	9.7
SL1344_1685	ychK	41.8	47.9	48.8	47.7	8
SL1344_1686	ychJ	82.5	87.8	65	38.1	5.2
SL1344_1687	purU	69.4	66.4	62.8	44.5	4.9
SL1344_1688		5	7.7	9.1	10.8	7.8
STnc3600		11	10.5	11.7	11.5	16.1
SL1344_1689	narI	1.6	1.4	2.9	4	0.9
SL1344_1690	narJ	0.6	0.4	1.1	2.9	0.3
SL1344_1691	narH	0.6	0.8	1.2	2.3	0.2
SL1344_1692	narG	0.6	0.4	0.9	1.9	0.1
SL1344_1693	narK	0.4	0.5	3.1	2.6	1.2
STnc2040		7.3	26.1	34.1	1004.1	181.3
SL1344_1694	narX	10.9	10.5	10.5	6	1.7
SL1344_1695	narL	9.6	7.3	10.5	12.4	2.9
SL1344_1696	ychP	17	13.2	11.8	13.4	20
SL1344_1697	ychN	115.2	103.4	66.7	55.8	7.5
SL1344_1698	chaB	13.2	12.2	135.5	191	227.3
SL1344_1699	chaA	44.7	27.4	26.9	16.8	23.7
SL1344_1700	kdsA	98.1	111.3	94.5	55.4	7.2
SL1344_1701	ychA	119	95.9	72.1	38.1	2.3
SL1344_1702	sirC	69.3	43.6	33.5	18.7	2
SL1344_1703	hemK	67.8	35.6	28.4	15.6	0.7
SL1344_1704	prfA	97.3	52.8	45.5	28.1	1.4
SL1344_1705	hemA	116.2	92	78.8	47.5	4.1
SL1344_1706	hemM	22	21.3	29.1	30.1	3.8
SL1344_1707	ipk	185	204.6	152.8	80.2	6
SL1344_1708	prs	212.2	264.2	206.3	85.9	2.3
SL1344_1709	ychM	19.1	20	27.1	7	1.2
SL1344_1710	ychH	1.1	6.6	79.7	448.4	44.3
SL1344_1711	pth	44.7	49	45	37.6	5.6
SL1344_1712	ychF	99.9	96	73.4	51.7	11.2
SL1344_1713		33.5	27.7	23.3	14.9	2.9
SL1344_1714	hyaA	0	0.1	0.5	0.4	0.1
SL1344_1715		1	1.2	0.9	0.8	0.2
SL1344_1716	hyaC	0.6	0.2	0.9	0.5	0.5
SL1344_1717	hyaD	0.5	0.3	0.8	0.5	0.1
SL1344_1718	hyaE	0.8	0	0.7	0.7	0.4
SL1344_1719	hyaF	0.7	0.5	1.3	0.5	0.1
SL1344_1720	appC	0.9	0.3	0.9	0.5	0.2
SL1344_1721	appB	1.7	1.3	1.7	0.6	0.4
SL1344_1722		8.5	23.6	34.7	34.9	24.9
SL1344_1723		26.2	87.6	345.4	167.1	31.2
STnc3610		48.5	27.9	46.9	26.7	34.5
SL1344_1724	treA	3.9	5.8	34	38.4	12.6
SL1344_1725	ymgE	5.4	4.3	35.2	69	79.6
SL1344_1726	ycgR	90	71.1	81.3	91.6	1.8
SL1344_1727	emtA	29.7	32.4	22	11.2	0.5
SL1344_1728	ldcA	8.7	11	11.8	14	3.8
SL1344_1729	cvrA	51.9	52.1	50.7	56.8	21.2
SL1344_1730	alr-a	8.7	22.9	132.6	30.4	16.9
SL1344_1731	dadA	10.2	17.9	140.3	48.1	37
SL1344_1732	ycgB	3.2	4.2	12.7	39	19.3
SL1344_1733	fadR	72.4	71.1	77.1	84.8	27.9
SL1344_1734	nhaB	38.2	37.5	33.6	19.5	3.3
SL1344_1735	dsbB	303.5	249.4	190.7	95.5	9.7
SL1344_1736		5.4	6.6	5.1	1.9	15.6
SL1344_1737		243.2	321	432.8	547.4	131.1
STnc3620		19.1	21.4	93.9	103.4	47.4
SL1344_1738		28.8	26.3	55.8	145.4	509
SL1344_1739	ycgN	79	65.7	46	26.2	8.5
SL1344_1740	ycgM	62	49.3	41.7	46.8	48.7
SL1344_1741	ycgL	92.7	78.6	67.7	69.1	256.5
SL1344_1742	minC	136.2	149.4	191.1	175.8	16.1
SL1344_1743	minD	208.8	265.7	298.1	266.2	7.8
SL1344_1744	minE	225.4	305.2	394.2	381.6	15.9
SL1344_1745	rnd	18.8	9	11.4	6.4	1.8
SL1344_1746	tnpA_1a	0	0	0	0	0
SL1344_1747	fadD	42	28.7	42.9	21.2	42.2
SL1344_1748	yeaY	87.4	77.8	42.1	22.7	4.9
SL1344_1749	yeaZ	121.4	105.8	68	25.5	4.7
SL1344_1750	yoaA	29.6	28.8	18.1	9.7	0.6
SL1344_1751	yoaB	416.2	539.5	318.9	244.5	25.6
SL1344_1752	yoaH	198.6	179.7	115.4	98.9	29.9
SL1344_1753	pabB	25.1	27.6	29.2	26.5	2.8
SL1344_1754	yeaB	13.7	17.2	21.2	11.7	1.8
SL1344_1755	sdaA	79.7	125.5	108	70.1	4
SL1344_1756		1.6	2	5	5.2	6.4
SL1344_1757	yoaE	12.4	11	10.3	6.7	0.7
SL1344_1759		64.2	76.8	149.7	280.8	7.7
SL1344_1760		42.5	54.4	95.1	153.9	2.7
SL1344_1761		55.4	63.8	117.4	200.8	8.6
SL1344_1762		10.7	7	10.4	12.8	0.5
SL1344_1763	yebN	34.8	32.4	34.9	17.3	0.9
SL1344_1764	rrmA	44.9	27.4	16.6	6.3	0.6
SL1344_1765	ftsI2	9.7	6.5	8.5	3.8	0.5
SL1344_1766	cspC	3021.8	3925.4	6909.4	2804.5	139.3
SL1344_1767	yobF	2598.1	3642.8	5244.7	2579.4	297
STnc3630		10.5	24.4	84.1	341.6	49.5
SL1344_1768		467.8	336	298.7	184.9	10.6
SL1344_1769	yobG	791.4	632.5	741	878.8	80.1
SL1344_1770		19.7	42	311.7	448.3	34.6
SL1344_1771	kdgR	150.1	170	115.6	96	9.5
SL1344_1772		4.3	4.7	4.4	3.5	1.7
SL1344_1773	htpX	109.6	135.4	92.9	71	30.4
SL1344_1774	prc	187	153.9	127.7	65.5	6.2
SL1344_1775	proQ	514.1	398.8	270.7	131.5	8
SL1344_1776	yebR	227.4	216.4	140.6	115.5	94
SL1344_1777	yebS	25.3	22.2	26.2	24.6	39.1
SL1344_1778		21.9	20.6	24.6	20.7	4
SL1344_1779	yebU	36	27.8	16.8	6.1	0.5
SL1344_1780		29.3	18	112.2	122.9	124.5
SL1344_1781	yebW	14.3	16.1	35.6	44.6	76
SL1344_1782	pphA	2.6	2	5.7	9.6	10
SL1344_1783		35.2	27	78.6	195.7	66.3
SL1344_1784	sopE2	3.2	3.3	109.3	442.1	2.6
SL1344_1785		6.9	2.8	5.7	7.5	2.5
SL1344_1786		27.9	23.9	29.9	26	4.2
SL1344_1787		50.2	56.6	99.4	59.7	13
SL1344_1788		15.3	17.5	17.3	29.9	24
STnc1130		46.6	39.9	47	39.5	11.9
SL1344_1789		19.6	23.3	27.7	70.5	4.5
SL1344_1790		0.9	1.1	0.8	1.4	1
SL1344_1791		0	0.9	1.3	1.3	0.5
STnc3640		11.2	20.6	48.6	42.4	23.3
SL1344_1792		4.6	4.1	6.8	6.8	3
SL1344_1793	pagO	5.3	4	8.7	13.9	8.8
SL1344_1794		6.7	5.2	12.9	19.6	0.8
SL1344_1795		3.5	1.9	5.6	7.6	1.1
SL1344_1796		6.2	2.8	4	3.3	0.9
SL1344_1797	pagM	6.7	9.7	29.8	101.1	25.1
SL1344_1798		1.2	0.6	2.4	0.8	0.7
SL1344_1799	pagK	14.4	12.6	79.1	426	94.1
SL1344_1800	mig-3	1	0.8	1	1.2	0.4
SL1344_1801		2.3	2.1	4.8	5.5	4
SL1344_1802		144.6	96.7	31.4	17.2	3.3
SL1344_1803		0	0.1	0	0.4	0.1
SL1344_1804		0.7	0.3	0.4	0.8	0.1
SL1344_1805		0.7	1.2	0.6	1.5	0
SL1344_1806		3.6	2.8	3.3	3.1	0.8
SraC	SraC	122.3	146.1	413.4	396.8	120.2
SdsR	SdsR	1078.2	825.1	2192.2	7155.4	182633.5
SL1344_1807		53.1	67.4	44.6	27	2.5
SL1344_1808		71	84.7	62	38.9	3.6
SL1344_1809	yobA	45.7	45	41	38.3	27.7
SL1344_1810	holE	187.8	141.8	78.1	20.2	1.7
SL1344_1811		27.4	22	35.3	25.5	46.6
SL1344_1812	exoX	22.1	30.7	30.3	28.7	4.1
SL1344_1813	opdB	10	11.4	14.7	19.9	10.4
STnc1690		131.2	272.6	261.9	603.1	455.5
SL1344_1814	yebE	29.9	29.3	31.3	27.3	15.9
SL1344_1815	yebF	82.4	106.1	162.8	168.1	50.7
SL1344_1816	yebG	76.6	56.3	59	41.5	11.8
SL1344_1817	purT	3.5	6.7	5.3	13.3	0.8
SL1344_1818	eda	49.3	48.7	34.8	30.1	1.1
SL1344_1819	edd	18	14.3	11.7	7.3	0.6
SL1344_1820	zwf	52.1	66.2	34	30.6	3.3
STnc200		89	152	104.3	101.8	86.9
SL1344_1821	hexR	13	25.4	22.2	23.6	3.2
SL1344_1822	pykA	31.5	69.5	40.9	55.2	4.6
SL1344_1823	msbB	62.4	50.6	50.2	29.6	11.3
SL1344_1824	yebA	53.2	37.6	47.4	36.1	3
SL1344_1825	znuA	45.1	34.1	42.1	28.5	4.6
SL1344_1826	znuC	24	21.1	18.8	11.2	2.4
SL1344_1827	znuB	20.8	19	15	8.8	0.7
SL1344_1828	ruvB	29.7	37.2	27.9	20.2	2.1
SL1344_1829	ruvA	63.9	60.9	53.5	32.2	5.8
SL1344_1830		1.6	1.8	2.1	2.4	11.1
SL1344_1830A		1.1	0.5	0.9	1.1	9.8
SL1344_1832	yebB	3.3	3.5	3.7	5.1	4.9
SL1344_1833	ruvC	232.7	170.9	132.5	33.8	0.4
SL1344_1834	yebC	153.6	112.2	99.8	40.8	4
SL1344_1835	ntpA	263	211.8	163.9	58	1.8
SL1344_1836	aspS	148.3	97.6	90.3	42.8	1.6
SL1344_1837	yecD	15.9	15.5	18.1	18.7	6.8
SL1344_1838	yecE	9	10.5	12.7	8.4	1.1
SL1344_1839	yecN	91.4	105.7	107.6	93.3	29.8
SL1344_1840	yecO	96.5	89.6	70.1	38.4	2
SL1344_1841	yecP	68.1	58	42.4	17.2	0.6
SL1344_1842	cutC	13.5	13.9	10.2	6.3	2.5
RyeF	RyeF	25.4	27.5	20.3	20.4	252.4
SL1344_1843	yecM	23.3	17.8	12	6.7	0.7
SL1344_1844	argS	80.2	78	60.3	40.8	3.9
SL1344_1845		3.8	3	1.8	1.3	0.7
SL1344_1846		20.1	11.8	10.3	7.6	0.9
SL1344_1847	flhE	59.1	43.2	30.8	29.4	5.4
SL1344_1848	flhAa	75.7	52.2	46.6	35.9	0.4
SL1344_1849	flhB	154	111.6	98.9	64.5	0.4
SL1344_1850	cheZ	243.2	313.7	260.3	227.9	2.2
SL1344_1851	cheY	227.6	273.8	259.3	286.3	11.4
SL1344_1852	cheB	140.5	178.5	150.2	194.6	2.1
SL1344_1853	cheR	110.3	145	131.5	228.1	3.2
SL1344_1854	cheM	109.7	148	182.6	311.5	11.4
SL1344_1855	cheW	401.6	583.9	578.8	780.7	17.3
SL1344_1856	cheA	218.8	230.8	231.9	273.2	2.1
SL1344_1857	motB	182.3	201.7	187.6	249.4	2.8
SL1344_1858	motA	172.3	168.2	195	280.3	3.4
SL1344_1859	flhC	179.1	211.3	283	363.8	13.3
SL1344_1860	flhD	120.1	135.7	275.4	329.7	4.9
SL1344_1861	yecG	16.7	25.7	15.2	24.1	6.7
SL1344_1862	otsA	3.7	4.3	14.7	18.9	14.4
SL1344_1863	otsB	3.8	4.6	16.3	25.8	28
SL1344_1864	araH	4.4	2.7	5.9	5.5	2.3
SL1344_1865	ftnB	4.8	6.5	32.1	39.3	4.9
SL1344_1866		6.2	6.6	8.4	9	7.9
SL1344_1867		155.9	129.3	97.8	64.9	0.6
SL1344_1868	ftn	142	163.9	471.8	255	8.4
SL1344_1869	yecH	3.2	0.9	1.6	16	0.4
SL1344_1870	tyrP	38.9	28.7	11.7	4	1.4
SL1344_1871	yecA	44.5	27.5	43.6	61.8	7.5
SL1344_1872		171.7	114.2	128.5	148.2	15.3
SL1344_1873		17.3	13.1	15.9	18.9	23.4
SL1344_1874		112.9	81.7	114.8	135.5	15.4
SL1344_1874A		51.3	17.1	18.3	1.4	0
STnc2180		5068.2	4014	4519.2	1357.2	9.6
SL1344_1875	pgsA	72.1	74.4	90.1	70.4	8.6
SL1344_1876	uvrC	56.1	48.4	45.5	39.2	5.3
SL1344_1877	sirA	183.5	150.2	157.5	162.4	47.4
SL1344_1878	yecF	496.3	349.4	273.1	120.4	8.1
SL1344_1879	sdiA	32.5	48.7	49.2	90.4	48.5
SL1344_1880	yecC	24.8	20.4	24.6	26.8	1.8
SL1344_1881	yecS	17.1	16	22.3	26.6	3
SL1344_1882	dcyD	14.2	13.3	16	16.9	2.7
SL1344_1883	fliY	100.3	140.6	132	163.3	14.8
SL1344_1884	fliZ	235.8	296.9	240.5	307.1	6.3
SL1344_1885	fliA	690.4	768.1	715.1	747	3.6
SL1344_1886	tnpA_2b	0	0	0	0	0
SL1344_1887	fliB	74.5	101	69	51.2	1.8
SL1344_1888	fliC	1761.1	2339.8	1393.2	2688.8	168.2
SL1344_1889	fliD	398.7	450.4	453.2	628.2	4.6
SL1344_1890	fliS	389.4	564.4	472.6	694.7	3
SL1344_1891	fliT	245.9	295.9	272	332.3	1.7
SL1344_1892	amyA	18.8	13.1	14.5	9.5	4.9
SL1344_1893	yedD	35.9	53.4	49	33.6	9.8
SL1344_1894	yedE	14.4	9.3	13.7	2.8	0.5
SL1344_1895	yedF	15.7	14.1	27.1	8.5	1.5
SL1344_1896		6.7	11.5	93	103.4	1
SL1344_1897	fliE	426.3	361.4	267.8	206.9	0.8
SL1344_1898	fliF	212.3	190.9	138	119.8	0.5
SL1344_1899	fliG	231.9	216.5	154.6	169.9	5.9
SL1344_1900	fliH	190.7	185.1	128.9	109.3	0.3
SL1344_1901	fliI	146.9	158.6	111.9	101.5	0.3
SL1344_1902	fliJ	130.7	155.4	107.4	76.9	0.3
SL1344_1903	fliK	96.1	119.5	78.5	61	0.5
SL1344_1904	fliL	263.4	234.7	157.4	119	0.5
SL1344_1905	fliM	211	213.7	131.8	96.4	0.6
SL1344_1906	fliN	177.9	187.9	107.4	134.2	1
SL1344_1907	fliO	149.1	141.1	82.1	95.2	0.6
SL1344_1908	fliP	111.6	115.3	79.4	55.8	0.2
SL1344_1909	fliQ	104.1	93.4	62.9	42.6	0.5
SL1344_1910	fliR	39.6	43.8	28.3	18	1.2
SL1344_1911	rcsA	18.4	15.8	8.6	5.1	1.5
SL1344_1912	dsrB	105	139.2	123	130.6	105.7
SL1344_1913	yodD	4.7	9.9	40.6	126.9	377.7
DsrA	DsrA	488.1	1370.7	1523.6	1979.4	951.3
SL1344_1914	mngB	1.1	0.9	3.8	6.1	5.2
SL1344_1915	gcpA	9.2	7.1	19.2	15.7	3.6
SL1344_1916		42.7	67.8	284.2	297.5	119.8
SL1344_1917	yedI	23.8	21.5	22.8	17.3	7.1
SL1344_1918	yedA	4.1	4.8	4.9	2.4	0.6
SL1344_1919	vsr	19.8	14.1	8.9	7.3	1.1
SL1344_1920	dcm	25.6	24.4	22.6	15.9	2.2
SL1344_1921	yedJ	25.9	11.7	9.5	5.4	1.3
SL1344_1922		78.4	19.2	2.6	2.1	241.2
RseX	RseX	6.4	3.6	16.4	12	6.2
SL1344_1923	ompS	6.1	5.4	6.7	6.7	3.5
SL1344_1924	cspB	101.1	30.6	32.5	20.3	3.4
SL1344_1925	umuC	4.9	5.9	5.1	3.6	2
SL1344_1926	umuD	8	6	8.4	4	1.6
SL1344_1927		4.7	0.4	2.4	0.9	1.9
SL1344_1927A		23.9	18.1	23.3	21.5	92.1
STnc1280		234.4	600.9	1046.2	2869	4169.6
SL1344_1927B		24.7	20	35.6	47.7	90.8
SL1344_1928		9.4	2.9	3	20.7	13.5
SL1344_1929		4.1	3.9	9.8	13.8	2.9
SL1344_1930		1.5	2	2.5	3.8	0.9
SL1344_1931		1.6	1	2	3.2	0
SL1344_1932		2.3	1.6	5	4.7	0.4
SL1344_1933		2.8	2.8	5.7	8	1.6
SL1344_1934		1.8	0.7	3.3	3.2	0.3
SL1344_1935		3.7	3.3	6	5.1	0.4
SL1344_1936		3.3	3.2	3.8	5.6	0.5
SL1344_1937		2.8	2.2	5.2	5	0.3
SL1344_1938		5	4.6	8.2	7.9	1.6
SL1344_1939		5.1	4.2	7.2	9.4	0.7
SL1344_1940		9	7.7	16.4	26.5	3
SL1344_1941		1	3.6	4.5	7	0.4
SL1344_1942		1.4	2.9	4	5.8	0.5
SL1344_1943		0.9	1.6	4.1	4.3	0.2
SL1344_1944		2.3	1.9	4.1	4.6	0.3
SL1344_1945		4.7	6.3	10.2	12.7	0.2
SL1344_1946		2.3	2	6.3	6.3	0.5
SL1344_1947		1	2.2	5	7.4	0.5
SL1344_1948		2.7	2.1	5.5	7.5	0.4
SL1344_1949		2	2.2	5.3	4.4	0.3
SL1344_1950		3.3	3.1	5.6	6	0.5
SL1344_1951		4.2	3.9	10.8	13.7	0.3
SL1344_1952		5.2	4.9	8.6	12	0.8
SL1344_1953		8.6	11.3	25.8	33.9	8.7
SL1344_1954		4	5.1	12.1	12.4	0.1
SL1344_1955	rzpR	1.6	1.6	4.8	4.2	0
SL1344_1956		0.7	1.7	4.1	4.9	0.3
SL1344_1957		3.1	2.6	4.5	4.9	0.2
SL1344_1958		171.4	86.8	113.8	82.8	104.2
SL1344_1959		5.6	5.3	4.2	3.6	0.4
SL1344_1960		3.7	3.2	4	3.6	0.4
SL1344_1961		4.2	4.6	4.7	5.8	0.5
SL1344_1962		4.6	2.5	4.7	2.8	0.2
SL1344_1963		3	2.2	2.7	2.7	0.1
SL1344_1964		6	4.5	5.5	5	0.1
SL1344_1965		14.3	21.2	28.2	18.6	2
STnc1290		5701.8	6444.8	5157.6	8906.5	19035.9
STnc1300		1595.8	1429.4	1147.3	2537.5	481.2
SL1344_1966		3.2	3	6.9	8.2	0.5
SL1344_1967		222.3	221.9	207.7	189.6	53.5
STnc1310		138.3	229.7	407.3	453.5	37.7
SL1344_1968		34.9	58.8	130.4	234.4	56.8
SL1344_1969		6.3	7.9	15.2	15.5	0.6
SL1344_1970		2	2.9	4.7	4.2	0.8
SL1344_1971		2.7	3.2	5.7	4.2	0.2
SL1344_1972		1.7	3.5	2.7	4.5	0.5
SL1344_1973		3.1	5.4	6.2	5.3	0.7
SL1344_1974		2.9	3.5	4.6	3.8	0.8
SL1344_1975		8.2	8.7	10	6.7	1.9
SL1344_1976		7.1	7.5	7	6.9	1.5
SL1344_1977	yeeI	10	9.6	40.5	56.8	3
SL1344_1978		19.4	3.8	5.4	0.5	0.6
STnc2050		1047.5	1605.7	548.1	395.8	18.1
