Locus Tag	Name	InSPI2	InSPI2 LowMg2+	Peroxide shock (InSPI2)	Nitric oxide shock (InSPI2)
SL1344_2986	tas	44.5	31.2	8.4	21.9
SL1344_2987	ygeD	17.4	11.5	3.3	10.5
SL1344_2988	aas	25	17.8	3.4	15.8
OmrA	OmrA	785.4	1594.2	951.9	544.4
OmrB	OmrB	2816.5	4780.1	3471.8	1654.3
SL1344_2989	galR	29.3	29.2	16.9	31.6
SL1344_2990		19.4	23.3	8.9	22.4
SL1344_2991	lysA	66.7	13.3	6.5	4.5
SL1344_2992	lysR	6.6	6.6	1.8	3.5
SL1344_2993	ygeA	49.3	35.8	12.4	32.8
SL1344_2994	araE	2.8	3.4	1.8	3.9
SL1344_2995	kduD	7.1	5.3	4.5	9.2
SL1344_2996	kduI	2.4	2	1.3	1.4
SL1344_2997	yqeF	9.4	7	6.2	6.3
SL1344_2998		10.6	13.8	4.3	12.8
SL1344_2999		13	16.9	10.9	14.9
SL1344_3000		5.9	7.1	5.1	18.7
SL1344_3001	yohL	47.9	217.8	224.5	118.5
SL1344_3002	yohM	8.5	52.7	7.1	9.1
SL1344_3003	STM325	3.7	6.2	1.6	2.8
SL1344_3004	STM325.1N	1.8	3.1	1.4	2.2
SL1344_3005	STM326	4	4.8	2.2	7.3
SL1344_3006	stdC	1.1	1.1	1.1	1.3
SL1344_3007	stdB	0.9	0.5	0.3	0.4
SL1344_3008	stdA	2.2	1.3	0.5	1.1
SL1344_3009		18.2	14.2	19.2	32.2
SL1344_3010		1.9	3.1	2.7	3.1
STnc290		545.8	923.9	1646	1739.1
SL1344_3011		69.5	63.4	347.3	98.5
SL1344_3012		225	281.3	1640.9	502.4
SL1344_3013		6	9.3	2.3	1.7
SL1344_3014		30.6	50.2	27.9	47.6
IsrO	IsrO	32.4	72.3	26.2	47.9
SL1344_3015	idi	37.5	59.3	28.6	49.8
SL1344_3016	lysS	180.2	59.3	30	36
SL1344_3017	prfB	102.3	44.4	7.6	38.5
SL1344_3018	recJ	38.6	30.8	8.2	31.5
SL1344_3019	dsbC	40.3	33.2	10.2	29.7
SL1344_3020	xerD	33.3	24.3	8.7	26.3
SL1344_3021	fldB	32.3	32.3	27	25.8
SL1344_3022	ygfX	56.2	50.7	48	57.6
SL1344_3023	ygfY	76.4	76.6	68.4	54.8
SL1344_3024	ygfZ	57.7	74.6	19.1	21.7
SL1344_3025	yqfA	41.5	53.8	117.6	41.9
SL1344_3026	yqfB	58.1	39.8	52.4	98.3
SL1344_3027	bglA	20.8	19.2	14.1	15.8
SL1344_3028		5.4	8.1	2.4	8.6
SL1344_3029	gcvP	50.2	22	9.1	6.4
SL1344_3030	gcvH	197.3	102.4	50.5	29
SL1344_3031	gcvT	66.8	30.6	13.8	8.2
SL1344_3032	visC	44.3	52.3	9	25.2
SL1344_3033	ubiH	48.7	74.4	28.4	44.7
SL1344_3034	pepP	44.6	56.2	27.6	42
SL1344_3035	ygfB	59.1	70.4	51.1	59.1
SL1344_3036	ygfE	67.7	48.8	35.8	59.3
SsrS	SsrS	51556.2	46468.3	49382.3	46018.1
SL1344_3037	ygfA	8.4	16	3.8	8.9
RygC	RygC	7590.8	5717.5	2595.2	5211
SL1344_3038	serA	542.1	203.4	150.5	151.8
SL1344_3039	rpiA	209.2	209.3	20	49.1
SL1344_3040	iciA	18.1	11.8	4.9	8.4
SL1344_3041	yggE	80.2	146.1	10.7	30.1
SL1344_3042	yggA	8.7	6.1	0.9	7.4
SL1344_3043	yggB	75.5	80.3	15.2	84.7
STnc3030		48.9	36.6	19	32.2
SL1344_3044	fba	327.4	239.1	85.4	80.8
SL1344_3045	pgk	192.3	201	109	78.9
SL1344_3046	epd	61.4	69	61	42.6
SL1344_3047		4.2	12.2	0.4	1.8
SL1344_3048		5.5	8.8	0.6	2.7
SL1344_3049		3.3	6.6	0.9	2
SL1344_3050		9.2	13	1.5	3.1
SL1344_3051		6.9	11.1	1.2	5.1
SL1344_3052	tktA	129.2	74.4	28.7	31.6
SL1344_3053	yggG	21.1	31.1	23.1	22.5
SL1344_3054	speB	80.5	41.5	13.8	9
STnc750		411.4	350.7	299	466.1
SL1344_3055		8.4	8.7	3.7	6.1
SL1344_3056		2.1	2.6	1.3	4.5
SL1344_3057		5.5	5.5	1.6	6.8
SL1344_3058		2.1	3	1.9	2.7
SL1344_3059		0.5	0.5	0.2	0.5
SL1344_3060		73.4	100.1	84.3	89.3
SL1344_3061		5.1	7.4	3.5	8.9
SL1344_3062	speA	84.5	71.6	20.7	37.8
SL1344_3063	yqgB	251.5	306.6	86	170.6
SL1344_3064	yqgD	80.1	54.9	5.4	32.1
SL1344_3065	metK	719.2	248.1	228.3	143.2
STnc3150		39.6	134	27.9	75.6
SL1344_3066	galP	20.8	37.1	6.2	12.8
SL1344_3067	sprT	19.9	26.6	1.1	19
STnc3850		36	29.2	19.3	39.6
SL1344_3068	endA	9.2	4.8	1.2	3
SL1344_3069	yggJ	50.3	44.4	12.1	27
SL1344_3070	gshB	44.9	35.1	10.3	20.9
SL1344_3071	yqgE	45.7	36.2	5.5	28.8
SL1344_3072	yqgF	23.6	10.7	0.4	11.1
SL1344_3073	iclR	14.6	10.5	1.2	5.9
SL1344_3074	pilT	2.6	3.4	1.1	1.7
SL1344_3075	yggS	42.1	45.4	11.5	32.1
SL1344_3076	yggT	45.9	33.9	11.4	27.6
SL1344_3077	yggU	44.8	28.1	7.2	22.1
SL1344_3078	yggV	64.2	62.7	19.7	30.8
SL1344_3079	yggW	28.1	17	3.1	12.2
STnc3860		14	13.4	35.6	25.2
SL1344_3080	yggM	6.9	11	8	10.3
SL1344_3081	ansB	4.8	5.2	6.4	7.1
SL1344_3082	yggN	55.8	108.7	9.5	22.4
SL1344_3083	yggL	231.6	328.7	90.8	185.2
SL1344_3084	trmB	88.1	102.3	15.9	51.9
SL1344_3085	mutY	39.9	30.2	5.6	20
SL1344_3086	yggX	125.8	99.9	16.5	62.3
SL1344_3087	mltC	32.1	28.7	2.5	17.5
SL1344_3088	nupG	3.8	3.9	3.5	4.7
SL1344_3089	speC	13.9	15	3.1	5
SL1344_3090	yqgA	5.1	12.6	6.3	10.8
STnc3870		55.4	36	137.2	137.3
SL1344_3091		9	11	1.9	20.6
SL1344_3092		6.5	5.1	1.8	5.6
SL1344_3093		4.1	5.3	1.4	3.9
SL1344_3094		10.4	12.8	5	12.2
SL1344_3095		6.4	3.8	2.9	4.6
SL1344_3096		7.2	11.4	6.2	11.1
SL1344_3097		2.5	5.1	0.9	4.3
SL1344_3098		5.9	5	9.7	19.1
STnc3880		36.4	155.3	77.1	200.1
SL1344_3099		13.9	11.6	3.6	21.6
SL1344_3100		7.5	9.3	2.4	10.9
SL1344_3101		11.9	15.9	1.7	9.3
SL1344_3102	ordL	24.5	31.7	5.4	13.4
SL1344_3103		5.9	6.4	2	5.7
SL1344_3104	iraD	9.2	9.2	4.8	5.9
SL1344_3105		3.3	3.4	2.1	4.2
STnc1170		17.8	11.3	4.7	31.6
SL1344_3106		20	22	9.1	9.8
SL1344_3107		6.2	7.3	4.2	3.3
SL1344_3108	exuT	1.8	2.7	26.2	1.7
SL1344_3109	uxuA	3.7	3	29.5	3.7
SL1344_3110	uxuB	2.7	1.8	5.1	2.4
SL1344_3111	uxaC	10.3	9.9	5.5	9.8
SL1344_3112		70.6	44.9	135.1	260.1
STnc3890		250.9	166.1	563.4	944.5
SL1344_3113	gsp	30.8	38.9	9.1	24.7
SL1344_3114	yghU	44.2	75.6	21.2	28.7
SL1344_3115		7.4	13.2	3.3	8.3
SL1344_3116		2.8	4.3	3.3	2.4
SL1344_3117	hybG	17.2	8	2.2	8
SL1344_3118	hybF	8.6	5.8	0.5	3.3
SL1344_3119	hybE	9.9	8.1	1.7	6
SL1344_3120	hybD	18.6	14.7	6.8	15.8
SL1344_3121	hybC	14.6	13	8	12.7
SL1344_3122	hybB	3.2	3.1	1.1	3.1
SL1344_3123	hybA	2.4	2.2	0.6	2.3
SL1344_3124	hypO	10.2	9.9	6.2	11
SL1344_3125	yghW	4.6	7.1	6.6	19.6
SL1344_3126		12.1	20.2	19.4	44.2
SL1344_3127	yqhA	54.9	71.5	39.3	132.7
SL1344_3128		53.3	87.3	375.9	709.7
SL1344_3129		18.6	26.9	11.5	146.4
SL1344_3130		10.3	9	2.2	61.8
SL1344_3131	yghA	35.4	101.1	5.2	29.6
SL1344_3132	exbD	39.3	30.8	175	78.4
SL1344_3133	exbB	24.6	19.6	273.4	48.8
SL1344_3134		11.3	15.5	57.5	12.1
SL1344_3135	metC	46.3	31.1	28.8	24.6
SL1344_3136	yghB	81.8	104.5	48.7	39.2
SL1344_3137	yqhC	18.3	26.4	10	27.9
SL1344_3138	yqhD	13	13.5	10.5	11.2
SL1344_3139	dkgA	48.2	102.1	13.5	30.9
SL1344_3140		7.4	4.8	1.3	3.4
SL1344_3141		41.3	38.4	16.9	49.8
STnc1820		129.3	132.6	535.2	216.3
STnc3920		1.9	2.8	5	1.7
SL1344_3142	ygiR	26.7	11.7	2.6	3.7
SL1344_3143		0.4	0.7	1.5	1.3
SL1344_3144		1.3	2	1.7	2.2
SL1344_3145	ygiK	4.8	7.1	1.5	5
SL1344_3146	sufI	28.8	21.5	8.5	22.7
SL1344_3147	plsC	36.2	34.9	6	30.4
SL1344_3148	parC	49.1	43.5	13.8	33.8
SL1344_3149		45.5	19.7	35.6	35
SL1344_3150	ygiW	134	89.5	175.4	129.1
SL1344_3151	ygiX	21.2	16.4	8.4	15.5
SL1344_3152	ygiY	10.9	9.4	1.8	8
SL1344_3153	mdaB	22.9	29.8	7.5	15
SL1344_3154	ygiN	132.7	103	39.5	86.2
SL1344_3155	parE	46.2	29.6	8.4	24.8
SL1344_3156	yqiA	106.9	108.3	28.7	97.8
SL1344_3157	cpdA	76.8	55.4	20.1	43.4
SL1344_3158	yqiB	58.2	62.3	43.1	57.7
SL1344_3159	nudF	21.7	17.8	4	23.1
SL1344_3160	tolC	106.8	135.7	65.8	86.8
SL1344_3161	ygiB	109.2	125.8	92.7	101.6
SL1344_3162	ygiC	66.5	60.8	17.1	50.5
SL1344_3163	ygiD	21.9	21.4	5.1	7.6
SL1344_3164	ygiE	23.6	31.4	24.5	32.7
SL1344_3165	assT	2.9	2.3	1.8	3
SL1344_3166		5.1	3	1.9	6.5
SL1344_3167		11	10.9	7	11.7
SL1344_3168	ribB	59.3	64.8	8.1	18.4
SroG	SroG	572.4	401.4	190.6	265.7
SL1344_3169	yqiC	129.2	224.8	153.8	101.4
SL1344_3170	glgS	20.7	30.1	184.2	61.4
SL1344_3171		2.8	3.6	0.7	2.8
SL1344_3172	yqiK	5.4	7	2.5	8.3
STnc1420		114	112.7	200.3	150
SL1344_3172A	ibsC	0	0	0	0
RygD	RygD	6886.5	4682.5	5734.7	5888.8
SL1344_3173	rfaE	43.9	38.5	8.2	22.8
SL1344_3174	glnE	23.7	18.7	5.5	23.8
SL1344_3175	ygiF	27.5	19.1	10.5	21.7
SL1344_3176	ygiM	36.7	56.2	6.2	18.4
SL1344_3177	cca	26.5	47.8	11.6	26.2
SL1344_3178	bacA	39	21.4	8.7	23.9
SL1344_3179	folB	61.6	33.4	3.3	12.4
SL1344_3180	ygiH	58.4	81.3	38.7	77.6
SL1344_3182	gcp	50.3	51.3	10.9	23
SL1344_3183	rpsU	3925.4	1982.9	199.7	894.4
SL1344_3184	dnaG	70.3	67.5	18.5	45
SL1344_3185	rpoD	125.5	96.4	23.8	95.2
SL1344_3186	mug	38.3	55.3	53	46.6
SL1344_3187	yqjH	9	5.4	57.8	23.8
SL1344_3188	yqjI	34.8	33.9	39	26
SL1344_3189		6.3	38.5	29.8	680.9
SL1344_3190	aer	6.3	10.3	6.3	72.9
SL1344_3191	oat	52.2	127.1	11.8	34.4
SL1344_3192	fadH	4.1	5.5	2.6	5.2
SL1344_3193	ygjO	17.4	13.9	4.2	9.3
SL1344_3194	ygjP	17.9	33.9	10.3	19.5
SL1344_3195	ygjQ	2.3	2.7	1	2
SL1344_3196	ygjR	14.4	18.1	3.7	9.1
SraF	SraF	424.6	707.5	232.8	1155.1
SL1344_3197	ygjT	16.4	17.8	15.8	21
STnc310		19	49.5	128	245.1
SL1344_3198	ygjU	48.3	39.8	25.5	42.3
SL1344_3199	yqjA	172.3	193.5	121.1	91.2
SL1344_3200	yqjB	78.3	69	25.3	36.5
SL1344_3201	yqjC	204.5	343	172.8	343.5
SL1344_3202	yqjE	80.7	137.2	24.4	137.2
SL1344_3203	yqjK	24.3	40.9	5.8	52.1
SL1344_3204	yqjF	2.9	3.7	1.1	3.1
SL1344_3205	yqjG	22.7	46.1	10.7	25.3
SL1344_3206	yhaH	69.1	92	62.8	90.8
SL1344_3207	yhaJ	30.2	24.9	6.3	28.9
SL1344_3208	yhaK	7.1	8.2	10.1	6.1
SL1344_3209	yhaL	21.5	23.9	17.2	19.4
SL1344_3210	yhaN	10.6	13.8	5.9	9
SL1344_3211	yhaO	5.4	6.6	2.2	2.1
SL1344_3212	tdcG	3.9	4.9	2.5	4.4
SL1344_3213	tdcE	2.2	3.8	3.3	3.1
SL1344_3214	tdcD	2.1	3.1	3.1	6.9
SL1344_3215	tdcC	2.6	4.2	3.7	5.1
SL1344_3216	tdcB	1.3	1.8	4.3	5.6
SL1344_3217	tdcA	2.1	2.8	1.5	4.1
SL1344_3220	garK	4	4	1.3	3.5
SL1344_3221	garRb	3.3	3.2	1.4	1.5
SL1344_3222	garL	2.9	2.7	1.1	1.9
SL1344_3223	garD	1.4	1	0.5	1.2
SL1344_3224		20.2	22.8	8	18.3
SL1344_3225	agaR	24.4	24	23.8	25
SL1344_3226	gatY	1.3	1.7	0.7	2.2
SL1344_3227		0.3	0.4	0	0.6
SL1344_3228		1.3	1.7	0.6	2.1
SL1344_3229		1.3	1	0.3	0.8
SL1344_3230		3.3	3.3	0.4	0.9
SL1344_3231	gatA	1	0.4	0.2	0.5
SL1344_3232	gatB	1.4	1.4	2.5	1.5
SL1344_3233	gatC	2.6	2.9	1.7	2.7
SL1344_3234	gatD	1.1	1.9	0.3	1
SL1344_3235	gatR	20	16.1	22.3	20.7
SL1344_3236	yraL	22.4	15.4	6.2	15.4
SL1344_3237	yraM	40.6	37.4	14	43.7
SL1344_3238	yraN	63.5	80.4	32.1	87.2
SL1344_3239	yraO	132.5	106.2	44.9	40.1
SL1344_3240	yraP	102.2	89.6	26.6	46.9
SL1344_3241	yraR	7.9	20.8	5.2	10
SL1344_3242	yhbO	29	61.7	4.4	11.2
SL1344_3243	yhbP	4.3	2	2.2	5.6
SL1344_3244	yhbQ	23.7	33.7	53.7	32.5
SL1344_3245	yhbS	57.6	62.2	33.7	56.7
SL1344_3246	yhbT	67.8	58.3	51.4	59
SL1344_3247	yhbU	1.1	1.1	0.3	0.5
SL1344_3248	yhbV	1.4	1.2	0.4	0.8
SL1344_3249	yhbW	9.1	17	3.2	13.1
SL1344_3250		4.1	6.3	4.8	4.8
SL1344_3251		1.3	4.1	0.7	5.7
SL1344_3252	mtr	23	11.6	25.6	4.3
SL1344_3253	deaD	37.9	23.2	5.9	27.8
SL1344_3253A	yrbN	72.4	62.7	9	53.3
SL1344_3254	nlpI	345.6	351.3	556.9	441.2
SL1344_3255	pnp	143.7	85.6	45.7	63.4
SraG	SraG	1050	895.3	394.6	1452.5
SL1344_3256	rpsO	2237.9	790.1	335	811.9
SL1344_3257	truB	75.6	33.8	28.1	37
SL1344_3258	rbfA	83.2	22.2	16.9	16.2
SL1344_3259	infB	149.7	65.2	33.5	35.5
SL1344_3260	nusA	131	54.7	17.4	33.1
SL1344_3261	yhbC	131.7	52.1	12.9	37
SL1344_3262	argG	126.4	32.6	48.1	21.4
SL1344_3263		6.2	13.4	8.9	38.5
STnc3950		33.1	53.8	65	94.8
SL1344_3264	secG	986	382.9	205.9	311.3
SL1344_3265	glmM	27.8	24.7	8.8	23.5
SL1344_3266	folP	23.6	21	10.2	20.9
SL1344_3267	tnpA_1c	0	0	0	0
SL1344_3268	ftsH	307.3	172.3	265.9	237.5
SL1344_3269	ftsJ	222.5	197.5	661.6	267.7
SL1344_3270	yhbY	256.9	88.2	20.1	63.2
STnc1660		90.7	61.9	35.4	59.5
SL1344_3271	greA	101.8	67.6	22.8	46.4
SL1344_3272	dacB	35.4	25.3	6.8	22.3
STnc3960		39.4	77.3	73.2	109.3
SL1344_3273	obgE	40.1	37.5	12.4	17.4
SL1344_3274	yhbE	32.6	40.2	20.3	19.7
SL1344_3275	rpmA	1989.5	470.6	93.3	312.8
SL1344_3276	rplU	2019.3	378.4	84.4	234.6
SL1344_3277	ispB	74.5	77.9	39.1	71.1
SL1344_3278	nlp	28.7	25	15.8	38
SL1344_3279	murA	64.9	34.5	12.2	26.7
SL1344_3280	yrbA	96.2	40.4	6.8	36.6
SL1344_3281	yrbB	110.8	98.4	31.5	64.2
SL1344_3282	yrbC	76.6	69.2	23	46
SL1344_3283	yrbD	48	48.3	14	31.8
SL1344_3284	yrbE	23.6	17.4	6.8	15.5
SL1344_3285	yrbF	49.9	34.2	14.9	45.7
SL1344_3286	yrbG	46.3	47.8	10.6	46.1
SL1344_3287	yrbH	49.5	45.9	16.4	45.5
SL1344_3288	yrbI	74.7	69.1	16.5	61.7
SL1344_3289	yrbK	58.9	70	14.7	55.5
SL1344_3290	yhbN	68	59.6	12.6	48.7
SL1344_3291	yhbG	71.5	64.2	13.4	49.9
SL1344_3292	rpoN	113.3	122.8	25.1	89.6
SL1344_3293	yhbH	415.1	695	246.9	417.1
STnc3970		179.7	268.9	399.6	515.5
SL1344_3294	ptsN	127.3	74.7	20.5	58
SL1344_3295	yhbJ	72.6	54	14.8	31.9
SL1344_3296	ptsO	44.1	31.2	8.3	19.7
SL1344_3297	yrbL	5.2	5.7	3.6	3.1
SL1344_3298	mtgA	32.5	38.4	9.2	64.6
SL1344_3299	yhbL	49.5	63	37.8	98.6
ArcZ	ArcZ	15255.3	16236.2	18403.2	22688.7
SL1344_3300	arcB	25.9	24.6	13.4	34.9
SL1344_3301	yhcC	3	3.5	1.8	3
SL1344_3302	gltB	316.6	27.4	94.4	76.2
SL1344_3303	gltD	385.8	32.1	122.7	74.7
SL1344_3304	yhcG	2.5	2.9	1.6	1.7
SL1344_3305	codB	15.9	5.9	5	3.3
SL1344_3306	codA	27	17.5	9.8	10.3
SL1344_3307	yhcH	13.6	24.9	1.6	9.5
SL1344_3308	nanK	9.1	21.4	2	9.3
SL1344_3309	nanE	4.8	4.5	3	2.4
SL1344_3310	nanT	6.3	5.8	4.7	3.2
SL1344_3311	nanA	1.5	2.3	6	1.4
SL1344_3312	yhcK	27.7	27.1	20.8	27.1
SL1344_3313	sspB	173.4	135.7	39	125.3
SL1344_3314	sspA	176	124.2	63.7	106.2
SL1344_3315		4.1	2.9	2.2	3.3
STnc3060		56	84.8	86	134.2
SL1344_3316	rpsI	1138.3	200.9	113.7	61.1
SL1344_3317	rplM	878.1	220	84.9	78.2
SL1344_3318	yhcM	30.4	16	2.8	10
SL1344_3319	yhcB	182.8	120.4	82.7	153.6
SL1344_3320	degQ	34.6	32.2	13.9	39.1
SL1344_3321	degS	35.8	45.7	7.8	46.3
SL1344_3322		6.3	6.6	2.7	2.9
SL1344_3323	oadB2	2.1	1.5	0.3	0.6
SL1344_3324	oadA2	0.8	1.5	0.1	0.5
SL1344_3325		2.1	2.7	0.4	2.5
STnc3050		201.2	168.8	147.7	90.9
SL1344_3326	ttdB	3.6	5.4	2.5	3.3
SL1344_3327	ttdA	1.9	2.4	0.1	1.3
SL1344_3328		0.2	0.8	0.1	0.3
SL1344_3329		27	34.5	6.7	25
SL1344_3330		45.8	52.5	12.7	46.5
SL1344_3331	mdh	375	277.5	254	221.5
SL1344_3332	argR	559.2	392.9	76.5	320
SL1344_3333	yhcN	11.1	22.6	21.7	37.4
SL1344_3334		11.3	25.9	8.8	30
STnc2100		29.7	110	40.4	109.2
SL1344_3335	yhcO	78.6	231.4	87.1	187.7
SL1344_3336	yhcP	5.5	6.6	1.9	8.9
SL1344_3337	yhcQ	3.7	7.9	1.7	5.6
SL1344_3338	yhcR	2.4	6.4	8.5	40.2
SL1344_3339	yhcS	10.5	11.1	7.8	13.7
SL1344_3340	tldD	48.1	56.2	17.8	38.3
SL1344_3341	yhdP	23.6	22.8	4.4	13.9
SL1344_3342	cafA	68.1	51.6	9.4	39
SL1344_3343	maf-b	56.9	33.6	5.8	20.1
SL1344_3344	mreD	59.9	56	11.3	40.3
SL1344_3345	mreC	61.8	37.4	4.8	27.8
SL1344_3346	mreB	123.7	77.2	13.7	59.1
SL1344_3348	yhdA	16.9	24.1	10.2	42.5
SL1344_3349	yhdH	24.8	34.8	9.4	25.1
SL1344_3350		21.4	15.2	5	9.7
SL1344_3351		41.7	23.1	7.4	26.9
SL1344_3352	accB	217.6	53.6	9.3	40.2
SL1344_3353	accC	243.5	67.9	41.1	44.9
SL1344_3354	yhdT	10.8	3.7	0.7	2.8
SL1344_3355	panF	11.5	5.7	2.8	4.4
SL1344_3356	prmA	17.1	9.7	4.5	5.7
SL1344_3357	yhdG	200.5	50.6	4.8	17.5
SL1344_3358	fis	223.4	47.1	10.7	15.6
SL1344_3359	yhdJ	10.5	5.7	5	6.6
SL1344_3360	yhdU	39.9	27.9	25.3	40.6
SL1344_3361		14	23	1.9	10.8
SL1344_3362	envR	1.9	1.2	0.8	2.5
SL1344_3363	acrE	0.7	0.5	0.2	0.8
SL1344_3364	acrF	4	7.9	4.2	6.1
SL1344_3365	yhdV	16.1	18.2	9.4	17.2
STnc3990		55.1	110.2	57.3	127.4
STnc1670		4.3	12.7	59.1	14.6
SL1344_3366	yrdA	70.1	55.7	28.5	25.9
SL1344_3367	yrdB	38.8	23.1	2.8	14.5
SL1344_3368		47.8	40.5	7.1	24.6
SL1344_3369	yrdC	51	40	2.1	27.8
SL1344_3370	yrdD	145.9	218.2	198.5	243.5
SL1344_3371	smg	153.6	272.5	301.5	233.4
SL1344_3372	dprA	28.3	44.6	28.7	35.5
SL1344_3373	def	166.4	236	727.2	208.2
SL1344_3374	fmt	58.6	66.6	54	45.1
SL1344_3375	fmu	13.9	16.6	4.6	10.7
SL1344_3376	sapG	20.3	26.1	4.7	17.1
SL1344_3377	mscL	305.8	647.7	440.4	1085.2
SL1344_3378		303.5	407.3	63.9	253.5
SL1344_3379	zntR	70.7	88.1	41.6	83.4
SL1344_3380	yhdN	72.5	112.8	66	111.1
SL1344_3381	rplQ	1978.4	315.5	167	162.3
SL1344_3382	pez	1757.3	313	124	137.7
SL1344_3383	rpsD	1861.6	376.9	117.9	175.2
SL1344_3384	rpsK	1559.4	342.4	92.2	151.6
SL1344_3385	rpsM	2149.3	472.5	214.4	293.9
SL1344_3386	rpmJb	3177.8	1039.5	1071.8	720.3
SL1344_3387	prlA	1469	406.3	327.8	258.1
SL1344_3388	rplO	1098.6	174.1	121.3	74.9
SL1344_3389	rpmD	1403	250.4	166	132.8
SL1344_3390	rpsE	961.2	188.2	114.1	91
SL1344_3391	rl18	1475	308.7	145.2	171.3
SL1344_3392	rplF	1231.6	202.8	125.3	116.6
SL1344_3393	rpsH	1322.6	220.4	95.2	135
SL1344_3394	rpsN	1335.6	219.5	88.9	127.5
SL1344_3395	rplE	2361.2	1339.5	167.5	428.7
SL1344_3396	rplX	2567	499.3	124.2	289.8
SL1344_3397	rplN	1899.1	383.7	149.1	214.9
SL1344_3398	rpsQ	2586.1	429.3	840.1	517
SL1344_3399	rpmC	2205.6	227.2	376.9	130.7
SL1344_3400	rplP	1202.3	86.1	156	49.5
SL1344_3401	rpsC	1249.7	87.6	187.7	55.4
SL1344_3402	rplV	1387.3	72.5	117	44.2
SL1344_3403	rpsS	1593.5	214.9	536.4	350.5
SL1344_3404	rplB	830.3	42.6	75.7	23.4
SL1344_3405	rplW	1296.8	70.9	78.2	38
SL1344_3406	rplD	1059.9	60.4	62.5	28.2
SL1344_3407	rplC	1152.1	59.8	72.5	30
SL1344_3408	rpsJ	1634.7	93.2	98.7	49.5
SL1344_3409	hopD	1.2	1	0.2	2
SL1344_3410	bfr	344.2	966.4	90.4	216.9
SL1344_3411	bfd	33.5	6	208.6	94
STnc4000		7.7	30.5	279.8	57.5
SL1344_3412	tufA	568.1	138.8	174.6	65
SL1344_3413	fusA	784.7	168.7	145	82.4
SL1344_3414	rpsG	1115.6	193.3	87.3	91.1
SL1344_3415	rpsL	1398.3	346.6	77.2	142.1
SL1344_3416	yheL	103.8	185.8	42.3	127.7
SL1344_3417	yheM	59.4	42.1	10.9	50.5
SL1344_3418	yheN	63.4	53	13.8	66.3
SL1344_3419	yheO	121.1	64.3	10.7	82.9
SL1344_3420	fkpA	257.9	189.8	46.3	65
SL1344_3421	slyX	66.5	74.5	27.4	41.7
SL1344_3422	slyD	296.4	228.3	63	121.1
SL1344_3423	yheV	151.4	119.4	14.5	66.3
SL1344_3424	kefB	55.2	59.1	16.4	51.3
SL1344_3425	yheR	55	57.7	13.3	56.1
SL1344_3426	yheS	176	114	37.2	87.4
SL1344_3427		60.2	47.6	4.5	27.6
STnc1590		1729.5	1227	1041.7	2231.6
SL1344_3428		76.6	73.4	30.3	58
SL1344_3429	yheT	51.8	46.1	17.5	33.9
SL1344_3430	yheU	48.3	33.8	7.9	34.3
SL1344_3431	prkB	47.6	55.7	12.9	42.5
SL1344_3432	yhfA	65.1	53.4	36.1	63.3
SL1344_3433	crp	173.3	132.2	64.3	171.5
SL1344_3434	yhfK	36	15.8	4.8	38.9
SL1344_3435	argDb	273.7	143.7	28.9	32.1
SL1344_3436	pabA	17.7	34.2	3.9	15.6
SL1344_3437	fic	25.7	60.2	3.8	20.6
SL1344_3438	yhfG	60.3	184.1	16.2	68.9
SL1344_3439	ppiA	39.2	39.4	8.4	27.2
SL1344_3440	yhfC	16.7	12.5	1.2	8.9
SL1344_3441	nirB	4.5	4.7	1.8	2.6
SL1344_3442	nirD	8.1	8.8	9.4	18
SL1344_3443	nirC	4.2	3.8	0.4	2.7
SL1344_3444	cysG	17	18.9	3.6	9.3
SL1344_3445	bigA	2.4	2.9	0.9	1.6
SL1344_3446	tnpA_1d	0	0	0	0
STnc340		16.5	30.8	22.5	23.8
SL1344_3447	yhfL	30.2	20.5	10.1	56.3
SL1344_3448	trpS	125.9	99	26.5	59.7
SL1344_3449	gph	84.7	68.6	17.6	39.2
SL1344_3450	rpe	48.9	24.8	4.2	10.4
SL1344_3451	dam	69	41.4	7.8	38
SL1344_3452	damX	128.3	92.6	13.6	71.7
SL1344_3453	aroB	143.1	77	18.7	68.8
SL1344_3454	aroK	231.3	91.3	24.2	99.2
SL1344_3455	comE	5.6	6.2	2.5	3.4
SL1344_3456	comD	4	5.8	3.6	4
SL1344_3457	comC	1.2	1.3	0	0.4
SL1344_3458	comB	1.4	2.7	0.5	0.7
SL1344_3459	comA	3.1	3.3	1.4	2.2
SL1344_3460	mrcA	29.4	19.5	4.9	14.5
SL1344_3461	nudE	67.3	60.8	48.8	159.3
SL1344_3462	igaA	32.7	25.9	13	35.8
SL1344_3463	yrfG	47.6	68.6	11.4	30.3
SL1344_3464	hslR	65.3	50.3	5.9	17
SL1344_3465	hslO	55.9	33.9	7.8	12.6
SL1344_3466	yhgE	5.5	7.4	4.4	6.9
SL1344_3467	pckA	18.2	19	15.3	17.4
SL1344_3468	envZ	37.8	23.8	5.1	14.6
SL1344_3469	ompR	95.2	81.6	40	38.2
SL1344_3470	greB	36.5	42	17.8	39.2
SL1344_3471	yhgF	29.7	11.8	5.3	6.4
STnc760		1928.5	2596.1	3685.7	3381.5
SL1344_3472	feoA	53.6	10.5	69.7	38.1
SL1344_3473	feoB	30.3	7.6	18.4	27.5
