Locus Tag	Name	InSPI2	InSPI2 LowMg2+	Peroxide shock (InSPI2)	Nitric oxide shock (InSPI2)
SL1344_0987		2.3	2	0.9	2.4
SL1344_0988		1.1	1.9	0.3	1.2
SL1344_0989		3.7	5.5	1.7	4.4
SL1344_0990		5.3	7.6	3.8	16.2
SL1344_0991	sseI	369.1	184.2	8.3	16.3
SL1344_0992		127.3	47	5.4	7.5
SL1344_0993		2.8	1.5	0.3	2.5
SL1344_0994		50.1	35.2	4.2	26.9
SL1344_0995	gtgE	148.3	130.6	32.9	84.3
SL1344_0996	gtgF	9.3	15	285.2	60.9
SL1344_0997	pepN	49.8	45.4	25.5	40.5
SL1344_0998	pyrD	32.2	13.6	4.9	6.7
SL1344_0999	ycbW	68.3	57.5	11.2	53.3
SL1344_1000		21.6	9.4	2.3	7.2
SL1344_1001	rlmL	29.4	23.7	4	9.6
SL1344_1002	uup	31.4	24.8	6.3	9.1
SL1344_1003	pqiA	25.6	38.7	7.2	20.8
SL1344_1004	pqiB	27.6	32.7	8.1	16.5
SL1344_1005	ymbA	48.5	48.4	13	30.3
STnc3390		15.4	401.9	15	30.9
SL1344_1006	rmf	935.9	1011	1158.9	1362.6
SL1344_1007	fabA	173.6	41.5	16.6	22.8
SL1344_1008	lonH	31.2	7.6	2.2	5
SL1344_1009	ycbG	45.5	35.7	111.9	57.3
SL1344_1010	ompA	1710.3	794.7	630.2	471.9
SL1344_1011	sulA	30.4	33.2	1357.5	111.6
SL1344_1012	sxy	7.3	12.3	4.3	11.4
SL1344_1013	yccS	18.9	21.3	7.3	16.8
SL1344_1014	yccF	10.5	12.4	2.4	6.7
SL1344_1015	helD	28.6	38.5	18.2	29.6
SL1344_1016	mgsA	37.4	33	30.9	38.4
SL1344_1017	yccT	7.4	13.3	5.1	18.9
SL1344_1018		57.1	99.8	17.9	26.7
SL1344_1019	yccV	117.5	99.4	80.5	115.5
SL1344_1020	yccW	15.3	21.2	18.4	15.5
SL1344_1021		8.5	5.2	7.6	7.7
SL1344_1022		16.3	15.7	8.8	16.5
SL1344_1023	yccX	5.3	15.1	3.9	7.8
SL1344_1024	yccK	80.8	73.8	10.2	43.2
SL1344_1025	yccA	160.7	190.4	48.1	20.3
SL1344_1026	pipA	82.7	60.4	13.1	35.4
SL1344_1027	pipB	794.4	645.2	56.6	59.2
SL1344_1028		3.8	5	1.1	0.4
SL1344_1029	pipC	19.8	57.8	43.8	95.1
SL1344_1030	sopB	2.9	7.2	6.2	24.3
SL1344_1031	orfX	6.7	2.4	0	3.7
SL1344_1032		4.8	4.3	3.3	5.1
SL1344_1033	pipD	20	15.8	15.6	7.2
SL1344_1034	copS	9.2	8.1	1.4	6.5
SL1344_1035	copR	19.8	29	29.8	26.9
SL1344_1036		43	59.2	33.6	63.6
SL1344_1037	hpaC	5	5.5	4.8	6.6
SL1344_1038	hpaB	2.1	3.8	3.1	4.5
SL1344_1039	hpaR	9.6	7	2.1	5.4
SL1344_1040	hpaG	1.1	0.9	0.9	1.3
SL1344_1041	hpaE	2	2.6	1.7	1
SL1344_1042	hpaD	2.4	3.1	0.9	1.5
SL1344_1043	hpaF	2.9	3.4	2.4	2
SL1344_1044	hpaH	2.7	1.9	0.8	1.9
SL1344_1045	hpaI	1.2	1.8	0.6	1.3
SL1344_1046	hpaX	3	4.3	0.9	2.4
SL1344_1047	hpaA	2.7	1.6	0.5	1.7
SL1344_1048		10.8	13.5	4.4	8.9
STnc1880		80	173.3	120.8	210.3
SL1344_1049		10.8	24.9	1	7.6
STnc3400		61.1	115.1	17.6	31.3
SL1344_1050	yccD	47.6	78.7	30	72.4
SL1344_1051	cbpA	26.5	39	15.5	27.4
SL1344_1052	scsA	129.2	156.7	40.3	104.3
SL1344_1053	scsB	4	2.2	0.5	3.5
SL1344_1054	scsC	5.4	3.7	1.3	4.3
SL1344_1055	scsD	5.5	2.4	0.9	4.6
SL1344_1056	agp	15.1	18.9	9.7	6
SL1344_1057	yccJ	192	773.8	127.4	248.3
SL1344_1058	wrbA	108.5	384.1	42.3	70.4
SL1344_1059	ymdF	242.1	5251.6	364.9	305.7
SL1344_1060	ycdC	19.9	23.8	8.1	12.8
SL1344_1061		114.7	100.1	15.1	53.2
SL1344_1062	putA	5.8	3.4	2.6	2.3
SL1344_1063	putP	27.6	18.7	8.5	7.9
SL1344_1064	phoH	61.4	265.8	32.9	180.2
SL1344_1065		50.2	38.7	6.5	27.5
STnc500		285.2	341.3	403.6	514.4
SL1344_1066		2.1	3	1.1	3.8
SL1344_1067		1.4	2	1.5	1.7
SL1344_1068		0.9	1.7	1.2	2.5
SL1344_1069		1.3	1.6	0.1	3.1
SL1344_1070		4.1	9	4.1	10.5
SL1344_1071		16.1	20.8	7.1	16.6
SL1344_1072	ycdW	31	13.2	7.3	11.1
SL1344_1073	ycdX	62.4	66.2	19.2	38.4
SL1344_1074	ycdY	36.1	52	8.5	22.2
SL1344_1075	ycdZ	68.9	137.3	14.2	59.8
SL1344_1076	csgG	7.2	10.1	6.6	12.1
SL1344_1077	csgF	1.6	1.2	0.2	4.5
SL1344_1078	csgE	4.9	3.1	0	10
SL1344_1079	csgD	7.5	5.8	1.1	23
SL1344_1080	csgB	0.7	2.1	0.6	1.4
SL1344_1081	csgA	2.8	2.1	0.4	1.9
SL1344_1082	csgC	13.2	21.2	7.2	22.8
SL1344_1083	ymdA	5.7	10	7.9	11.3
SL1344_1084		27.1	50.3	21.4	31.3
SL1344_1085	ymdC	21.1	33	12.6	25.4
SL1344_1086	mdoC	13.9	18.9	3.1	17.1
SL1344_1087	mdoG	75.5	58.9	15.7	36.2
SL1344_1088	mdoH	59.1	50.6	9.7	26.1
SL1344_1089	yceK	10.4	7.5	1.2	2.2
SL1344_1090	msyB	112.3	259.2	26.4	79.4
SL1344_1091	yceE	3.7	6.9	5.9	9.6
STnc3040		10.3	41	48.4	87.7
SL1344_1092	htrB	37.1	39.3	6.9	37.9
SL1344_1093	yceA	79.3	37.4	5.4	16.8
SL1344_1094	yceI	19.9	14.8	13.4	13.7
SL1344_1095	yceJ	5.9	6.1	1.9	5
SL1344_1096	yceO	12.8	19.3	0.8	20.3
SL1344_1097	solA	29.9	23.6	22.5	36.5
SL1344_1098	bssS	156.2	286.6	538.9	991.3
SL1344_1099	dinI	296.8	133.8	1181.2	345.4
SL1344_1100	pyrC	116.7	66.2	20.6	13.9
SL1344_1101	yceB	154.7	198.6	172.7	340.8
SL1344_1102	grxB	203.8	294.4	44.1	113.3
SL1344_1103	yceL	17.8	18.4	5	15.7
SL1344_1104	rimJ	34.8	34.1	19.1	33.7
SL1344_1105	yceH	29.1	27.8	8.3	26.7
SL1344_1106	mviM	19.1	19.7	6.1	15.4
SL1344_1107	mviN	17.6	16.7	4.2	15.6
SL1344_1108	flgN	50	143.8	310.4	573.1
SL1344_1109	flgM	47.6	123.9	346.9	544.1
SL1344_1110	flgA	33.2	42.3	24.9	12.1
SL1344_1111	flgB	63.3	66.8	27.7	19.5
SL1344_1112	flgC	37.5	31	16.8	14.8
SL1344_1113	flgD	26.5	18.6	8.8	10.2
SL1344_1114	flgE	35.8	27.3	27.4	10.6
SL1344_1115	flgF	33.6	25.3	18.4	12.5
SL1344_1116	flgG	33.1	26.3	17	13.3
SL1344_1117	flgH	20.1	19.3	8.6	9.3
SL1344_1118	flgI	16.9	19.6	7	9.6
SL1344_1119	flgJ	14.7	18.2	6.5	9.2
SL1344_1120	flgK	19.1	70.1	60.6	303
SL1344_1121	flgL	22	73.6	66.6	281.7
STnc840		109	694.4	1250.2	1738.1
SL1344_1122	rne	58.2	39.4	8.4	50.3
SL1344_1123	rluC	42.6	22.4	3.6	17.1
SL1344_1124		9.1	8.5	4.5	11.9
SL1344_1125		14.4	11.3	6.9	17.8
SL1344_1126	maf-a	37.1	38.2	14.4	36.1
SraB	SraB	553.8	660.8	215.8	716.3
SL1344_1127	yceD	1014.3	387.8	81.6	196.1
SL1344_1128	rpl32	1416.6	559.4	194.7	238.4
SL1344_1129	plsX	142.5	56.1	14.5	31
SL1344_1130	fabH	99	47.8	11.9	26.4
SL1344_1131	fabD	150.2	124.7	21.5	34.5
SL1344_1132	fabG	410.1	236.1	74.5	125.8
SL1344_1133	acpP	5190.4	2626.9	1866.4	2168.4
SL1344_1134	fabF	233.5	89.4	43.4	70.9
SL1344_1135	pabC	28.8	26.5	10.9	17.8
SL1344_1136	yceG	31	37.7	7.4	28.4
SL1344_1137	tmk	34.6	34.3	5.8	20.6
SL1344_1138	holB	28.9	24.2	2.3	18.6
SL1344_1139	ycfH	53.6	149.8	25.9	74.3
SL1344_1140	ptsG	256.1	91.5	431.6	47.9
SL1344_1141	fhuE	1.4	2.5	1.8	2.5
SL1344_1142	ycfF	179	152.4	33.8	78
SL1344_1143	ycfL	114.7	96.4	11.9	56.2
SL1344_1144	ycfM	64	66.1	12.4	44.9
SL1344_1145	thiK	29.9	38.7	10.7	26.5
SL1344_1146	nagZ	43	58.3	16.2	35.4
SL1344_1147	ycfP	89.6	169	46.8	102.8
SL1344_1148	ndh	26.4	44.2	47.9	43.1
SL1344_1149	ycfJ	22.7	16.4	27.9	14.7
STnc850		297.9	269.9	303.5	347.4
STnc1090		56.8	144.4	35.2	115.8
SL1344_1150	ycfQ	73.6	106.3	86.4	87.5
SL1344_1151	ycfR	151.3	626.4	478.3	198.6
SL1344_1152	ycfS	6.4	9.2	3.5	4.7
SL1344_1153	mfd	23.5	30.9	8.9	21.7
STnc3410		470	465.1	296.8	427.3
SL1344_1154	ycfU	48.9	35.4	5.4	31.9
SL1344_1155	lolD	38	26.6	4.1	19.6
SL1344_1156	ycfW	34.4	21.7	4	13.7
SL1344_1157	ycfX	57.3	58.1	22.7	37
SL1344_1158	cobB	86.5	92.6	34.5	55.4
SL1344_1159	potD	432.7	115.6	26	23.4
SL1344_1160	potC	284.2	114.5	36.2	39.1
SL1344_1161	sifA	390.3	158.6	16	52.7
SL1344_1162	potB	25.2	12.6	3.6	9
SL1344_1163	potA	27.6	17.4	1.6	10
SL1344_1164	pepT	16	21.5	6.5	17.8
SL1344_1165		7.4	11.9	8.3	15.7
SL1344_1166		0	0	0	0
SL1344_1167	ycfD	74.2	79	28.7	35.9
SL1344_1168	phoQ	296.7	362.7	102.5	103.5
SL1344_1169	phoP	607.4	719.5	253.6	151.3
SL1344_1170	purB	124.9	61.5	13.1	7.2
SL1344_1171	ycfC	103.5	83.3	6.2	22.7
SL1344_1172	mnmA	125.5	121	20.9	38.1
SL1344_1173	ymfB	14.1	17.8	2	12.2
SL1344_1174		16.7	23.3	4.7	15.4
SL1344_1175	rluB	27.9	62.1	21.7	58.3
SL1344_1176	icdA	446.5	211.9	276	408.3
STnc150		137.3	321.6	64.2	90.1
SL1344_1177		46.7	49.3	5.6	65.1
SL1344_1179	envF	3.4	3.8	3.5	10.4
IsrC	IsrC	8.7	5.7	6.6	7.6
SL1344_1180	msgA	150.7	104	204.3	231.5
SL1344_1181	envE	86.1	40.9	3.1	21.9
SL1344_1182	cspH	38.2	29	0.4	5.9
SL1344_1183	pagD	92.4	189.7	47.8	2.8
SL1344_1184	pagC	2151	1600	382.3	88.3
STnc3420		17.7	34.6	26.6	31.5
STnc520		494.9	299.4	692.3	438.7
SL1344_1185	pliC	258.3	259.7	104.2	134.6
SL1344_1186		12	45.2	5.3	18.6
SL1344_1187		158.6	258.3	185.7	1830.9
STnc1760		52	67.2	137.6	79.3
STnc1210		261.1	250	209.3	696.7
SL1344_1188		28.5	48	14.7	10.3
SL1344_1189		941.8	601.9	868.6	495.7
STnc1990		147.8	181.2	133.5	348.3
SL1344_1190		28.2	52.5	3.5	8.7
STnc3430		162.2	187.4	138.6	181
SL1344_1191		4.9	7.4	3.6	5.2
SL1344_1192		2.8	3.4	0.9	3.7
SL1344_1193		4.2	5.6	1	3.1
SL1344_1194		2.5	3.6	1	1.3
SL1344_1195		3.5	3.8	0.6	1.4
SL1344_1196		29.4	28.4	9.2	16.9
SL1344_1197		41.8	67.1	9.4	24.9
IsrD	IsrD	0	0	0	1.2
SL1344_1198		15.3	9.5	3.5	10.7
STnc3440		239.3	347.7	17.7	161.8
SL1344_1199	aadA	18.9	24.3	6.9	19.7
SL1344_1200		10.1	26.1	0.9	68.9
SL1344_1201		57	42.9	9.1	57.6
SL1344_1202		863.3	320.4	22.6	248.8
SL1344_1203		7.8	10.1	1.2	13.8
SL1344_1204	aroQ	1136.8	668.9	63.2	125.6
SL1344_1205	yeaS	278.3	247	27.7	101.6
SL1344_1206	yeaR	22	27.9	36.4	487.2
SL1344_1207	yoaG	33.1	43.1	74.9	740.2
SL1344_1208		4.4	5.2	2.3	3.7
SL1344_1209		128.9	574.2	43.5	356.6
RyhB-2	RyhB-2	15.1	10.4	3255.7	318.5
SL1344_1210	yeaQ	225.2	817.1	74	574.6
SL1344_1211	yaoF	71.7	212	87.2	28.3
SL1344_1212		86.2	153.2	117.3	114.1
SL1344_1213	yeaO	25.7	37.1	30.5	30
SL1344_1214	yeaN	2.7	2.3	0.8	2.1
SL1344_1215	yeaM	7.1	12.3	12.3	15.4
SL1344_1216	yeaL	22.9	20.4	6.1	11.5
SL1344_1217	yeaK	24.1	28.2	4.2	6.6
SL1344_1218	yeaJ	29.1	35.4	2.2	16.8
STnc1480		904.7	4077.5	204.8	60.7
SL1344_1219	yeaH	58	104.5	26.3	87.6
SL1344_1220	yeaG	48.3	132.8	40.5	54.5
SL1344_1221	mipA	441.2	439.9	88.4	110.2
SL1344_1222		4.5	6.8	2.2	3.9
SL1344_1223		14.3	15.9	10.9	20.1
SL1344_1224	yeaD	39.6	40.9	10.8	9
SL1344_1224A		46.1	26.4	3.2	5.4
SL1344_1225	gapA	1225	629.4	170.3	170.6
SL1344_1226	yeaA	196.8	156.7	142.1	137.2
SL1344_1227	yeaC	207.8	156.9	80.7	142.6
SL1344_1228	nam	23.6	19.4	3.6	9.7
SL1344_1229	ansA	22.4	19.4	7.8	12.9
SL1344_1230	sppA	27.3	14.7	5.8	11
SL1344_1231	ydjA	37	36	31.9	26.4
SL1344_1232	selD	32.5	21.6	10.4	27.3
SL1344_1233	topB	19.5	14.7	6.2	19.3
SL1344_1234	gdhA	116	37	31.8	117.6
SL1344_1235		27.2	114.6	202.3	633.6
SL1344_1236		10.2	8.1	15.9	3.5
SL1344_1237	xthA	35.2	31.9	85.4	24.3
SL1344_1238	argDa	1.6	2.1	6.8	1.9
SL1344_1239	astA	1.2	1.5	4.9	3.2
SL1344_1240	astD	1.7	1.9	3.1	4.4
SL1344_1241	astB	3.1	5	2.5	5.4
SL1344_1242	astE	2.5	4.4	1.3	4.1
SL1344_1243		33.1	50.8	8.8	27.2
STnc1640		168.9	125.5	117.6	206.9
SL1344_1244		20.7	19.8	72.7	34.4
SL1344_1245	nadE	68.2	68.9	41.6	48.9
SL1344_1246	osmE	366	606.5	358.7	658.2
SL1344_1247	celA	23.7	30.8	44.7	18.1
SL1344_1248	celB	8.2	18.6	6.3	8.4
SL1344_1249	celC	22.9	37.3	9.4	19.2
SL1344_1250	celD	13.5	22.2	4.4	15.5
SL1344_1251	celF	5.3	7.7	4.4	9.5
SL1344_1252	celG	15.7	17.8	6.6	18.2
STnc2010		82.5	96.5	39.7	132.5
SL1344_1253	katE	26.5	51	4.8	15.4
SL1344_1254	cedA	36.5	55.6	22.8	25.2
SL1344_1255	ydjN	319.4	231.5	136.1	112.9
SL1344_1256	ydjM	5.6	3.3	10.3	6.6
STnc3570		337.4	313	543.2	493.4
SL1344_1257	yniC	46.1	37.2	14.7	17.2
SL1344_1258	yniB	41.6	82.9	34.5	63.7
SL1344_1259		23.5	32.7	19.3	29.5
SL1344_1260	ydiZ	25.5	43.8	22.5	32.5
SL1344_1261	pfkB	41.7	50	16.4	25.8
SL1344_1262	ydiY	27	15	6.5	13
STnc3460		67.7	140	179.4	113.8
SL1344_1263		45.1	43.2	6.8	12.8
STnc4210		404.8	565.7	227.6	465.4
SL1344_1264		152	317.5	68.9	15.7
SL1344_1265		106.9	193.3	60.1	42
SL1344_1330A		15.1	12.9	6.1	17.2
SL1344_1266		39.2	40.5	6.5	75
SL1344_1267		224.3	134.6	57.9	155.2
SL1344_1268		3593.4	1648.9	1346.4	1057.5
SL1344_1269		3952.7	1063.2	1121.3	767.5
SL1344_1270		3623.8	1046.2	1101.4	693.3
SL1344_1271		88.8	27.7	22.1	17.7
SL1344_1272		203.6	166.8	84.4	89.6
SL1344_1273		1120.9	1120.6	582.7	897
STnc540		715.5	408.7	362.3	488.5
SL1344_1274		14.8	15.4	1.5	6.6
SL1344_1275		37.1	56.7	5.1	21.6
SL1344_1276		13.1	22	1	6.7
SL1344_1277		122	114	36.7	102.8
SL1344_1278		52	54.8	2.7	36.1
SL1344_1279		32.3	51.3	17	40.6
SL1344_1280	ydiE	12.7	4.6	642.3	34.9
SL1344_1281	aroH	53.3	46.5	14.1	35.7
SL1344_1282	ydiA	16.4	23.1	9	26.1
SL1344_1283	pps	133.7	47.5	50.9	135.6
SL1344_1284	ydiD	4.4	5.9	2.8	3.6
SL1344_1285	ydiT	2.1	3.3	1.2	2.6
SL1344_1286	ydiS	2.3	2	0.6	1.2
SL1344_1287	ydiR	34	14.4	0.7	3
SL1344_1288	ydiQ	0.5	0.4	0.1	0.4
SL1344_1289	ydiP	2.5	1.6	0.8	2.2
SL1344_1290	ydiO	9.4	13.9	11.3	18.5
SL1344_1291	ydiF	1	1.6	0.6	1.9
SL1344_1292	aroD	24.4	16.2	10.5	22.7
SL1344_1293	aroE	9.3	8.5	8.4	12.1
SL1344_1294	ydiN	0.2	0.3	0.1	0.5
SL1344_1296	ydiM	2	2.1	2.8	4.4
SL1344_1297	ydiL	2.9	2.1	0	2.8
RprA	RprA	1701.7	1138.4	2291.9	2037.7
SL1344_1298	ydiK	18.1	22.3	12.1	22.8
SL1344_1299	ydiJ	45.3	30.9	12.2	17.7
SL1344_1300		56.9	40.1	9.1	18.6
SL1344_1301	ydiH	505	495.8	353.6	207.6
RydB	RydB	626	891	485	784.7
SL1344_1302		10.3	10.8	4.6	6.7
SL1344_1303	sufA	13.6	20.8	1231.2	15.3
SL1344_1304	sufB	10.4	18.5	236.8	12.2
SL1344_1305	sufC	12.4	22	184.7	18.3
SL1344_1306	sufD	14.6	21.2	107.2	20.5
SL1344_1307	sufS	10.3	16.7	19.6	15.1
SL1344_1308	ynhA	11.4	16.4	16.3	20.3
SL1344_1309	ynhG	27.9	65.1	24.4	43.5
SL1344_1310	lppB	36.3	28.9	11.7	12.8
SL1344_1311	lpp	28373	25942	22362.1	16580.1
SL1344_1312	pykF	106.3	165	16.6	33.1
SL1344_1313	orf48	3.1	5	1.9	3.9
SL1344_1314	orf32	0.7	1.1	1	1.5
SL1344_1315	orf245	1.4	0.9	0.9	1.6
SL1344_1316	orf408	0.9	0.7	0.3	0.9
SL1344_1317	ttrA	1.2	1.7	1.1	1.2
SL1344_1318	ttrC	0.6	0.8	0.4	0.5
SL1344_1319	ttrB	1	1	1.1	0.9
SL1344_1320	ttrS	9.6	9.6	4.7	9.2
SL1344_1321	ttrR	8.9	9.9	2.4	8.1
SL1344_1322	orf70	53.5	35.7	12.8	33.5
SL1344_1323	orf319	31.5	81.9	27.2	102.4
SL1344_1324	orf242	100.1	91.8	10.6	25.4
SL1344_1325	ssrB	417.2	479	85.7	65.6
SL1344_1326	spiR	140.5	252.3	49.1	27.8
SL1344_1327	ssaB	538.1	492.5	56.2	51.8
SL1344_1328	ssaC	384.2	242.4	7.2	40.2
SL1344_1329	ssaD	467.5	229	5.6	33
SL1344_1330	ssaE	2704.5	3891.9	2092.7	452.1
SL1344_1331	sseA	2539.7	2472.7	943.4	377
SL1344_1332	sseBa	2143.7	1583.5	625.1	228.2
SL1344_1333	sscA	1162.4	1000.3	194.3	136.7
SL1344_1334	sseC	1284.3	1488.8	182.2	203.7
SL1344_1335	sseD	833.2	776.4	51.9	107
SL1344_1336	sseE	658.6	527.7	19.8	66.6
SL1344_1337	sscB	710.9	917.3	22.3	125.4
SL1344_1338	sseF	182.6	157	3	36
SL1344_1339	sseG	130.4	104.3	10.8	29.4
SL1344_1340	ssaG	3319.3	3586.6	1059.8	625.4
SL1344_1341	ssaH	2492.1	2317.5	506.6	447.8
SL1344_1342	ssaI	2155.2	1836.9	341	336.4
SL1344_1343	ssaJ	1766.3	1400.7	164.7	248.8
SL1344_1344		930.9	668.5	44	126.5
SL1344_1345	ssaK	920.8	736.2	35.8	142.7
STnc1220		15.7	104.3	17.4	72.8
SL1344_1346	ssaL	861.5	568.3	26.3	112.6
SL1344_1347	ssaM	1163.1	963.3	67.4	152.9
SL1344_1348	ssaV	391.1	344.3	4.2	60.1
SL1344_1349	ssaN	452.1	351.6	7.1	41.9
SL1344_1350	ssaO	424.1	257.5	2.9	36.9
SL1344_1351	ssaP	383	306.9	7	42.4
SL1344_1352	ssaQ	251.1	182.7	6.6	26.1
SL1344_1353	ssaR	1151.6	1302.8	238.5	155.3
SL1344_1354	ssaS	511.8	483.8	8.5	64.7
SL1344_1355	ssaT	589.9	642.9	4.9	107.2
SL1344_1356	ssaU	220	162.6	3.7	38.6
SL1344_1357	norM	18.7	27	4.2	19.2
SL1344_1358	ribE	131.6	130.5	27.4	49.5
SL1344_1359	cfa	163.2	235.3	44	208.8
SL1344_1360	ydhC	6	4.8	2.6	20.2
SL1344_1361	ydhB	6.6	8.2	9.1	7.8
SL1344_1362	purR	62.4	20.8	8	5.9
STnc4220		1090.3	512.7	591.7	238.4
SL1344_1362A	ynhF	3442.8	5483	2935.1	2050
SL1344_1363	sodB	351.3	392.8	87.7	62
SL1344_1364	ydhO	48.4	56.8	2.7	28.8
SL1344_1365	ydhD	697.5	541.9	317	360.3
SL1344_1366	rnt	58.3	54.4	10.5	34.7
SL1344_1367	gloA	128	143.7	123.1	145.1
SL1344_1368	nemA	12	13.6	3.4	22.7
SL1344_1369	ydhM	18.8	32	41.6	62.5
SL1344_1370	ydhL	49.4	173.2	39.7	86.3
SL1344_1371	ydhF	20.7	19.9	10.4	21.9
SL1344_1372	sodCb	51.4	106.6	23.7	45.3
SL1344_1373		7.6	10	0.7	4.2
SL1344_1374	ydhJ	14.7	16.2	2.2	9.9
SL1344_1375	ydhI	16	26.3	5	14
SL1344_1376	slyA	388.9	704	96.4	175.1
SL1344_1377	slyB	1216.4	685.7	291.2	324.7
SL1344_1378	anmK	17.7	15.9	5.6	9.8
SL1344_1379	mliC	52.4	36.4	22.3	48
SL1344_1380	pdxH	78.6	70.4	13.8	42.6
SL1344_1381	tyrS	140.3	69.5	29.2	44.5
SL1344_1382	pdxY	45.6	24.2	4.6	11
SL1344_1383	gst	38.4	59.1	22.3	45.7
SL1344_1384	tppB	10	48.3	4.6	11.5
SL1344_1385	nth	58.5	60.1	14.6	39.3
SL1344_1386	rnfE	56.8	33.3	13.9	15.8
SL1344_1387	rnfG	39.8	24.5	10.1	10
SL1344_1388	rnfD	29.4	16.5	2.5	5.4
SL1344_1389	rnfC	40.1	19.5	2.8	9.6
SL1344_1390	rnfB	74.6	42.6	5.8	27.6
SL1344_1391	rnfA	82	49.7	7.2	31
SL1344_1392	ydgK	147.4	113.4	34.6	46.5
SL1344_1393	ydgT	305	189.2	9.8	71.8
SL1344_1393A	blr	213	188.9	11.5	137
SL1344_1394	ydgJ	66.6	62.7	21.8	34.5
SL1344_1395	add	33.3	26.5	11.4	13.7
STnc3500		29.1	74	87.6	68.5
SL1344_1396	ydgA	52.2	36.3	16.7	18.5
SL1344_1397	manA	45.5	37.7	6.2	23.1
SL1344_1398	fumA	42.3	23.4	27.4	29.7
SL1344_1400	fumC	33	40.8	15.1	26.8
SL1344_1401	tus	6.9	7.3	7.8	8.1
SL1344_1402	rstB	12.1	7.5	1	4
SL1344_1403		1.6	3.2	0.5	1.6
SL1344_1404	ompN	4.3	2.4	2	4.5
STnc3510		67.6	38.8	30	78.3
SL1344_1405	rstA	387.7	295.9	49.5	143.8
SL1344_1406	ydgC	9.4	10.2	1.4	25
SL1344_1407	ydgI	8	13	1.8	5.2
SL1344_1408	ydgH	98.2	65.3	26	57.2
SL1344_1409	pntA	64.3	23.4	18.5	27.6
SL1344_1410	pntB	66.3	22.6	26.1	32.2
SL1344_1411	tqsA	8	11.7	4	16
SL1344_1412	ydgF	2.5	10.4	1.3	9.3
SL1344_1413	ydgE	1.9	1	0.6	1.7
SL1344_1414		13.4	18.3	13.9	23.1
SL1344_1414A	ydgU	42.6	7.3	0	2.2
SL1344_1415	asr	1660.7	210.1	119.5	52.9
STnc3480		23.4	22.9	12.2	23.3
SL1344_1416	ynfM	17	21.4	5.2	66.8
SL1344_1417	ynfL	5.6	6.5	2.6	10.2
SL1344_1418	mlc	54.1	47.5	26.9	70.7
SL1344_1419	bioDb	17.7	17.5	6.5	18.5
SL1344_1420	clcB	7.9	13.3	4.8	10.6
SL1344_1421		14.8	34.1	4.3	12.1
SL1344_1422		6.9	13.4	3.6	6.2
SL1344_1423		5.1	6.8	1.1	3.3
SL1344_1424		6.9	17.8	3.6	6.9
SL1344_1425	ynfI	26.1	22.3	9.6	17.1
SL1344_1426		15.3	19.9	12.7	11.2
SL1344_1427		1.1	1	0.4	0.3
SL1344_1428	dmsA2	0.9	1.7	0.7	1.1
SL1344_1429	dmsA1	1.7	3	1.6	2
SL1344_1430	ynfD	45.9	79.7	37.6	35.8
SL1344_1431	ynfC	25.9	25.1	31.8	45.1
SL1344_1432	speG	59.4	58.3	41.9	60.7
SL1344_1433	ynfB	71.9	72.2	64.8	47.2
SL1344_1434	ynfA	10.5	5.5	5	10.1
SL1344_1435	rspA	0.8	1	0.4	0.5
SL1344_1436	rspB	1.4	2.2	1	1.4
SL1344_1437	ydfJ	2.6	3.5	2.4	5.3
SL1344_1438	ydfI	12.2	14.3	3.7	8.5
SL1344_1439	ydfZ	32.6	33.3	19.1	19.9
SL1344_1440	ydfH	43.2	45.9	11.1	29.8
SL1344_1441	ydfG	171.8	190.9	79.7	101.5
SL1344_1442	dcp	23.8	19.2	10.4	12.3
SL1344_1443		123.9	341.9	35.7	82.1
SL1344_1444	ydeJ	9.1	15.6	3.8	10
SL1344_1445	ydeI	29	70.9	10.4	18.5
MgrR	MgrR	11925.6	12656.2	14555.9	12687.3
SL1344_1446	ydeE	7	9.5	3.3	17.3
SL1344_1447	ydeD	12.6	11.4	3.3	16.8
SL1344_1448	marB	7.8	8.9	1.7	18.2
STnc2170		47.4	131.2	80.3	293.8
SL1344_1449	marA	9.7	14.1	1.6	23.9
SL1344_1450	marR	8.1	18.3	1.9	40.1
SL1344_1451	marC	89.1	143.5	28.8	42.6
SL1344_1452	sotB	36.1	53.8	7.7	35.6
SL1344_1453	yneJ	5.6	6.1	3	8
SL1344_1454	yneI	5.4	4.4	23.7	4.5
SL1344_1455	yneH	14.5	7.8	11.6	5.3
SL1344_1456	yneG	9.5	14.1	10.3	10.8
SL1344_1457		75.5	83.9	9.3	79.4
SL1344_1458		6.3	9.2	6.2	7.3
SL1344_1459		6.8	6.6	3.4	8.4
STnc3530		80.4	56.6	42.8	47.3
SL1344_1460	hypA	8.5	12	1.1	4.2
SL1344_1461		9.1	12.3	2.1	5.2
SL1344_1462	hyaF2	13.5	14.3	4.6	6.7
SL1344_1463	hyaE2	12.5	15.5	0.9	3.5
SL1344_1464		9.6	10.3	1.5	1.7
SL1344_1465	hyaD2	13.9	18.1	3.3	7.2
SL1344_1466	hyaC2	16.2	14.3	4	6.5
SL1344_1467	hyaB2	11.1	15.9	3.4	4.4
SL1344_1468	hyaA2	13.5	17.5	1.7	2.5
SL1344_1469		26.6	34.7	8.6	7.4
SL1344_1470		56.3	62.4	62.6	92.2
SL1344_1471		19.3	16.4	2.3	4.2
